PosRank,Rank,Player,Tm,Pos,Age,G,GS,Cmp,Att,Yds,Int,Att,Yds,Tgt,Rec,Yds,Y/R,Fumbles,FumblesLost,PassingYds,PassingTD,PassingAtt,RushingYds,RushingTD,RushingAtt,ReceivingYds,ReceivingTD,FantasyPoints
17,54,Beanie Wells,ARI,RB,23,14,14,0,0,0,0,245,1047,16,10,52,5.2,4,2,0,0,0,1047,10,245,52,0,175.9
22,55,Pierre Garcon,IND,WR,25,16,16,0,0,0,0,4,28,134,70,947,13.53,2,2,0,0,0,28,0,4,947,6,199.5
8,56,Vernon Davis,SFO,TE,27,16,16,0,0,0,0,2,-5,95,67,792,11.82,3,1,0,0,0,-5,0,2,792,6,179.7
18,57,Shonn Greene,NYJ,RB,26,16,15,0,0,0,0,253,1054,41,30,211,7.03,1,0,0,0,0,1054,6,253,211,0,192.5
23,58,Torrey Smith,BAL,WR,22,16,14,0,0,0,0,4,39,95,50,841,16.82,1,0,0,0,0,39,0,4,841,7,180
9,59,Dustin Keller,NYJ,TE,27,16,12,0,0,0,0,0,0,115,65,815,12.54,1,1,0,0,0,0,0,0,815,5,174.5
19,60,Rashard Mendenhall,PIT,RB,24,15,15,0,0,0,0,228,928,28,18,154,8.56,1,1,0,0,0,928,9,228,154,0,178.2
10,61,Brent Celek,PHI,TE,26,16,16,0,0,0,0,0,0,98,62,811,13.08,0,0,0,0,0,0,0,0,811,5,173.1
24,62,Brandon Lloyd,2TM,WR,30,15,14,0,1,0,0,0,0,148,70,966,13.8,1,0,0,0,1,0,0,0,966,5,196.6
11,63,Michael Vick,PHI,QB,31,13,13,253,423,3303,14,76,589,0,0,0,0,10,4,3303,18,423,589,1,76,0,0,233.02
20,64,Ahmad Bradshaw,NYG,RB,25,12,9,0,0,0,0,171,659,44,34,267,7.85,1,1,0,0,0,659,9,171,267,2,190.6
25,65,Antonio Brown,PIT,WR,23,16,3,0,0,0,0,7,41,124,69,1108,16.06,0,0,0,0,0,41,0,7,1108,2,195.9
11,66,Brandon Pettigrew,DET,TE,26,16,16,0,0,0,0,0,0,126,83,777,9.36,0,0,0,0,0,0,0,0,777,5,190.7
26,67,Jabar Gaffney,WAS,WR,31,16,15,0,0,0,0,0,0,114,68,947,13.93,1,1,0,0,0,0,0,0,947,5,190.7
21,68,Willis McGahee,DEN,RB,30,15,14,0,0,0,0,249,1199,20,12,51,4.25,4,3,0,0,0,1199,4,249,51,1,161
27,69,DeSean Jackson,PHI,WR,25,15,15,0,0,0,0,7,41,104,58,961,16.57,1,0,0,0,0,41,0,7,961,4,182.2
28,70,Darrius Heyward-Bey,OAK,WR,24,15,14,0,0,0,0,0,0,115,64,975,15.23,1,1,0,0,0,0,0,0,975,4,183.5
29,71,Reggie Wayne,IND,WR,33,16,16,0,0,0,0,0,0,132,75,960,12.8,0,0,0,0,0,0,0,0,960,4,195
22,72,Mike Tolbert,SDG,RB,26,15,1,0,0,0,0,121,490,79,54,433,8.02,2,1,0,0,0,490,8,121,433,2,204.3
23,73,Cedric Benson,CIN,RB,29,15,15,0,0,0,0,273,1067,22,15,82,5.47,5,2,0,0,0,1067,6,273,82,0,161.9
30,74,Santonio Holmes,NYJ,WR,27,16,16,0,0,0,0,3,27,101,51,654,12.82,2,1,0,0,0,27,0,3,654,8,165.1
1,75,Marquis Johnson,STL,0,23,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,76,Korey Hall,NOR,0,28,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,77,Ryan Fitzpatrick,BUF,QB,29,16,16,353,569,3832,23,56,215,0,0,0,0,7,2,3832,24,569,215,0,56,0,0,220.78
13,78,Ben Roethlisberger,PIT,QB,29,15,15,324,513,4077,14,31,70,0,0,0,0,9,5,4077,21,513,70,0,31,0,0,216.08
14,79,Josh Freeman,TAM,QB,23,15,15,346,551,3592,22,55,238,1,0,-4,0,9,5,3592,16,551,238,4,55,-4,0,201.08
15,80,Alex Smith,SFO,QB,27,16,16,273,445,3144,5,52,179,0,0,0,0,7,2,3144,17,445,179,2,52,0,0,209.66
16,81,Joe Flacco,BAL,QB,26,16,16,312,542,3610,12,39,88,1,1,-8,-8,11,6,3610,20,542,88,1,39,-8,0,203.4
17,82,Andy Dalton,CIN,QB,24,16,16,300,516,3398,13,37,152,1,0,0,0,5,2,3398,20,516,152,1,37,0,0,207.12
18,83,Tim Tebow,DEN,QB,24,14,11,126,271,1729,6,122,660,0,0,0,0,14,6,1729,12,271,660,6,122,0,0,195.16
19,84,Matt Hasselbeck,TEN,QB,36,16,16,319,518,3571,14,20,52,0,0,0,0,4,1,3571,18,518,52,0,20,0,0,190.04
20,85,Tarvaris Jackson,SEA,QB,28,15,14,271,450,3091,13,40,108,0,0,0,0,9,4,3091,14,450,108,1,40,0,0,162.44
21,86,Colt McCoy,CLE,QB,25,13,13,265,463,2733,11,61,212,1,1,-5,-5,11,2,2733,14,463,212,0,61,-5,0,161.02
22,87,Matt Moore,MIA,QB,27,13,12,210,347,2497,9,32,65,0,0,0,0,14,1,2497,16,347,65,2,32,0,0,162.38
23,88,Matt Schaub,HOU,QB,30,10,10,178,292,2479,6,15,9,0,0,0,0,3,1,2479,15,292,9,2,15,0,0,158.06
24,89,Rex Grossman,WAS,QB,31,13,13,265,458,3151,20,20,11,0,0,0,0,8,4,3151,16,458,11,1,20,0,0,149.14
24,90,BenJarvus Green-Ellis,NWE,RB,26,16,6,0,0,0,0,181,667,13,9,159,17.67,0,0,0,0,0,667,11,181,159,0,157.6
25,91,Jonathan Stewart,CAR,RB,24,16,3,0,0,0,0,142,761,61,47,413,8.79,1,0,0,0,0,761,4,142,413,1,194.4
25,92,Jay Cutler,CHI,QB,28,10,10,182,314,2319,7,18,55,0,0,0,0,7,3,2319,13,314,55,1,18,0,0,136.26
26,93,DeAngelo Williams,CAR,RB,28,16,14,0,0,0,0,155,836,25,16,135,8.44,0,0,0,0,0,836,7,155,135,0,155.1
26,94,Carson Palmer,OAK,QB,32,10,9,199,328,2753,16,16,20,0,0,0,0,2,1,2753,13,328,20,1,16,0,0,136.12
27,95,Pierre Thomas,NOR,RB,27,16,7,0,0,0,0,110,562,59,50,425,8.5,2,1,0,0,0,562,5,110,425,1,182.7
28,96,Ben Tate,HOU,RB,23,15,2,0,0,0,0,175,942,19,13,98,7.54,4,3,0,0,0,942,4,175,98,0,135
27,97,Blaine Gabbert,JAX,QB,22,15,14,210,413,2214,11,48,98,0,0,0,0,14,4,2214,12,413,98,0,48,0,0,116.36
29,98,LeGarrette Blount,TAM,RB,25,14,14,0,0,0,0,184,781,25,15,148,9.87,5,3,0,0,0,781,5,184,148,0,131.9
28,99,Christian Ponder,MIN,QB,23,11,10,158,291,1853,13,28,219,0,0,0,0,6,2,1853,13,291,219,0,28,0,0,118.02
30,100,Roy Helu,WAS,RB,23,15,5,0,0,0,0,151,640,59,49,379,7.73,2,2,0,0,0,640,2,151,379,1,164.9
31,101,Brandon Jacobs,NYG,RB,29,14,6,0,0,0,0,152,571,23,15,128,8.53,3,0,0,0,0,571,7,152,128,1,132.9
32,102,DeMarco Murray,DAL,RB,23,13,7,0,0,0,0,164,897,35,26,183,7.04,1,0,0,0,0,897,2,164,183,0,146
33,103,C.J. Spiller,BUF,RB,24,16,11,0,0,0,0,107,561,54,39,269,6.9,2,0,0,0,0,561,4,107,269,2,158
31,104,Malcom Floyd,SDG,WR,30,12,9,0,0,0,0,0,0,70,43,856,19.91,0,0,0,0,0,0,0,0,856,5,158.6
32,105,Jeremy Maclin,PHI,WR,23,13,13,0,0,0,0,1,1,96,63,859,13.63,1,1,0,0,0,1,0,1,859,5,177
33,106,Lance Moore,NOR,WR,28,14,7,0,0,0,0,0,0,73,52,627,12.06,0,0,0,0,0,0,0,0,627,8,162.7
34,107,Michael Crabtree,SFO,WR,24,15,14,0,0,0,0,1,6,115,72,874,12.14,0,0,0,0,0,6,0,1,874,4,184
35,108,Plaxico Burress,NYJ,WR,34,16,13,0,0,0,0,0,0,96,45,612,13.6,0,0,0,0,0,0,0,0,612,8,154.2
36,109,Eric Decker,DEN,WR,24,16,13,0,1,0,0,1,1,96,44,612,13.91,1,1,0,0,1,1,0,1,612,8,151.3
37,110,Anquan Boldin,BAL,WR,31,14,14,0,0,0,0,0,0,106,57,887,15.56,1,0,0,0,0,0,0,0,887,3,163.7
29,111,Kevin Kolb,ARI,QB,27,9,9,146,253,1955,8,17,65,0,0,0,0,8,3,1955,9,253,65,0,17,0,0,98.7
34,112,Darren McFadden,OAK,RB,24,7,7,0,0,0,0,113,614,23,19,154,8.11,1,1,0,0,0,614,4,113,154,1,123.8
30,113,John Skelton,ARI,QB,23,8,7,151,275,1913,14,28,128,0,0,0,0,4,1,1913,11,275,128,0,28,0,0,103.32
38,114,James Jones,GNB,WR,27,16,0,0,0,0,0,0,0,55,38,635,16.71,1,0,0,0,0,0,0,0,635,7,143.5
39,115,Denarius Moore,OAK,WR,23,13,10,0,0,0,0,5,61,76,33,618,18.73,1,0,0,0,0,61,1,5,618,5,136.9
40,116,Doug Baldwin,SEA,WR,23,16,1,0,0,0,0,1,-2,85,51,788,15.45,0,0,0,0,0,-2,0,1,788,4,153.6
35,117,Donald Brown,IND,RB,24,16,2,0,0,0,0,134,645,19,16,86,5.38,0,0,0,0,0,645,5,134,86,0,119.1
41,118,Nate Burleson,DET,WR,30,16,11,0,0,0,0,11,85,110,73,757,10.37,1,1,0,0,0,85,0,11,757,3,173.2
31,119,Sam Bradford,STL,QB,24,10,10,191,357,2164,6,18,26,0,0,0,0,10,6,2164,6,357,26,0,18,0,0,89.16
36,120,Ryan Grant,GNB,RB,29,15,14,0,0,0,0,134,559,24,19,268,14.11,2,1,0,0,0,559,2,134,268,1,117.7
42,121,Miles Austin,DAL,WR,27,10,10,0,0,0,0,2,3,73,43,579,13.47,1,0,0,0,0,3,0,2,579,7,143.2
43,122,Deion Branch,NWE,WR,32,15,15,0,0,0,0,0,0,90,51,702,13.76,0,0,0,0,0,0,0,0,702,5,151.2
32,123,Matt Cassel,KAN,QB,29,9,9,160,269,1713,9,25,99,1,1,-4,-4,5,2,1713,10,269,99,0,25,-4,0,97.02
44,124,Robert Meachem,NOR,WR,27,16,8,0,0,0,0,4,18,60,40,620,15.5,0,0,0,0,0,18,0,4,620,6,139.8
45,125,Titus Young,DET,WR,22,16,9,0,0,0,0,2,15,86,48,607,12.65,1,0,0,0,0,15,0,2,607,6,146.2
46,126,Early Doucet,ARI,WR,26,16,6,0,0,0,0,0,0,97,54,689,12.76,1,0,0,0,0,0,0,0,689,5,152.9
47,127,Jerome Simpson,CIN,WR,25,16,14,0,0,0,0,0,0,105,50,725,14.5,0,0,0,0,0,0,0,0,725,4,146.5
48,128,Mike Williams,TAM,WR,24,16,15,0,0,0,0,1,3,124,65,771,11.86,2,2,0,0,0,3,0,1,771,3,156.4
12,129,Fred Davis,WAS,TE,25,12,12,0,0,0,0,0,0,88,59,796,13.49,1,1,0,0,0,0,0,0,796,3,154.6
49,130,David Nelson,BUF,WR,25,16,13,0,0,0,0,0,0,97,61,658,10.79,0,0,0,0,0,0,0,0,658,5,156.8
37,131,Toby Gerhart,MIN,RB,24,16,5,0,0,0,0,109,531,28,23,190,8.26,1,0,0,0,0,531,1,109,190,3,119.1
13,132,Jermaine Gresham,CIN,TE,23,14,13,0,0,0,0,0,0,92,56,596,10.64,1,1,0,0,0,0,0,0,596,6,149.6
50,133,Dexter McCluster,KAN,WR,22,16,4,0,0,0,0,114,516,64,46,328,7.13,4,3,0,0,0,516,1,114,328,1,136.4
38,134,Kevin Smith,DET,RB,25,7,4,0,0,0,0,72,356,28,22,179,8.14,1,1,0,0,0,356,4,72,179,3,115.5
14,135,Jared Cook,TEN,TE,24,16,5,0,0,0,0,0,0,81,49,759,15.49,2,2,0,0,0,0,0,0,759,3,138.9
15,136,Kellen Winslow,TAM,TE,28,16,15,0,0,0,0,0,0,123,75,763,10.17,2,1,0,0,0,0,0,0,763,2,161.3
51,137,Steve Breaston,KAN,WR,28,16,13,0,0,0,0,1,25,98,61,785,12.87,0,0,0,0,0,25,0,1,785,2,154
39,138,LaDainian Tomlinson,NYJ,RB,32,14,1,0,0,0,0,75,280,61,42,449,10.69,0,0,0,0,0,280,1,75,449,2,132.9
40,139,Peyton Hillis,CLE,RB,25,10,9,0,0,0,0,161,587,34,22,130,5.91,2,1,0,0,0,587,3,161,130,0,109.7
33,140,Kyle Orton,2TM,QB,29,9,8,150,252,1758,9,11,13,0,0,0,0,4,2,1758,9,252,13,0,11,0,0,85.62
52,141,Damian Williams,TEN,WR,23,15,13,0,0,0,0,0,0,94,45,592,13.16,0,0,0,0,0,0,0,0,592,5,134.2
41,142,Jahvid Best,DET,RB,22,6,6,0,0,0,0,84,390,40,27,287,10.63,0,0,0,0,0,390,2,84,287,1,112.7
16,143,Owen Daniels,HOU,TE,29,15,15,0,0,0,0,0,0,85,54,677,12.54,0,0,0,0,0,0,0,0,677,3,139.7
42,144,Felix Jones,DAL,RB,24,12,8,0,0,0,0,127,575,45,33,221,6.7,5,2,0,0,0,575,1,127,221,0,114.6
43,145,Greg Olsen,CAR,RB,26,16,13,0,0,0,0,0,0,89,45,540,12,1,1,0,0,0,0,0,0,540,5,127
34,146,Jason Campbell,OAK,QB,30,6,6,100,165,1170,4,18,60,0,0,0,0,3,1,1170,6,165,60,2,18,0,0,78.8
53,147,Johnny Knox,CHI,WR,25,14,11,0,0,0,0,0,0,69,37,727,19.65,1,1,0,0,0,0,0,0,727,2,119.7
44,148,James Starks,GNB,RB,25,13,2,0,0,0,0,133,578,37,29,216,7.45,2,1,0,0,0,578,1,133,216,0,112.4
17,149,Jake Ballard,NYG,TE,24,14,13,0,0,0,0,0,0,61,38,604,15.89,0,0,0,0,0,0,0,0,604,4,122.4
54,150,Greg Little,CLE,WR,22,16,12,0,0,0,0,3,15,119,61,709,11.62,0,0,0,0,0,15,0,3,709,2,145.4
45,151,Marion Barber,CHI,RB,28,11,1,0,0,0,0,114,422,9,5,50,10,1,1,0,0,0,422,6,114,50,0,86.2
18,152,Ed Dickson,BAL,TE,24,16,16,0,0,0,0,0,0,89,54,528,9.78,0,0,0,0,0,0,0,0,528,5,136.8
46,153,Mark Ingram,NOR,RB,22,10,4,0,0,0,0,122,474,13,11,46,4.18,1,1,0,0,0,474,5,122,46,0,91
55,154,Santana Moss,WAS,WR,32,12,12,0,0,0,0,0,0,95,46,584,12.7,0,0,0,0,0,0,0,0,584,4,128.4
56,155,Donald Driver,GNB,WR,36,16,15,0,0,0,0,0,0,56,37,445,12.03,0,0,0,0,0,0,0,0,445,6,117.5
35,156,Curtis Painter,IND,QB,26,9,8,132,243,1541,9,17,107,0,0,0,0,5,3,1541,6,243,107,0,17,0,0,72.34
57,157,Demaryius Thomas,DEN,WR,24,11,5,0,1,0,0,1,5,70,32,551,17.22,0,0,0,0,1,5,0,1,551,4,111.6
47,158,Jackie Battle,KAN,RB,28,15,4,0,0,0,0,149,597,13,9,68,7.56,0,0,0,0,0,597,2,149,68,0,87.5
48,159,Kendall Hunter,SFO,RB,23,16,1,0,0,0,0,112,473,26,16,195,12.19,1,0,0,0,0,473,2,112,195,0,94.8
58,160,Brandon LaFell,CAR,WR,25,16,6,0,0,0,0,0,0,56,36,613,17.03,0,0,0,0,0,0,0,0,613,3,115.3
49,161,Josh Cribbs,CLE,RB,28,16,7,0,0,0,0,7,25,67,41,518,12.63,3,0,0,0,0,25,0,7,518,4,119.3
59,162,Mario Manningham,NYG,WR,25,12,10,0,0,0,0,0,0,77,39,523,13.41,0,0,0,0,0,0,0,0,523,4,115.3
19,163,Heath Miller,PIT,TE,29,16,16,0,0,0,0,1,6,74,51,631,12.37,1,1,0,0,0,6,0,1,631,2,124.7
60,164,Dezmon Briscoe,TAM,WR,22,16,2,0,0,0,0,0,0,51,35,387,11.06,0,0,0,0,0,0,0,0,387,6,109.7
20,165,Scott Chandler,BUF,TE,26,14,9,0,0,0,0,0,0,46,38,389,10.24,1,1,0,0,0,0,0,0,389,6,110.9
21,166,Anthony Fasano,MIA,TE,27,15,15,0,0,0,0,0,0,54,32,451,14.09,0,0,0,0,0,0,0,0,451,5,107.1
50,167,Jason Avant,PHI,RB,28,16,7,0,0,0,0,0,0,81,52,679,13.06,2,1,0,0,0,0,0,0,679,1,123.9
51,168,Isaac Redman,PIT,RB,27,16,1,0,0,0,0,110,479,22,18,78,4.33,2,2,0,0,0,479,3,110,78,0,87.7
61,169,Davone Bess,MIA,WR,26,16,4,0,0,0,0,2,9,86,51,537,10.53,5,2,0,0,0,9,0,2,537,3,119.6
62,170,Preston Parker,TAM,WR,24,16,0,0,0,0,0,1,-3,65,40,554,13.85,8,1,0,0,0,-3,0,1,554,3,111.1
63,171,Andre Roberts,ARI,WR,23,16,16,0,0,0,0,3,27,98,51,586,11.49,1,0,0,0,0,27,0,3,586,2,124.3
22,172,Tony Scheffler,DET,TE,28,15,5,0,0,0,0,1,5,43,26,347,13.35,1,0,0,0,0,5,0,1,347,6,97.2
23,173,Joel Dreessen,HOU,TE,29,16,10,0,0,0,0,0,0,39,28,353,12.61,0,0,0,0,0,0,0,0,353,6,99.3
52,174,Daniel Thomas,MIA,RB,24,13,2,0,0,0,0,165,581,16,12,72,6,2,1,0,0,0,581,0,165,72,1,81.3
24,175,Jeremy Shockey,CAR,TE,31,15,13,0,0,0,0,0,0,62,37,455,12.3,2,1,0,0,0,0,0,0,455,4,104.5
53,176,Lance Ball,DEN,RB,26,16,0,0,0,0,0,96,402,32,16,148,9.25,2,2,0,0,0,402,1,96,148,1,79
54,177,Maurice Morris,DET,RB,32,16,5,0,0,0,0,80,316,35,26,230,8.85,1,0,0,0,0,316,1,80,230,1,92.6
64,178,Michael Jenkins,MIN,WR,29,11,7,0,0,0,0,0,0,55,38,466,12.26,2,3,0,0,0,0,0,0,466,3,96.6
65,179,Jacoby Jones,HOU,WR,27,16,10,0,0,0,0,4,17,65,31,512,16.52,2,0,0,0,0,17,0,4,512,2,95.9
36,180,Donovan McNabb,MIN,QB,35,6,6,94,156,1026,2,14,59,0,0,0,0,2,0,1026,4,156,59,1,14,0,0,64.94
37,181,Dan Orlovsky,IND,QB,28,8,5,122,193,1201,4,6,5,0,0,0,0,7,3,1201,6,193,5,0,6,0,0,58.54
66,182,Kevin Walter,HOU,WR,30,15,14,0,0,0,0,0,0,59,39,474,12.15,0,0,0,0,0,0,0,0,474,3,104.4
55,183,Ricky Williams,BAL,RB,34,16,0,0,0,0,0,108,444,20,13,83,6.38,2,2,0,0,0,444,2,108,83,0,73.7
67,184,Devery Henderson,NOR,WR,29,16,13,0,0,0,0,1,9,50,32,503,15.72,1,0,0,0,0,9,0,1,503,2,95.2
68,185,Sidney Rice,SEA,WR,25,9,9,1,1,55,0,2,3,57,32,484,15.13,1,0,55,0,1,3,0,2,484,2,94.9
69,186,Roy Williams,CHI,WR,30,15,9,0,0,0,0,0,0,63,37,507,13.7,0,0,0,0,0,0,0,0,507,2,99.7
70,187,Brian Hartline,MIA,WR,25,16,10,0,0,0,0,1,9,66,35,549,15.69,0,0,0,0,0,9,0,1,549,1,96.8
71,188,Andre Johnson,HOU,WR,30,7,7,0,0,0,0,1,8,51,33,492,14.91,0,0,0,0,0,8,0,1,492,2,95
72,189,Arrelious Benn,TAM,WR,23,14,14,0,0,0,0,6,-7,51,30,441,14.7,0,0,0,0,0,-7,0,6,441,3,91.4
56,190,Danny Woodhead,NWE,RB,26,15,4,0,0,0,0,77,351,31,18,157,8.72,1,0,0,0,0,351,1,77,157,0,74.8
