PosRank,Rank,Player,Tm,Pos,Age,G,GS,Cmp,Att,Yds,Int,Att,Yds,Tgt,Rec,Yds,Y/R,Fumbles,FumblesLost,PassingYds,PassingTD,PassingAtt,RushingYds,RushingTD,RushingAtt,ReceivingYds,ReceivingTD,FantasyPoints
38,191,Chad Henne,MIA,QB,26,4,4,64,112,868,4,15,112,0,0,0,0,1,0,868,4,112,112,1,15,0,0,59.92
57,192,Bernard Scott,CIN,RB,27,16,1,0,1,0,0,112,380,17,13,38,2.92,0,0,0,0,1,380,3,112,38,0,72.8
58,193,Joseph Addai,IND,RB,28,12,11,0,0,0,0,118,433,22,15,93,6.2,1,0,0,0,0,433,1,118,93,0,73.6
73,194,Austin Collie,IND,WR,26,16,5,0,0,0,0,0,0,96,54,514,9.52,0,0,0,0,0,0,0,0,514,1,111.4
74,195,Ben Obomanu,SEA,WR,28,16,7,0,0,0,0,1,13,61,37,436,11.78,0,0,0,0,0,13,0,1,436,2,93.9
25,196,Dennis Pitta,BAL,TE,26,16,2,0,0,0,0,0,0,56,40,405,10.13,0,0,0,0,0,0,0,0,405,3,98.5
26,197,Visanthe Shiancoe,MIN,TE,31,16,14,0,0,0,0,0,0,70,36,409,11.36,0,0,0,0,0,0,0,0,409,3,94.9
75,198,Golden Tate,SEA,WR,23,16,5,0,0,0,0,5,14,58,35,382,10.91,1,0,0,0,0,14,0,5,382,3,92.6
59,199,Chris Ogbonnaya,2TM,RB,25,13,4,0,0,0,0,76,340,31,23,165,7.17,2,1,0,0,0,340,1,76,165,0,77.5
76,200,Harry Douglas,ATL,WR,27,16,4,0,0,0,0,1,3,62,39,498,12.77,0,0,0,0,0,3,0,1,498,1,95.1
27,201,Evan Moore,CLE,TE,26,16,4,0,0,0,0,0,0,46,34,324,9.53,0,0,0,0,0,0,0,0,324,4,90.4
60,202,Legedu Naanee,CAR,RB,28,15,10,1,1,27,0,0,0,76,44,467,10.61,0,0,27,0,1,0,0,0,467,1,97.78
77,203,Danario Alexander,STL,WR,25,10,5,0,0,0,0,0,0,60,26,431,16.58,0,0,0,0,0,0,0,0,431,2,81.1
28,204,Kevin Boss,OAK,TE,27,14,11,0,0,0,0,0,0,40,28,368,13.14,0,0,0,0,0,0,0,0,368,3,82.8
78,205,Jason Hill,JAX,WR,26,10,10,0,0,0,0,0,0,55,25,367,14.68,0,0,0,0,0,0,0,0,367,3,79.7
79,206,Devin Aromashodu,MIN,WR,27,16,6,0,0,0,0,0,0,84,26,468,18,1,0,0,0,0,0,0,0,468,1,78.8
39,207,John Beck,WAS,QB,30,4,3,80,132,858,4,10,43,0,0,0,0,3,1,858,2,132,43,2,10,0,0,48.62
61,208,Kahlil Bell,CHI,RB,25,13,3,0,0,0,0,79,337,23,19,133,7,3,1,0,0,0,337,0,79,133,1,70
80,209,Lavelle Hawkins,TEN,WR,25,16,2,0,0,0,0,0,0,77,47,470,10,1,0,0,0,0,0,0,0,470,1,100
62,210,Marcel Reece,OAK,RB,26,12,6,0,0,0,0,17,112,36,27,301,11.15,1,1,0,0,0,112,0,17,301,2,78.3
29,211,Ben Watson,CLE,TE,31,13,11,0,0,0,0,0,0,70,37,410,11.08,0,0,0,0,0,0,0,0,410,2,90
63,212,Delone Carter,IND,RB,24,16,3,0,0,0,0,101,377,8,5,18,3.6,3,3,0,0,0,377,2,101,18,0,50.5
64,213,Tim Hightower,WAS,RB,25,5,5,0,0,0,0,84,321,15,10,78,7.8,0,0,0,0,0,321,1,84,78,1,61.9
65,214,Thomas Jones,KAN,RB,33,16,8,0,0,0,0,153,478,7,5,43,8.6,0,0,0,0,0,478,0,153,43,0,57.1
66,215,John Kuhn,GNB,RB,29,16,3,0,0,0,0,30,78,18,15,77,5.13,1,0,0,0,0,78,4,30,77,2,66.5
67,216,LaRod Stephens-Howling,ARI,RB,24,14,1,0,0,0,0,43,167,17,13,234,18,0,0,0,0,0,167,0,43,234,2,65.1
30,217,Kellen Davis,CHI,TE,26,16,15,0,0,0,0,0,0,35,18,206,11.44,0,0,0,0,0,0,0,0,206,5,68.6
81,218,Brandon Gibson,STL,WR,24,15,9,0,0,0,0,2,16,71,36,431,11.97,0,0,0,0,0,16,0,2,431,1,86.7
68,219,Stevan Ridley,NWE,RB,22,16,2,0,0,0,0,87,441,5,3,13,4.33,1,0,0,0,0,441,1,87,13,0,54.4
69,220,Jacquizz Rodgers,ATL,RB,21,16,0,0,0,0,0,57,205,27,21,188,8.95,1,1,0,0,0,205,1,57,188,1,70.3
40,221,Joe Webb,MIN,QB,25,11,1,34,63,376,2,22,154,5,1,9,9,1,1,376,3,63,154,2,22,9,0,50.34
70,222,Cadillac Williams,STL,RB,29,11,1,0,0,0,0,87,361,23,14,93,6.64,1,1,0,0,0,361,1,87,93,0,63.4
82,223,Andre Caldwell,CIN,WR,26,13,2,0,0,0,0,0,0,68,37,317,8.57,0,0,0,0,0,0,0,0,317,3,86.7
83,224,Mohamed Massaquoi,CLE,WR,25,14,13,0,0,0,0,0,0,74,31,384,12.39,0,0,0,0,0,0,0,0,384,2,81.4
84,225,Hines Ward,PIT,WR,35,15,9,0,0,0,0,0,0,63,46,381,8.28,1,1,0,0,0,0,0,0,381,2,94.1
41,226,T.J. Yates,HOU,QB,24,6,5,82,134,949,3,14,57,0,0,0,0,5,3,949,3,134,57,0,14,0,0,43.66
42,227,Jake Locker,TEN,QB,23,5,0,34,66,542,0,8,56,0,0,0,0,0,0,542,4,66,56,1,8,0,0,49.28
85,228,Mike Thomas,JAX,WR,24,15,13,0,0,0,0,3,11,91,44,415,9.43,1,0,0,0,0,11,0,3,415,1,92.6
86,229,Kenny Britt,TEN,WR,23,3,3,0,0,0,0,0,0,26,17,289,17,1,1,0,0,0,0,0,0,289,3,61.9
31,230,Dallas Clark,IND,TE,32,11,10,0,0,0,0,0,0,65,34,352,10.35,1,1,0,0,0,0,0,0,352,2,79.2
32,231,Jeff King,ARI,TE,28,16,10,0,0,0,0,0,0,34,27,271,10.04,0,0,0,0,0,0,0,0,271,3,72.1
43,232,Matt Flynn,GNB,QB,26,5,1,33,49,518,2,13,-6,0,0,0,0,1,1,518,6,49,-6,1,13,0,0,44.12
33,233,Marcedes Lewis,JAX,TE,27,15,15,0,0,0,0,0,0,85,39,460,11.79,0,0,0,0,0,0,0,0,460,0,85
87,234,Vincent Brown,SDG,WR,22,14,4,0,0,0,0,0,0,40,19,329,17.32,0,0,0,0,0,0,0,0,329,2,63.9
88,235,Dane Sanzenbacher,CHI,WR,23,16,1,0,0,0,0,1,-4,54,27,276,10.22,0,0,0,0,0,-4,0,1,276,3,72.2
89,236,Kyle Williams,SFO,WR,23,13,1,0,0,0,0,2,32,31,20,241,12.05,2,0,0,0,0,32,0,2,241,3,65.3
90,237,Earl Bennett,CHI,WR,24,11,4,0,0,0,0,0,0,43,24,381,15.88,1,1,0,0,0,0,0,0,381,1,66.1
91,238,Randall Cobb,GNB,WR,21,15,0,0,1,0,0,2,5,31,25,375,15,3,3,0,0,1,5,0,2,375,1,63
34,239,Daniel Fells,DEN,TE,28,16,15,0,0,0,0,0,0,31,19,256,13.47,2,1,0,0,0,0,0,0,256,3,60.6
92,240,Jeremy Kerley,NYJ,WR,23,14,1,1,1,41,0,5,28,47,29,314,10.83,3,1,41,0,1,28,0,5,314,1,68.84
71,241,Chris Ivory,NOR,RB,23,6,2,0,0,0,0,79,374,1,0,0,0,0,0,0,0,0,374,1,79,0,0,43.4
72,242,Javon Ringer,TEN,RB,24,12,0,0,0,0,0,59,185,36,28,187,6.68,1,1,0,0,0,185,1,59,187,0,69.2
35,243,Kyle Rudolph,MIN,TE,22,15,8,0,0,0,0,0,0,39,26,249,9.58,0,0,0,0,0,0,0,0,249,3,68.9
93,244,Brad Smith,BUF,WR,28,15,5,0,1,0,1,20,87,42,23,240,10.43,0,0,0,0,1,87,1,20,240,1,65.7
94,245,Donte' Stallworth,WAS,WR,31,11,0,0,0,0,0,2,1,38,22,309,14.05,0,0,0,0,0,1,0,2,309,2,65
95,246,Devin Hester,CHI,WR,29,16,8,0,0,0,0,1,-6,56,26,369,14.19,5,0,0,0,0,-6,0,1,369,1,68.3
73,247,Charles Clay,MIA,RB,22,14,9,0,0,0,0,0,0,25,16,233,14.56,0,0,0,0,0,0,0,0,233,3,57.3
96,248,Emmanuel Sanders,PIT,WR,24,11,0,1,1,15,0,0,0,43,22,288,13.09,0,0,15,0,1,0,0,0,288,2,63.4
97,249,Chaz Schilens,OAK,WR,26,15,5,0,0,0,0,0,0,34,23,271,11.78,0,0,0,0,0,0,0,0,271,2,62.1
44,250,Vince Young,PHI,QB,28,6,3,66,114,866,9,18,79,0,0,0,0,2,0,866,4,114,79,0,18,0,0,40.54
74,251,Kregg Lumpkin,TAM,RB,27,16,0,0,0,0,0,31,105,53,41,291,7.1,0,0,0,0,0,105,0,31,291,0,80.6
75,252,Evan Royster,WAS,RB,24,6,2,0,0,0,0,56,328,14,9,68,7.56,0,0,0,0,0,328,0,56,68,0,48.6
76,253,Montario Hardesty,CLE,RB,24,10,4,0,0,0,0,88,266,21,14,122,8.71,1,0,0,0,0,266,0,88,122,0,52.8
77,254,Jason Snelling,ATL,RB,28,15,0,0,0,0,0,44,151,32,26,179,6.88,0,0,0,0,0,151,0,44,179,1,65
78,255,Danny Ware,NYG,RB,26,16,1,0,0,0,0,46,163,37,27,170,6.3,0,0,0,0,0,163,0,46,170,0,60.3
45,256,Kellen Clemens,STL,QB,28,3,3,48,91,546,1,6,37,1,0,0,0,2,0,546,2,91,37,1,6,0,0,37.54
98,257,Riley Cooper,PHI,WR,24,16,3,0,0,0,0,0,0,35,16,315,19.69,0,0,0,0,0,0,0,0,315,1,53.5
36,258,Delanie Walker,SFO,TE,27,15,7,0,0,0,0,3,5,35,19,198,10.42,1,0,0,0,0,5,0,3,198,3,57.3
79,259,Keiland Williams,DET,RB,25,15,0,0,0,0,0,58,195,8,8,62,7.75,2,1,0,0,0,195,2,58,62,0,43.7
99,260,Jacoby Ford,OAK,WR,24,8,3,0,0,0,0,4,31,33,19,279,14.68,3,1,0,0,0,31,0,4,279,1,54
80,261,Earnest Graham,TAM,RB,31,7,2,0,0,0,0,37,206,31,26,163,6.27,1,0,0,0,0,206,0,37,163,0,62.9
100,262,Louis Murphy,OAK,WR,24,11,1,0,0,0,0,6,69,33,15,241,16.07,0,0,0,0,0,69,1,6,241,0,52
101,263,Jerricho Cotchery,PIT,WR,29,13,0,0,0,0,0,1,3,30,16,237,14.81,0,0,0,0,0,3,0,1,237,2,52
81,264,Knowshon Moreno,DEN,RB,24,7,2,0,0,0,0,37,179,15,11,101,9.18,1,1,0,0,0,179,0,37,101,1,43
46,265,Seneca Wallace,CLE,QB,31,6,3,55,107,567,2,7,70,1,1,21,21,1,1,567,2,107,70,0,7,21,0,34.78
82,266,Leon Washington,SEA,RB,29,16,1,0,0,0,0,53,248,14,10,48,4.8,2,1,0,0,0,248,1,53,48,0,43.6
102,267,Jarett Dillard,JAX,WR,26,14,5,0,0,0,0,0,0,50,29,292,10.07,1,1,0,0,0,0,0,0,292,1,62.2
83,268,Tashard Choice,3TM,RB,27,13,1,0,0,0,0,57,152,30,19,124,6.53,6,2,0,0,0,152,1,57,124,0,48.6
37,269,Todd Heap,ARI,TE,31,10,4,0,0,0,0,0,0,36,24,283,11.79,0,0,0,0,0,0,0,0,283,1,58.3
103,270,Chad Johnson,NWE,WR,33,15,3,0,0,0,0,0,0,32,15,276,18.4,0,0,0,0,0,0,0,0,276,1,48.6
38,271,Lance Kendricks,STL,TE,23,15,10,0,0,0,0,1,-8,58,28,352,12.57,1,1,0,0,0,-8,0,1,352,0,60.4
84,272,James Casey,HOU,RB,27,14,7,0,0,0,0,1,11,24,18,260,14.44,0,0,0,0,0,11,0,1,260,1,51.1
85,273,Justin Forsett,SEA,RB,26,16,0,0,0,0,0,46,145,34,23,128,5.57,0,0,0,0,0,145,1,46,128,0,56.3
104,274,Jordan Norwood,CLE,WR,25,14,4,0,0,0,0,0,0,34,23,268,11.65,1,0,0,0,0,0,0,0,268,1,55.8
105,275,Matt Willis,DEN,WR,27,16,0,0,0,0,0,0,0,36,18,267,14.83,2,0,0,0,0,0,0,0,267,1,50.7
86,276,Mewelde Moore,PIT,RB,29,12,0,0,0,0,0,22,157,14,11,104,9.45,2,1,0,0,0,157,0,22,104,1,41.1
106,277,Naaman Roosevelt,BUF,WR,24,10,0,0,0,0,0,0,0,26,16,257,16.06,0,0,0,0,0,0,0,0,257,1,47.7
107,278,Jonathan Baldwin,KAN,WR,22,11,3,0,0,0,0,0,0,52,21,254,12.1,0,0,0,0,0,0,0,0,254,1,52.4
108,279,Patrick Crayton,SDG,WR,32,14,1,0,0,0,0,0,0,34,23,248,10.78,2,1,0,0,0,0,0,0,248,1,51.8
109,280,Derek Hagan,2TM,WR,27,10,3,0,0,0,0,0,0,42,24,252,10.5,0,0,0,0,0,0,0,0,252,1,55.2
39,281,Leonard Pope,KAN,TE,28,16,10,0,0,0,0,0,0,34,24,247,10.29,0,0,0,0,0,0,0,0,247,1,54.7
87,282,Brian Leonard,CIN,RB,27,13,0,0,0,0,0,17,85,31,22,210,9.55,0,0,0,0,0,85,0,17,210,0,51.5
110,283,Mike Williams,SEA,WR,27,12,10,0,0,0,0,0,0,38,18,236,13.11,0,0,0,0,0,0,0,0,236,1,47.6
88,284,Jed Collins,NOR,RB,25,16,11,0,0,0,0,4,4,14,11,50,4.55,0,0,0,0,0,4,2,4,50,2,40.4
111,285,Ted Ginn,SFO,WR,26,14,3,0,0,0,0,8,68,33,19,220,11.58,0,0,0,0,0,68,0,8,220,0,47.8
112,286,Andrew Hawkins,CIN,WR,25,13,0,0,0,0,0,5,25,34,23,263,11.43,0,0,0,0,0,25,0,5,263,0,51.8
113,287,Donald Jones,BUF,WR,24,8,7,0,0,0,0,1,2,46,23,231,10.04,0,0,0,0,0,2,0,1,231,1,52.3
47,288,Caleb Hanie,CHI,QB,26,6,4,51,102,613,9,13,98,0,0,0,0,1,0,613,3,102,98,0,13,0,0,28.32
114,289,Josh Morgan,SFO,WR,26,5,5,0,0,0,0,0,0,20,15,220,14.67,0,0,0,0,0,0,0,0,220,1,43
89,290,Ryan Torain,WAS,RB,25,8,4,0,0,0,0,59,200,9,6,23,3.83,1,0,0,0,0,200,1,59,23,0,34.3
115,291,Chastin West,JAX,WR,24,12,1,0,0,0,0,0,0,27,13,163,12.54,0,0,0,0,0,0,0,0,163,2,41.3
90,292,Joe McKnight,NYJ,RB,23,15,0,0,0,0,0,43,134,18,13,139,10.69,3,2,0,0,0,134,0,43,139,0,36.3
40,293,Randy McMichael,SDG,TE,32,16,14,0,0,0,0,0,0,44,30,271,9.03,0,0,0,0,0,0,0,0,271,0,57.1
48,294,Tyler Palko,KAN,QB,28,6,4,80,134,796,7,5,15,0,0,0,0,1,1,796,2,134,15,0,5,0,0,25.34
116,295,Greg Salas,STL,WR,23,6,0,0,0,0,0,1,8,38,27,264,9.78,3,1,0,0,0,8,0,1,264,0,52.2
91,296,Derrick Ward,HOU,RB,31,12,1,0,0,0,0,45,154,1,0,0,0,0,0,0,0,0,154,2,45,0,0,27.4
117,297,Eddie Royal,DEN,WR,25,12,8,0,0,0,0,7,48,50,19,155,8.16,0,0,0,0,0,48,0,7,155,1,45.3
49,298,Kerry Collins,IND,QB,39,3,3,48,98,481,1,2,-1,0,0,0,0,4,3,481,2,98,-1,0,2,0,0,19.14
92,299,Deji Karim,JAX,RB,25,12,0,0,0,0,0,63,130,19,14,120,8.57,1,0,0,0,0,130,0,63,120,0,39
93,300,Le'Ron McClain,KAN,RB,27,16,10,0,0,0,0,15,51,22,14,82,5.86,0,0,0,0,0,51,1,15,82,1,39.3
50,301,Josh McCown,CHI,QB,32,3,2,35,55,414,4,12,68,0,0,0,0,2,0,414,2,55,68,0,12,0,0,23.36
118,302,Austin Pettis,STL,WR,23,12,3,0,0,0,0,1,-6,48,27,256,9.48,2,0,0,0,0,-6,0,1,256,0,52
119,303,Anthony Armstrong,WAS,WR,28,14,2,0,0,0,0,2,19,27,7,103,14.71,0,0,0,0,0,19,0,2,103,2,31.2
41,304,Jacob Tamme,IND,TE,26,16,5,0,0,0,0,0,0,31,19,177,9.32,0,0,0,0,0,0,0,0,177,1,42.7
94,305,Darrel Young,WAS,RB,24,13,8,0,0,0,0,6,33,19,15,146,9.73,0,0,0,0,0,33,1,6,146,0,38.9
42,306,Zach Miller,SEA,TE,26,15,15,0,0,0,0,0,0,44,25,233,9.32,0,0,0,0,0,0,0,0,233,0,48.3
43,307,Craig Stevens,TEN,TE,27,15,11,0,0,0,0,0,0,14,9,166,18.44,0,0,0,0,0,0,0,0,166,1,31.6
95,308,Chester Taylor,ARI,RB,32,12,1,0,0,0,0,20,77,24,14,91,6.5,0,0,0,0,0,77,1,20,91,0,36.8
96,309,Curtis Brinkley,SDG,RB,26,10,1,0,0,0,0,30,101,9,7,41,5.86,0,0,0,0,0,101,1,30,41,0,27.2
51,310,A.J. Feeley,STL,QB,34,5,3,53,97,548,2,3,4,0,0,0,0,3,1,548,1,97,4,0,3,0,0,20.32
44,311,Clay Harbor,PHI,TE,24,16,3,0,0,0,0,0,0,19,13,163,12.54,0,0,0,0,0,0,0,0,163,1,35.3
97,312,Anthony Dixon,SFO,RB,24,16,0,0,0,0,0,29,87,1,1,6,6,0,0,0,0,0,87,2,29,6,0,22.3
120,313,T.J. Houshmandzadeh,OAK,WR,34,9,0,0,0,0,0,0,0,19,11,146,13.27,0,0,0,0,0,0,0,0,146,1,31.6
98,314,Ronnie Brown,PHI,RB,30,16,2,0,0,0,0,42,136,2,0,0,0,1,1,0,0,0,136,1,42,0,0,17.6
99,315,Jacob Hester,SDG,RB,26,16,3,0,0,0,0,28,90,18,12,48,4,2,0,0,0,0,90,0,28,48,1,31.8
45,316,Alex Smith,CLE,TE,29,14,4,0,0,0,0,0,0,25,14,131,9.36,0,0,0,0,0,0,0,0,131,1,33.1
121,317,Braylon Edwards,SFO,WR,28,9,5,0,0,0,0,0,0,34,15,181,12.07,0,0,0,0,0,0,0,0,181,0,33.1
122,318,Leonard Hankerson,WAS,WR,23,4,2,0,0,0,0,0,0,20,13,163,12.54,0,0,0,0,0,0,0,0,163,0,29.3
100,319,Alfonso Smith,ARI,RB,24,15,0,0,0,0,0,30,102,5,3,21,7,0,0,0,0,0,102,1,30,21,0,21.3
123,320,Steve Smith,PHI,WR,26,9,1,0,0,0,0,0,0,20,11,124,11.27,1,0,0,0,0,0,0,0,124,1,29.4
124,321,Jesse Holley,DAL,WR,27,16,0,0,0,0,0,0,0,7,7,169,24.14,0,0,0,0,0,0,0,0,169,0,23.9
52,322,Josh Johnson,TAM,QB,25,9,1,19,36,246,2,11,67,2,0,0,0,1,1,246,1,36,67,0,11,0,0,14.54
125,323,Ricardo Lockette,SEA,WR,25,2,0,0,0,0,0,0,0,4,2,105,52.5,0,0,0,0,0,0,0,0,105,1,18.5
126,324,Derrick Mason,2TM,WR,37,12,2,0,0,0,0,0,0,35,19,170,8.95,0,0,0,0,0,0,0,0,170,0,36
127,325,Kevin Ogletree,DAL,WR,24,14,1,0,0,0,0,2,3,26,15,164,10.93,1,1,0,0,0,3,0,2,164,0,29.7
46,326,Matt Spaeth,CHI,TE,28,15,8,0,0,0,0,0,0,11,7,50,7.14,0,0,0,0,0,0,0,0,50,2,24
101,327,Dion Lewis,PHI,RB,21,15,0,0,0,0,0,23,102,1,1,-3,-3,1,1,0,0,0,102,1,23,-3,0,14.9
128,328,John Phillips,DAL,WR,24,16,7,0,0,0,0,0,0,18,15,101,6.73,0,0,0,0,0,0,0,0,101,1,31.1
102,329,Phillip Tanner,DAL,RB,23,9,0,0,0,0,0,22,76,2,2,19,9.5,0,0,0,0,0,76,1,22,19,0,17.5
129,330,Patrick Turner,NYJ,WR,24,15,1,0,0,0,0,0,0,15,8,96,12,0,0,0,0,0,0,0,0,96,1,23.6
47,331,Travis Beckum,NYG,TE,24,13,0,0,0,0,0,0,0,10,5,93,18.6,0,0,0,0,0,0,0,0,93,1,20.3
103,332,Jamaal Charles,KAN,RB,25,2,1,0,0,0,0,12,83,6,5,9,1.8,1,1,0,0,0,83,0,12,9,1,18.2
104,333,Lex Hilliard,MIA,RB,27,16,4,0,0,0,0,16,41,7,5,49,9.8,0,0,0,0,0,41,1,16,49,0,20
130,334,Bryant Johnson,HOU,WR,30,16,0,0,0,0,0,1,1,12,6,90,15,0,0,0,0,0,1,0,1,90,1,21.1
105,335,David Johnson,PIT,RB,24,16,16,0,0,0,0,0,0,14,12,91,7.58,0,0,0,0,0,0,0,0,91,1,27.1
48,336,Anthony McCoy,SEA,TE,24,16,9,0,0,0,0,0,0,24,13,146,11.23,0,0,0,0,0,0,0,0,146,0,27.6
106,337,Bruce Miller,SFO,RB,24,15,8,0,0,0,0,4,8,15,11,83,7.55,1,0,0,0,0,8,0,4,83,1,26.1
107,338,Ovie Mughelli,ATL,RB,31,7,5,0,0,0,0,2,1,8,4,25,6.25,0,0,0,0,0,1,0,2,25,2,18.6
49,339,Brandon Myers,OAK,TE,26,16,7,0,0,0,0,0,0,27,16,151,9.44,0,0,0,0,0,0,0,0,151,0,31.1
108,340,Steve Slaton,2TM,RB,25,6,0,0,0,0,0,24,84,4,3,3,1,0,0,0,0,0,84,1,24,3,0,17.7
131,341,Mike Sims-Walker,2TM,WR,27,6,4,0,0,0,0,0,0,33,12,150,12.5,0,0,0,0,0,0,0,0,150,0,27
53,342,Charlie Whitehurst,SEA,QB,29,3,2,27,56,298,1,4,13,0,0,0,0,2,1,298,1,56,13,0,4,0,0,13.22
132,343,David Anderson,2TM,WR,28,6,0,0,0,0,0,0,0,16,7,79,11.29,0,0,0,0,0,0,0,0,79,1,20.9
133,344,Terrence Austin,WAS,WR,23,13,0,0,0,0,0,0,0,26,12,137,11.42,1,1,0,0,0,0,0,0,137,0,23.7
50,345,Martellus Bennett,DAL,TE,24,14,7,0,0,0,0,0,0,26,17,144,8.47,0,0,0,0,0,0,0,0,144,0,31.4
54,346,Jake Delhomme,HOU,QB,36,1,0,18,28,211,0,0,0,0,0,0,0,1,1,211,1,28,0,0,0,0,0,10.44
109,347,Jamie Harper,TEN,RB,22,13,0,0,0,0,0,17,44,6,4,32,8,1,1,0,0,0,44,1,17,32,0,15.6
110,348,Jeremiah Johnson,DEN,RB,24,8,0,0,0,0,0,14,77,9,7,62,8.86,0,0,0,0,0,77,0,14,62,0,20.9
55,349,Stephen McGee,DAL,QB,26,1,0,24,38,182,0,4,28,0,0,0,0,0,0,182,1,38,28,0,4,0,0,14.08
51,350,Bear Pascoe,NYG,TE,25,16,11,0,0,0,0,0,0,16,12,136,11.33,0,0,0,0,0,0,0,0,136,0,25.6
52,351,Logan Paulsen,WAS,TE,24,16,6,0,0,0,0,0,0,19,11,138,12.55,0,0,0,0,0,0,0,0,138,0,24.8
134,352,Michael Robinson,SEA,WR,28,14,4,0,0,0,0,4,7,14,9,74,8.22,1,1,0,0,0,7,0,4,74,1,21.1
111,353,Brandon Saine,GNB,RB,23,8,0,0,0,0,0,18,69,12,10,69,6.9,0,0,0,0,0,69,0,18,69,0,23.8
112,354,Lorenzo Booker,MIN,RB,27,15,0,0,0,0,0,13,52,14,8,82,10.25,3,1,0,0,0,52,0,13,82,0,19.4
113,355,Jonathan Dwyer,PIT,RB,22,7,0,0,0,0,0,16,123,1,1,6,6,0,0,0,0,0,123,0,16,6,0,13.9
53,356,Rob Housler,ARI,TE,23,12,2,0,0,0,0,0,0,26,12,133,11.08,1,1,0,0,0,0,0,0,133,0,23.3
114,357,Mossis Madu,TAM,RB,24,9,0,0,0,0,0,15,55,12,10,72,7.2,0,0,0,0,0,55,0,15,72,0,22.7
54,358,Michael Palmer,ATL,TE,23,16,2,0,0,0,0,0,0,16,10,72,7.2,0,0,0,0,0,0,0,0,72,1,23.2
135,359,Greg Camarillo,MIN,WR,29,13,0,0,0,0,0,0,0,24,9,121,13.44,0,0,0,0,0,0,0,0,121,0,21.1
115,360,Spencer Larsen,DEN,RB,27,16,6,0,0,0,0,14,44,9,9,76,8.44,0,0,0,0,0,44,0,14,76,0,21
55,361,Donald Lee,CIN,TE,31,9,4,0,0,0,0,0,0,13,11,115,10.45,0,0,0,0,0,0,0,0,115,0,22.5
56,362,Dante Rosario,2TM,TE,27,16,3,0,0,0,0,0,0,11,7,117,16.71,0,0,0,0,0,0,0,0,117,0,18.7
116,363,Shane Vereen,NWE,RB,22,5,0,0,0,0,0,15,57,0,0,0,0,0,0,0,0,0,57,1,15,0,0,11.7
136,364,Donnie Avery,TEN,WR,27,8,0,0,0,0,0,0,0,11,3,45,15,0,0,0,0,0,0,0,0,45,1,13.5
117,365,John Conner,NYJ,RB,24,16,8,0,0,0,0,13,44,5,2,9,4.5,0,0,0,0,0,44,1,13,9,0,13.3
137,366,Terrance Copper,KAN,WR,29,16,2,0,0,0,0,0,0,12,8,114,14.25,0,0,0,0,0,0,0,0,114,0,19.4
138,367,Domenik Hixon,NYG,WR,27,2,0,0,0,0,0,0,0,6,4,50,12.5,0,0,0,0,0,0,0,0,50,1,15
139,368,Sam Hurd,CHI,WR,26,12,0,0,0,0,0,0,0,15,8,109,13.63,1,0,0,0,0,0,0,0,109,0,18.9
118,369,Sammy Morris,DAL,RB,34,3,0,0,0,0,0,28,98,7,5,13,2.6,0,0,0,0,0,98,0,28,13,0,16.1
119,370,John Clay,PIT,RB,23,2,0,0,0,0,0,10,41,0,0,0,0,0,0,0,0,0,41,1,10,0,0,10.1
57,371,Colin Cochart,CIN,TE,24,10,3,0,0,0,0,0,0,9,5,44,8.8,0,0,0,0,0,0,0,0,44,1,15.4
58,372,Tom Crabtree,GNB,TE,26,16,9,0,0,0,0,0,0,8,6,38,6.33,0,0,0,0,0,0,0,0,38,1,15.8
120,373,Taiwan Jones,OAK,RB,23,10,0,0,0,0,0,16,73,3,2,25,12.5,0,0,0,0,0,73,0,16,25,0,11.8
121,374,Vonta Leach,BAL,RB,30,16,16,0,0,0,0,12,35,27,15,69,4.6,0,0,0,0,0,35,0,12,69,0,25.4
59,375,Zach Miller,JAX,TE,27,4,0,0,0,0,0,0,0,7,4,42,10.5,0,0,0,0,0,0,0,0,42,1,14.2
140,376,Jerheme Urban,KAN,WR,31,6,1,0,0,0,0,1,7,13,4,35,8.75,0,0,0,0,0,7,0,1,35,1,14.2
122,377,Josh Baker,NYJ,RB,25,11,0,0,0,0,0,0,0,4,3,27,9,0,0,0,0,0,0,0,0,27,1,11.7
141,378,Ramses Barden,NYG,WR,25,8,0,0,0,0,0,0,0,19,9,94,10.44,0,0,0,0,0,0,0,0,94,0,18.4
142,379,Bernard Berrian,MIN,WR,31,5,1,0,0,0,0,0,0,23,7,91,13,0,0,0,0,0,0,0,0,91,0,16.1
123,380,Richie Brockel,CAR,RB,25,11,2,0,0,0,0,3,12,3,3,13,4.33,0,0,0,0,0,12,1,3,13,0,11.5
143,381,Keary Colbert,KAN,WR,29,7,0,0,0,0,0,0,0,12,9,89,9.89,1,0,0,0,0,0,0,0,89,0,17.9
124,382,Kevin Faulk,NWE,RB,35,7,3,0,0,0,0,17,57,9,7,34,4.86,0,0,0,0,0,57,0,17,34,0,16.1
60,383,Daniel Graham,TEN,TE,33,16,7,0,0,0,0,0,0,5,2,25,12.5,0,0,0,0,0,0,0,0,25,1,10.5
144,384,Chad Hall,PHI,WR,25,7,0,0,0,0,0,3,13,9,3,20,6.67,0,0,0,0,0,13,0,3,20,1,12.3
125,385,Greg Jones,JAX,RB,30,16,9,0,0,0,0,2,7,9,4,19,4.75,0,0,0,0,0,7,1,2,19,0,12.6
