PosRank,Rank,Player,Tm,Pos,Age,G,GS,Cmp,Att,Yds,Int,Att,Yds,Tgt,Rec,Yds,Y/R,Fumbles,FumblesLost,PassingYds,PassingTD,PassingAtt,RushingYds,RushingTD,RushingAtt,ReceivingYds,ReceivingTD,FantasyPoints
61,386,Daniel Fells,NWE,TE,29,13,4,0,0,0,0,0,0,10,4,85,21.25,0,0,0,0,0,0,0,0,85,0,12.5
62,387,James Hanna,DAL,TE,23,16,2,0,0,0,0,0,0,11,8,86,10.75,0,0,0,0,0,0,0,0,86,0,16.6
63,388,Todd Heap,ARI,TE,32,2,1,0,0,0,0,0,0,13,8,94,11.75,0,0,0,0,0,0,0,0,94,0,17.4
51,389,Colt McCoy,CLE,QB,26,3,0,9,17,79,0,4,15,0,0,0,0,0,0,79,1,17,15,0,4,0,0,8.66
52,390,Matt Moore,MIA,QB,28,2,0,11,19,131,0,5,-3,3,0,0,0,0,0,131,1,19,-3,0,5,0,0,8.94
127,391,Richard Murphy,JAX,RB,26,5,0,0,0,0,0,23,92,1,0,0,0,0,0,0,0,0,92,0,23,0,0,9.2
64,392,Matt Spaeth,CHI,TE,29,16,8,0,0,0,0,0,0,10,6,28,4.67,0,0,0,0,0,0,0,0,28,1,14.8
149,393,Matt Willis,DEN,WR,28,15,0,0,0,0,0,0,0,22,10,90,9,0,0,0,0,0,0,0,0,90,0,19
65,394,Nate Byham,TAM,TE,24,11,2,0,0,0,0,0,0,4,3,18,6,0,0,0,0,0,0,0,0,18,1,10.8
150,395,Terrance Copper,KAN,WR,30,15,0,0,0,0,0,1,1,12,8,79,9.88,0,0,0,0,0,1,0,1,79,0,16
151,396,Jason Hill,NYJ,WR,27,4,0,0,0,0,0,0,0,3,2,15,7.5,0,0,0,0,0,0,0,0,15,1,9.5
66,397,Michael Palmer,ATL,TE,24,13,2,0,0,0,0,0,0,6,6,22,3.67,0,0,0,0,0,0,0,0,22,1,14.2
152,398,DeVier Posey,HOU,WR,22,11,0,0,0,0,0,1,-3,14,6,87,14.5,0,0,0,0,0,-3,0,1,87,0,14.4
67,399,Konrad Reuland,NYJ,TE,25,16,3,0,0,0,0,0,0,16,11,83,7.55,0,0,0,0,0,0,0,0,83,0,19.3
128,400,Kahlil Bell,2TM,RB,26,7,0,0,0,0,0,29,76,2,2,13,6.5,1,1,0,0,0,76,0,29,13,0,8.9
153,401,Steve Breaston,KAN,WR,29,10,4,0,0,0,0,0,0,15,7,74,10.57,1,0,0,0,0,0,0,0,74,0,14.4
68,402,Rhett Ellison,MIN,TE,24,16,7,0,0,0,0,0,0,9,7,65,9.29,0,0,0,0,0,0,0,0,65,0,13.5
154,403,Jabar Gaffney,MIA,WR,32,3,0,0,0,0,0,0,0,10,4,68,17,0,0,0,0,0,0,0,0,68,0,10.8
69,404,Richard Gordon,OAK,TE,25,13,1,0,0,0,0,0,0,7,2,9,4.5,0,0,0,0,0,0,0,0,9,1,8.9
129,405,Brandon Jackson,CLE,RB,27,2,0,0,0,0,0,8,54,4,2,20,10,0,0,0,0,0,54,0,8,20,0,9.4
130,406,Greg Jones,JAX,RB,31,12,4,0,0,0,0,5,8,14,11,64,5.82,0,0,0,0,0,8,0,5,64,0,18.2
131,407,Le'Ron McClain,SDG,RB,28,16,9,0,0,0,0,14,42,10,8,29,3.63,0,0,0,0,0,42,0,14,29,0,15.1
155,408,Jamar Newsome,KAN,WR,25,6,2,0,0,0,0,0,0,16,5,73,14.6,0,0,0,0,0,0,0,0,73,0,12.3
156,409,Ben Obomanu,SEA,WR,29,8,0,0,0,0,0,1,11,9,4,58,14.5,0,0,0,0,0,11,0,1,58,0,10.9
157,410,David Reed,BAL,WR,25,5,0,0,0,0,0,0,0,6,5,66,13.2,0,0,0,0,0,0,0,0,66,0,11.6
132,411,Darius Reynaud,TEN,RB,28,16,0,0,0,0,0,16,33,10,5,35,7,1,0,0,0,0,33,0,16,35,0,11.8
70,412,Guy Whimper,JAX,TE,29,16,6,0,0,0,0,0,0,3,2,11,5.5,0,0,0,0,0,0,0,0,11,1,9.1
133,413,Cyrus Gray,KAN,RB,23,10,0,0,0,0,0,7,44,3,2,18,9,0,0,0,0,0,44,0,7,18,0,8.2
71,414,Ladarius Green,SDG,TE,22,4,1,0,0,0,0,0,0,4,4,56,14,0,0,0,0,0,0,0,0,56,0,9.6
158,415,Virgil Green,DEN,WR,24,12,2,0,0,0,0,0,0,6,5,63,12.6,0,0,0,0,0,0,0,0,63,0,11.3
159,416,Lavelle Hawkins,TEN,WR,26,7,1,0,0,0,0,0,0,11,5,62,12.4,0,0,0,0,0,0,0,0,62,0,11.2
134,417,Lex Hilliard,2TM,RB,28,14,9,0,0,0,0,9,33,9,4,23,5.75,0,0,0,0,0,33,0,9,23,0,9.6
72,418,Mike Johnson,ATL,TE,25,16,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,7.1
135,419,Chris Pressley,CIN,RB,26,14,7,0,0,0,0,0,0,3,1,1,1,0,0,0,0,0,0,0,0,1,1,7.1
160,420,Michael Preston,TEN,WR,23,4,0,0,0,0,0,0,0,6,5,59,11.8,0,0,0,0,0,0,0,0,59,0,10.9
73,421,D.J. Williams,GNB,TE,24,13,2,0,0,0,0,0,0,15,7,57,8.14,0,0,0,0,0,0,0,0,57,0,12.7
161,422,Seyi Ajirotutu,SDG,WR,25,3,1,0,0,0,0,0,0,4,3,45,15,0,0,0,0,0,0,0,0,45,0,7.5
162,423,Brandon Banks,WAS,WR,25,12,0,0,0,0,0,7,36,8,8,15,1.88,4,0,0,0,0,36,0,7,15,0,13.1
74,424,Garrett Celek,SFO,TE,24,13,0,0,0,0,0,0,0,7,4,51,12.75,0,0,0,0,0,0,0,0,51,0,9.1
163,425,Josh Cribbs,CLE,WR,29,16,2,0,0,0,0,6,42,11,7,63,9,6,3,0,0,0,42,0,6,63,0,11.5
136,426,Roy Helu,WAS,RB,24,3,0,0,0,0,0,2,2,7,7,45,6.43,0,0,0,0,0,2,0,2,45,0,11.7
137,427,Quinn Johnson,TEN,RB,26,16,8,0,0,0,0,4,5,8,5,40,8,0,0,0,0,0,5,0,4,40,0,9.5
75,428,Steve Maneri,KAN,TE,24,13,8,0,0,0,0,0,0,12,5,51,10.2,0,0,0,0,0,0,0,0,51,0,10.1
138,429,Randy McMichael,SDG,RB,33,16,10,0,0,0,0,0,0,13,9,51,5.67,1,0,0,0,0,0,0,0,51,0,14.1
76,430,David Paulson,PIT,TE,23,16,5,0,0,0,0,0,0,11,7,51,7.29,1,0,0,0,0,0,0,0,51,0,12.1
139,431,Isaiah Pead,STL,RB,23,15,1,0,0,0,0,10,54,4,3,16,5.33,2,1,0,0,0,54,0,10,16,0,8
140,432,Alex Smith,CLE,RB,30,12,2,0,0,0,0,0,0,18,13,47,3.62,0,0,0,0,0,0,0,0,47,0,17.7
77,433,Taylor Thompson,TEN,TE,23,16,4,0,0,0,0,0,0,14,6,46,7.67,0,0,0,0,0,0,0,0,46,0,10.6
164,434,Ryan Whalen,CIN,WR,23,9,0,0,0,0,0,0,0,12,7,53,7.57,0,0,0,0,0,0,0,0,53,0,12.3
165,435,Devon Wylie,KAN,WR,24,6,1,0,0,0,0,0,0,12,6,53,8.83,0,0,0,0,0,0,0,0,53,0,11.3
78,436,Kyle Adams,CHI,TE,24,15,2,0,0,0,0,0,0,8,4,40,10,0,0,0,0,0,0,0,0,40,0,8
166,437,Arrelious Benn,TAM,WR,24,8,1,0,0,0,0,3,16,6,4,26,6.5,1,0,0,0,0,16,0,3,26,0,8.2
167,438,Greg Camarillo,NOR,WR,30,5,0,0,0,0,0,0,0,5,4,44,11,0,0,0,0,0,0,0,0,44,0,8.4
168,439,John Carlson,MIN,WR,28,14,6,0,0,0,0,0,0,14,8,43,5.38,0,0,0,0,0,0,0,0,43,0,12.3
169,440,Toney Clemons,JAX,WR,24,4,0,0,0,0,0,0,0,11,3,41,13.67,0,0,0,0,0,0,0,0,41,0,7.1
141,441,Nate Eachus,KAN,RB,22,11,2,0,0,0,0,5,18,3,1,19,19,0,0,0,0,0,18,0,5,19,0,4.7
142,442,Jerome Felton,MIN,RB,26,16,7,0,0,0,0,0,0,4,3,35,11.67,0,0,0,0,0,0,0,0,35,0,6.5
170,443,Charly Martin,SEA,WR,28,4,1,0,0,0,0,0,0,6,4,42,10.5,0,0,0,0,0,0,0,0,42,0,8.2
171,444,Ruvell Martin,BUF,WR,30,14,0,0,0,0,0,0,0,6,4,41,10.25,0,0,0,0,0,0,0,0,41,0,8.1
143,445,Bernard Scott,CIN,RB,28,2,0,0,0,0,0,8,35,0,0,0,0,0,0,0,0,0,35,0,8,0,0,3.5
144,446,Anthony Sherman,ARI,RB,24,13,4,0,0,0,0,0,0,8,5,39,7.8,0,0,0,0,0,0,0,0,39,0,8.9
172,447,Kris Adams,IND,WR,25,3,0,0,0,0,0,0,0,8,2,26,13,0,0,0,0,0,0,0,0,26,0,4.6
173,448,Jarrett Boykin,GNB,WR,23,10,0,0,0,0,0,0,0,6,5,27,5.4,0,0,0,0,0,0,0,0,27,0,7.7
145,449,Travaris Cadet,NOR,RB,23,13,0,0,0,0,0,1,5,8,5,44,8.8,1,1,0,0,0,5,0,1,44,0,7.9
174,450,Andre Caldwell,DEN,WR,27,8,0,0,0,0,0,1,14,4,1,18,18,0,0,0,0,0,14,0,1,18,0,4.2
79,451,Ben Hartsock,CAR,TE,32,15,5,0,0,0,0,0,0,3,2,30,15,0,0,0,0,0,0,0,0,30,0,5
175,452,Jerrel Jernigan,NYG,WR,23,9,0,0,0,0,0,1,6,5,3,22,7.33,1,0,0,0,0,6,0,1,22,0,5.8
146,453,Taiwan Jones,OAK,RB,24,14,0,0,0,0,0,6,21,2,2,11,5.5,1,0,0,0,0,21,0,6,11,0,5.2
176,454,Jermaine Kearse,SEA,WR,22,7,1,0,0,0,0,0,0,7,3,31,10.33,0,0,0,0,0,0,0,0,31,0,6.1
53,455,Matt Leinart,OAK,QB,29,2,0,16,33,115,1,0,0,0,0,0,0,0,0,115,0,33,0,0,0,0,0,2.6
80,456,Mike McNeill,STL,TE,24,14,1,0,0,0,0,0,0,7,4,31,7.75,0,0,0,0,0,0,0,0,31,0,7.1
177,457,David Nelson,BUF,WR,26,1,1,0,0,0,0,0,0,5,2,31,15.5,0,0,0,0,0,0,0,0,31,0,5.1
147,458,Javon Ringer,TEN,RB,25,2,0,0,0,0,0,2,14,5,3,12,4,0,0,0,0,0,14,0,2,12,0,5.6
178,459,Deonte Thompson,BAL,WR,23,6,0,0,0,0,0,0,0,6,5,51,10.2,1,1,0,0,0,0,0,0,51,0,8.1
179,460,Eric Weems,CHI,WR,27,16,1,0,0,0,0,0,0,4,2,27,13.5,1,0,0,0,0,0,0,0,27,0,4.7
148,461,Johnny White,2TM,RB,24,7,0,0,0,0,0,8,34,0,0,0,0,0,0,0,0,0,34,0,8,0,0,3.4
54,462,T.J. Yates,HOU,QB,25,4,0,4,10,38,1,2,-1,0,0,0,0,2,1,38,0,10,-1,1,2,0,0,3.42
55,463,Derek Anderson,CAR,QB,29,2,0,4,4,58,0,0,0,0,0,0,0,0,0,58,0,4,0,0,0,0,0,2.32
180,464,Dezmon Briscoe,WAS,WR,23,7,0,0,0,0,0,1,1,5,2,22,11,0,0,0,0,0,1,0,1,22,0,4.3
56,465,Chase Daniel,NOR,QB,26,16,0,1,1,10,0,3,17,0,0,0,0,0,0,10,0,1,17,0,3,0,0,2.1
81,466,Jim Dray,ARI,TE,26,13,0,0,0,0,0,0,0,2,2,15,7.5,0,0,0,0,0,0,0,0,15,0,3.5
57,467,Matt Flynn,SEA,QB,27,3,0,5,9,68,0,4,-5,0,0,0,0,0,0,68,0,9,-5,0,4,0,0,2.22
181,468,Mardy Gilyard,2TM,WR,26,8,0,0,0,0,0,0,0,6,2,15,7.5,0,0,0,0,0,0,0,0,15,0,3.5
58,469,Bruce Gradkowski,CIN,QB,29,2,0,5,11,65,0,4,-2,0,0,0,0,1,0,65,0,11,-2,0,4,0,0,2.4
82,470,Cory Harkey,STL,TE,22,5,0,0,0,0,0,0,0,2,1,21,21,0,0,0,0,0,0,0,0,21,0,3.1
149,471,Kregg Lumpkin,NYG,RB,28,5,0,0,0,0,0,9,42,2,0,0,0,1,1,0,0,0,42,0,9,0,0,2.2
150,472,Collin Mooney,TEN,RB,26,2,0,0,0,0,0,5,19,0,0,0,0,0,0,0,0,0,19,0,5,0,0,1.9
83,473,Jake O'Connell,KAN,TE,27,8,0,0,0,0,0,0,0,3,3,18,6,0,0,0,0,0,0,0,0,18,0,4.8
59,474,Dan Orlovsky,TAM,QB,29,1,0,4,7,51,0,0,0,0,0,0,0,0,0,51,0,7,0,0,0,0,0,2.04
182,475,Chris Owusu,TAM,WR,22,5,0,0,0,0,0,0,0,4,1,24,24,0,0,0,0,0,0,0,0,24,0,3.4
84,476,Evan Rodriguez,CHI,TE,24,12,5,0,0,0,0,0,0,8,4,21,5.25,0,0,0,0,0,0,0,0,21,0,6.1
85,477,Weslye Saunders,IND,TE,23,11,4,0,0,0,0,0,0,4,2,15,7.5,0,0,0,0,0,0,0,0,15,0,3.5
151,478,Alfonso Smith,ARI,RB,25,11,0,0,0,0,0,0,0,3,2,21,10.5,0,0,0,0,0,0,0,0,21,0,4.1
86,479,Hayden Smith,NYJ,TE,27,5,0,0,0,0,0,0,0,1,1,16,16,0,0,0,0,0,0,0,0,16,0,2.6
183,480,Anthony Armstrong,2TM,WR,29,6,0,0,0,0,0,0,0,9,3,12,4,0,0,0,0,0,0,0,0,12,0,4.2
152,481,Matt Asiata,MIN,RB,25,16,0,0,0,0,0,3,9,1,1,2,2,0,0,0,0,0,9,0,3,2,0,2.1
184,482,LaRon Byrd,ARI,WR,23,4,0,0,0,0,0,0,0,2,1,8,8,0,0,0,0,0,0,0,0,8,0,1.8
153,483,Shaun Chapas,DET,RB,24,3,1,0,0,0,0,0,0,2,1,6,6,0,0,0,0,0,0,0,0,6,0,1.6
87,484,Chase Coffman,ATL,TE,26,5,0,0,0,0,0,0,0,1,1,12,12,0,0,0,0,0,0,0,0,12,0,2.2
185,485,Austin Collie,IND,WR,27,1,0,0,0,0,0,0,0,1,1,6,6,0,0,0,0,0,0,0,0,6,0,1.6
154,486,Chris Cooley,WAS,RB,30,9,2,0,0,0,0,0,0,3,1,8,8,0,0,0,0,0,0,0,0,8,0,1.8
60,487,Trent Edwards,PHI,QB,29,1,0,2,2,14,0,0,0,1,0,0,0,0,0,14,0,2,0,0,0,0,0,0.56
88,488,Tommy Gallarda,ATL,TE,24,9,0,0,0,0,0,0,0,4,1,7,7,0,0,0,0,0,0,0,0,7,0,1.7
186,489,David Gilreath,PIT,WR,24,3,0,0,0,0,0,1,7,2,0,0,0,0,0,0,0,0,7,0,1,0,0,0.7
155,490,Jonathan Grimes,3TM,RB,23,11,2,0,0,0,0,2,6,2,2,7,3.5,0,0,0,0,0,6,0,2,7,0,3.3
156,491,Chris Gronkowski,DEN,RB,26,14,0,0,0,0,0,0,0,1,1,11,11,0,0,0,0,0,0,0,0,11,0,2.1
157,492,Daniel Herron,CIN,RB,23,3,0,0,0,0,0,4,5,1,0,0,0,0,0,0,0,0,5,0,4,0,0,0.5
187,493,Andre Holmes,DAL,WR,24,7,0,0,0,0,0,0,0,2,2,11,5.5,0,0,0,0,0,0,0,0,11,0,3.1
158,494,Robert Hughes,IND,RB,23,5,1,0,0,0,0,1,5,1,1,3,3,0,0,0,0,0,5,0,1,3,0,1.8
159,495,Brandon Jacobs,SFO,RB,30,2,0,0,0,0,0,5,7,0,0,0,0,0,0,0,0,0,7,0,5,0,0,0.7
89,496,Dominique Jones,IND,TE,25,4,1,0,0,0,0,0,0,1,1,8,8,0,0,0,0,0,0,0,0,8,0,1.8
160,497,Stefan Logan,DET,RB,31,16,0,0,0,0,0,3,17,7,6,28,4.67,6,2,0,0,0,17,0,3,28,0,6.5
161,498,Reagan Maui'a,ARI,RB,28,3,1,0,0,0,0,0,0,1,1,7,7,0,0,0,0,0,0,0,0,7,0,1.7
162,499,Corey McIntyre,BUF,RB,33,16,3,0,0,0,0,0,0,2,1,9,9,0,0,0,0,0,0,0,0,9,0,1.9
90,500,Evan Moore,2TM,TE,27,15,1,0,0,0,0,0,0,8,1,6,6,0,0,0,0,0,0,0,0,6,0,1.6
188,501,Preston Parker,TAM,WR,25,2,0,0,0,0,0,1,7,2,0,0,0,0,0,0,0,0,7,0,1,0,0,0.7
163,502,Lousaka Polite,ATL,RB,31,6,5,0,0,0,0,0,0,7,1,8,8,0,0,0,0,0,0,0,0,8,0,1.8
91,503,Zach Potter,JAX,TE,26,16,5,0,0,0,0,0,0,7,2,6,3,0,0,0,0,0,0,0,0,6,0,2.6
92,504,Allen Reisner,2TM,TE,24,6,2,0,0,0,0,0,0,2,1,13,13,0,0,0,0,0,0,0,0,13,0,2.3
189,505,Courtney Roby,NOR,WR,29,13,0,0,0,0,0,0,0,2,1,9,9,0,0,0,0,0,0,0,0,9,0,1.9
190,506,Dane Sanzenbacher,2TM,WR,24,7,2,0,0,0,0,0,0,3,1,7,7,0,0,0,0,0,0,0,0,7,0,1.7
164,507,Da'Rel Scott,NYG,RB,24,4,0,0,0,0,0,6,9,0,0,0,0,0,0,0,0,0,9,0,6,0,0,0.9
61,508,Rusty Smith,TEN,QB,25,1,0,3,5,34,0,0,0,0,0,0,0,0,0,34,0,5,0,0,0,0,0,1.36
93,509,Isaiah Stanback,JAX,TE,28,6,0,0,0,0,0,0,0,1,1,6,6,0,0,0,0,0,0,0,0,6,0,1.6
191,510,Sammie Stroughter,TAM,WR,26,2,0,0,0,0,0,0,0,2,1,14,14,0,0,0,0,0,0,0,0,14,0,2.4
165,511,Will Ta'ufo'ou,JAX,RB,26,6,1,0,0,0,0,0,0,1,1,5,5,0,0,0,0,0,0,0,0,5,0,1.5
94,512,Ryan Taylor,GNB,TE,25,16,1,0,0,0,0,0,0,1,1,11,11,0,0,0,0,0,0,0,0,11,0,2.1
62,513,Tyler Thigpen,BUF,QB,28,4,0,3,5,30,0,1,-1,0,0,0,0,0,0,30,0,5,-1,0,1,0,0,1.1
166,514,Jordan Todman,JAX,RB,22,1,0,0,0,0,0,3,8,1,1,0,0,0,0,0,0,0,8,0,3,0,0,1.8
192,515,Jordan White,NYJ,WR,24,3,0,0,0,0,0,0,0,3,1,13,13,0,0,0,0,0,0,0,0,13,0,2.3
167,516,Keiland Williams,2TM,RB,26,14,0,0,0,0,0,2,3,2,2,9,4.5,0,0,0,0,0,3,0,2,9,0,3.2
95,517,Kellen Winslow,NWE,TE,29,1,0,0,0,0,0,0,0,2,1,12,12,0,0,0,0,0,0,0,0,12,0,2.2
3,518,Kamar Aiken,NWE,0,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,519,Alvester Alexander,2TM,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,520,Joe Anderson,CHI,0,24,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,521,Adrian Arrington,NOR,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,522,Billy Bajema,BAL,0,30,8,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,523,Edwin Baker,SDG,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,524,Jake Ballard,NWE,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,525,Joe Banyard,MIN,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,526,Brandon Barden,TEN,0,23,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,527,Phil Bates,SEA,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,528,Travis Beckum,NYG,0,25,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,529,Josh Bellamy,KAN,0,23,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,530,Tim Benford,DAL,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,531,Jahvid Best,DET,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,532,Matt Blanchard,CHI,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,533,Brandon Bostick,GNB,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,534,Allen Bradford,SEA,0,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,535,LaMark Brown,MIN,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,536,Mike Brown,JAX,0,23,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,537,Vincent Brown,SDG,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,538,Lamont Bryant,CAR,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,539,Troy Burrell,DET,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,540,Deon Butler,SEA,0,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,541,Jake Byrne,HOU,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,542,Duke Calhoun,OAK,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,543,David Carr,NYG,QB,33,2,0,2,3,19,0,3,-3,0,0,0,0,1,0,19,0,3,-3,0,3,0,0,0.46
28,544,Derek Carrier,PHI,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,545,Greg Childs,MIN,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,546,Jimmy Clausen,CAR,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,547,Kellen Clemens,STL,QB,29,2,0,1,3,39,1,2,5,0,0,0,0,1,0,39,0,3,5,0,2,0,0,0.06
31,548,Danny Coale,DAL,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,549,B.J. Coleman,GNB,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,550,Derrick Coleman,SEA,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,551,Kevin Cone,ATL,0,24,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,552,John Conner,2TM,0,25,5,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,553,Mike Cox,ATL,RB,27,8,7,0,0,0,0,0,0,3,3,22,7.33,0,0,0,0,0,0,0,0,22,0,5.2
36,554,B.J. Cunningham,PHI,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,555,Dominique Curry,DET,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,556,Austin Davis,STL,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,557,Bryce Davis,CIN,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,558,Dominique Davis,ATL,0,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,559,Jeff Demps,NWE,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,560,Dennis Dixon,BAL,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,561,Larry Donnell,NYG,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,562,David Douglas,TAM,0,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,563,Drake Dunsmore,TAM,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,564,Jeremy Ebert,NWE,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,565,Michael Egnew,MIA,0,23,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,566,Darren Evans,TEN,0,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,567,Bradie Ewing,ATL,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,568,Tony Fiammetta,NWE,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,569,Chase Ford,2TM,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,570,Jeff Fuller,MIA,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,571,Terrance Ganaway,STL,0,24,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,572,David Gettis,CAR,0,25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,573,Chris Givens,NOR,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,574,Brittan Golden,JAX,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,575,Richard Goodman,SDG,0,25,7,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,576,Daniel Graham,NOR,0,34,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,577,Jonas Gray,MIA,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,578,Jared Green,CAR,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,579,Rex Grossman,WAS,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,580,Saalim Hakim,NOR,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,581,Chad Hall,SFO,0,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,582,Jewel Hampton,SFO,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,583,Caleb Hanie,DEN,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,584,Darius Hanks,WAS,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,585,Chandler Harnish,IND,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,586,Clark Harris,CIN,0,28,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
