PosRank,Rank,Player,Tm,Pos,Age,G,GS,Cmp,Att,Yds,Int,Att,Yds,Tgt,Rec,Yds,Y/R,Fumbles,FumblesLost,PassingYds,PassingTD,PassingAtt,RushingYds,RushingTD,RushingAtt,ReceivingYds,ReceivingTD,FantasyPoints
21,56,Cecil Shorts,JAX,WR,25,14,9,0,0,0,0,1,-4,105,55,979,17.8,1,1,0,0,0,-4,0,1,979,7,192.5
21,57,Mikel Leshoure,DET,RB,22,14,14,0,0,0,0,215,798,49,34,214,6.29,3,3,0,0,0,798,9,215,214,0,183.2
6,58,Greg Olsen,CAR,TE,27,16,16,0,0,0,0,0,0,104,69,843,12.22,0,0,0,0,0,0,0,0,843,5,183.3
22,59,Torrey Smith,BAL,WR,23,16,16,0,0,0,0,3,9,110,49,855,17.45,0,0,0,0,0,9,0,3,855,8,183.4
22,60,LeSean McCoy,PHI,RB,24,12,12,0,0,0,0,200,840,67,54,373,6.91,4,3,0,0,0,840,2,200,373,3,199.3
7,61,Dennis Pitta,BAL,TE,27,16,5,0,0,0,0,0,0,94,61,669,10.97,0,0,0,0,0,0,0,0,669,7,169.9
23,62,T.Y. Hilton,IND,WR,23,15,1,0,1,0,0,5,29,90,50,861,17.22,1,0,0,0,1,29,0,5,861,7,181
24,63,Mike Wallace,PIT,WR,26,15,14,0,0,0,0,5,7,119,64,836,13.06,2,1,0,0,0,7,0,5,836,8,194.3
8,64,Owen Daniels,HOU,TE,30,15,14,0,0,0,0,0,0,104,62,716,11.55,0,0,0,0,0,0,0,0,716,6,169.6
23,65,Darren Sproles,NOR,RB,29,13,6,0,0,0,0,48,244,104,75,667,8.89,0,0,0,0,0,244,1,48,667,7,214.1
25,66,Miles Austin,DAL,WR,28,16,15,0,0,0,0,0,0,119,66,943,14.29,1,1,0,0,0,0,0,0,943,6,194.3
9,67,Kyle Rudolph,MIN,TE,23,16,16,0,0,0,0,0,0,93,53,493,9.3,0,0,0,0,0,0,0,0,493,9,156.3
10,68,Brandon Myers,OAK,TE,27,16,16,0,0,0,0,0,0,105,79,806,10.2,0,0,0,0,0,0,0,0,806,4,183.6
26,69,Jeremy Maclin,PHI,WR,24,15,15,0,0,0,0,0,0,122,69,857,12.42,1,1,0,0,0,0,0,0,857,7,194.7
11,70,Jermaine Gresham,CIN,TE,24,16,15,0,0,0,0,0,0,94,64,737,11.52,2,1,0,0,0,0,0,0,737,5,165.7
27,71,Justin Blackmon,JAX,WR,22,16,14,0,0,0,0,2,23,132,64,865,13.52,1,0,0,0,0,23,0,2,865,5,182.8
28,72,Jordy Nelson,GNB,WR,27,12,10,0,0,0,0,0,0,73,49,745,15.2,0,0,0,0,0,0,0,0,745,7,165.5
12,73,Andy Dalton,CIN,QB,25,16,16,329,528,3669,16,47,120,0,0,0,0,4,4,3669,27,528,120,4,47,0,0,250.76
1,74,Tyler Clutts,HOU,0,28,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,75,DeAngelo Williams,CAR,RB,29,16,10,0,0,0,0,173,737,20,13,187,14.38,2,2,0,0,0,737,5,173,187,2,143.4
12,76,Antonio Gates,SDG,TE,32,15,15,0,0,0,0,0,0,80,49,538,10.98,0,0,0,0,0,0,0,0,538,7,144.8
2,77,Richie Brockel,CAR,0,26,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,78,Josh Freeman,TAM,QB,24,16,16,306,558,4065,17,39,139,0,0,0,0,10,2,4065,27,558,139,0,39,0,0,246.5
14,79,Joe Flacco,BAL,QB,27,16,16,317,531,3817,10,32,22,0,0,0,0,9,4,3817,22,531,22,3,32,0,0,232.88
15,80,Eli Manning,NYG,QB,31,16,16,321,536,3948,15,20,30,0,0,0,0,5,1,3948,26,536,30,0,20,0,0,232.92
16,81,Sam Bradford,STL,QB,25,16,16,328,551,3702,13,36,124,0,0,0,0,7,1,3702,21,551,124,1,36,0,0,222.48
17,82,Matt Schaub,HOU,QB,31,16,16,350,544,4008,12,21,-9,1,1,-6,-6,4,0,4008,22,544,-9,0,21,-6,0,223.82
18,83,Carson Palmer,OAK,QB,33,15,15,345,565,4018,14,18,36,0,0,0,0,7,5,4018,22,565,36,1,18,0,0,220.32
19,84,Ben Roethlisberger,PIT,QB,30,13,13,284,449,3265,8,26,92,0,0,0,0,6,3,3265,26,449,92,0,26,0,0,221.8
20,85,Ryan Fitzpatrick,BUF,QB,30,16,16,306,505,3400,16,48,197,0,0,0,0,8,6,3400,24,505,197,1,48,0,0,213.7
21,86,Philip Rivers,SDG,QB,31,16,16,338,527,3606,15,27,40,1,0,0,0,15,7,3606,26,527,40,0,27,0,0,208.24
22,87,Christian Ponder,MIN,QB,24,16,16,300,483,2935,12,60,253,1,1,-15,-15,7,5,2935,18,483,253,2,60,-15,0,192.2
23,88,Jay Cutler,CHI,QB,29,15,15,255,434,3033,14,41,233,0,0,0,0,8,4,3033,19,434,233,0,41,0,0,184.62
24,89,Ryan Tannehill,MIA,QB,24,16,16,282,484,3294,13,49,211,0,0,0,0,9,4,3294,12,484,211,2,49,0,0,178.86
25,90,Colin Kaepernick,SFO,QB,25,13,7,136,218,1814,3,63,415,0,0,0,0,9,2,1814,10,218,415,5,63,0,0,174.06
26,91,Brandon Weeden,CLE,QB,29,15,15,297,517,3385,17,27,111,1,0,-9,0,6,1,3385,14,517,111,0,27,-9,0,165.6
27,92,Michael Vick,PHI,QB,32,10,10,204,351,2362,10,62,332,0,0,0,0,11,5,2362,12,351,332,1,62,0,0,151.68
28,93,Jake Locker,TEN,QB,24,11,11,177,314,2176,11,41,291,1,0,0,0,4,4,2176,10,314,291,1,41,0,0,132.14
29,94,Alex Smith,SFO,QB,28,10,9,153,218,1737,5,31,132,0,0,0,0,3,1,1737,13,218,132,0,31,0,0,122.68
29,95,Anquan Boldin,BAL,WR,32,15,15,0,0,0,0,1,3,112,65,921,14.17,0,0,0,0,0,3,0,1,921,4,181.4
30,96,Sidney Rice,SEA,WR,26,16,16,1,2,25,0,2,6,82,50,748,14.96,0,0,25,0,2,6,0,2,748,7,168.4
30,97,Mark Sanchez,NYJ,QB,26,15,15,246,453,2883,18,22,28,0,0,0,0,14,8,2883,13,453,28,0,22,0,0,118.12
25,98,Danny Woodhead,NWE,RB,27,16,2,0,0,0,0,76,301,55,40,446,11.15,1,0,0,0,0,301,4,76,446,3,156.7
31,99,Denarius Moore,OAK,WR,24,15,15,0,0,0,0,1,-5,114,51,741,14.53,3,0,0,0,0,-5,0,1,741,7,166.6
32,100,Golden Tate,SEA,WR,24,15,15,1,1,23,0,3,20,68,45,688,15.29,1,1,23,1,1,20,0,3,688,7,160.72
26,101,Vick Ballard,IND,RB,22,16,12,0,0,0,0,211,814,27,17,152,8.94,3,0,0,0,0,814,2,211,152,1,131.6
33,102,Brandon Lloyd,NWE,WR,31,16,15,0,0,0,0,0,0,131,74,911,12.31,0,0,0,0,0,0,0,0,911,4,189.1
31,103,Chad Henne,JAX,QB,27,10,6,166,308,2084,11,19,64,0,1,-6,-6,4,2,2084,11,308,64,1,19,-6,0,114.16
27,104,Willis McGahee,DEN,RB,31,10,9,0,0,0,0,167,731,33,26,221,8.5,5,4,0,0,0,731,4,167,221,0,137.2
34,105,Brian Hartline,MIA,WR,26,16,15,0,0,0,0,0,0,131,74,1083,14.64,1,1,0,0,0,0,0,0,1083,1,186.3
35,106,Malcom Floyd,SDG,WR,31,14,14,0,0,0,0,0,0,85,56,814,14.54,0,0,0,0,0,0,0,0,814,5,167.4
28,107,Darren McFadden,OAK,RB,25,12,12,0,0,0,0,216,707,63,42,258,6.14,2,2,0,0,0,707,2,216,258,1,152.5
29,108,DeMarco Murray,DAL,RB,24,10,10,0,0,0,0,161,663,42,35,251,7.17,3,2,0,0,0,663,4,161,251,0,146.4
36,109,Josh Gordon,CLE,WR,21,16,13,0,0,0,0,0,0,96,50,805,16.1,1,1,0,0,0,0,0,0,805,5,158.5
37,110,Andre Roberts,ARI,WR,24,15,15,0,0,0,0,4,29,114,64,759,11.86,1,0,0,0,0,29,0,4,759,5,172.8
38,111,Danario Alexander,SDG,WR,26,10,6,0,1,0,0,0,0,62,37,658,17.78,0,0,0,0,1,0,0,0,658,7,144.8
39,112,Antonio Brown,PIT,WR,24,13,10,0,2,0,1,7,24,106,66,787,11.92,4,2,0,0,2,24,0,7,787,5,171.1
40,113,Santana Moss,WAS,WR,33,16,1,0,0,0,0,3,14,62,41,573,13.98,2,1,0,0,0,14,0,3,573,8,145.7
30,114,Joique Bell,DET,RB,26,16,0,0,0,0,0,82,414,68,52,485,9.33,2,2,0,0,0,414,3,82,485,0,155.9
41,115,Larry Fitzgerald,ARI,WR,29,16,16,0,0,0,0,0,0,156,71,798,11.24,0,0,0,0,0,0,0,0,798,4,174.8
42,116,Brandon Gibson,STL,WR,25,16,13,0,0,0,0,0,0,82,51,691,13.55,0,0,0,0,0,0,0,0,691,5,150.1
43,117,Percy Harvin,MIN,WR,24,9,8,0,0,0,0,22,96,85,62,677,10.92,2,1,0,0,0,96,1,22,677,3,161.3
44,118,Nate Washington,TEN,WR,29,16,14,0,0,0,0,0,0,89,46,746,16.22,1,0,0,0,0,0,0,0,746,4,144.6
31,119,Ryan Mathews,SDG,RB,25,12,9,0,0,0,0,184,707,56,39,252,6.46,2,2,0,0,0,707,1,184,252,0,136.9
45,120,Donnie Avery,IND,WR,28,16,15,0,0,0,0,4,9,124,60,781,13.02,1,0,0,0,0,9,0,4,781,3,157
32,121,Andre Brown,NYG,RB,26,10,2,0,0,0,0,73,385,17,12,86,7.17,0,0,0,0,0,385,8,73,86,0,107.1
46,122,Dwayne Bowe,KAN,WR,28,13,12,0,0,0,0,0,0,114,59,801,13.58,1,1,0,0,0,0,0,0,801,3,155.1
47,123,Brandon LaFell,CAR,WR,26,14,12,0,0,0,0,3,35,76,44,677,15.39,1,0,0,0,0,35,0,3,677,4,139.2
33,124,Pierre Thomas,NOR,RB,28,15,4,0,0,0,0,105,473,53,39,354,9.08,0,0,0,0,0,473,1,105,354,1,133.7
32,125,Blaine Gabbert,JAX,QB,23,10,10,162,278,1662,6,18,56,0,0,0,0,5,3,1662,9,278,56,0,18,0,0,90.08
13,126,Martellus Bennett,NYG,TE,25,16,16,0,0,0,0,0,0,89,55,626,11.38,0,0,0,0,0,0,0,0,626,5,147.6
34,127,Mark Ingram,NOR,RB,23,16,5,0,0,0,0,156,602,10,6,29,4.83,0,0,0,0,0,602,5,156,29,0,99.1
48,128,Darrius Heyward-Bey,OAK,WR,25,15,14,0,0,0,0,2,16,80,41,606,14.78,0,0,0,0,0,16,0,2,606,5,133.2
35,129,Felix Jones,DAL,RB,25,16,7,0,0,0,0,111,402,36,25,262,10.48,2,2,0,0,0,402,3,111,262,2,117.4
14,130,Scott Chandler,BUF,TE,27,15,13,0,0,0,0,0,0,74,43,571,13.28,2,1,0,0,0,0,0,0,571,6,134.1
49,131,Chris Givens,STL,WR,23,15,12,0,0,0,0,3,12,80,42,698,16.62,0,0,0,0,0,12,0,3,698,3,131
50,132,Jeremy Kerley,NYJ,WR,24,16,7,1,1,42,0,5,8,95,56,827,14.77,4,3,42,0,1,8,0,5,827,2,147.18
36,133,Knowshon Moreno,DEN,RB,25,8,6,0,0,0,0,138,525,26,21,167,7.95,1,1,0,0,0,525,4,138,167,0,112.2
51,134,Greg Little,CLE,WR,23,16,16,0,0,0,0,2,15,94,53,647,12.21,0,0,0,0,0,15,0,2,647,4,143.2
52,135,Pierre Garcon,WAS,WR,26,10,10,0,0,0,0,2,9,68,44,633,14.39,0,0,0,0,0,9,0,2,633,4,132.2
37,136,Jacquizz Rodgers,ATL,RB,22,16,0,0,0,0,0,94,362,59,53,402,7.58,0,0,0,0,0,362,1,94,402,1,141.4
53,137,Hakeem Nicks,NYG,WR,24,13,11,0,0,0,0,0,0,100,53,692,13.06,0,0,0,0,0,0,0,0,692,3,140.2
38,138,Mike Tolbert,CAR,RB,27,16,5,0,0,0,0,54,183,39,27,268,9.93,0,0,0,0,0,183,7,54,268,0,114.1
33,139,Nick Foles,PHI,QB,23,7,6,161,265,1699,5,11,42,0,0,0,0,8,3,1699,6,265,42,1,11,0,0,86.16
15,140,Vernon Davis,SFO,TE,28,16,16,0,0,0,0,0,0,61,41,548,13.37,0,0,0,0,0,0,0,0,548,5,125.8
34,141,Kevin Kolb,ARI,QB,28,6,5,109,183,1169,3,16,100,0,0,0,0,2,2,1169,8,183,100,1,16,0,0,84.76
54,142,Kendall Wright,TEN,WR,23,15,5,0,0,0,0,1,4,104,64,626,9.78,1,1,0,0,0,4,0,1,626,4,149
55,143,Davone Bess,MIA,WR,27,13,13,0,0,0,0,0,0,104,61,778,12.75,1,0,0,0,0,0,0,0,778,1,144.8
56,144,Brandon Stokley,DEN,WR,36,15,9,0,0,0,0,0,0,58,45,544,12.09,0,0,0,0,0,0,0,0,544,5,129.4
57,145,Danny Amendola,STL,WR,27,11,8,0,0,0,0,2,8,101,63,666,10.57,3,2,0,0,0,8,0,2,666,3,144.4
58,146,Kenny Britt,TEN,WR,24,14,11,0,0,0,0,0,0,90,45,589,13.09,2,1,0,0,0,0,0,0,589,4,125.9
39,147,Marcel Reece,OAK,RB,27,16,14,0,0,0,0,59,271,73,52,496,9.54,2,0,0,0,0,271,0,59,496,1,134.7
40,148,Bilal Powell,NYJ,RB,24,14,2,0,0,0,0,110,437,36,17,140,8.24,0,0,0,0,0,437,4,110,140,0,98.7
41,149,Jonathan Dwyer,PIT,RB,23,13,6,0,0,0,0,156,623,25,18,106,5.89,2,2,0,0,0,623,2,156,106,0,98.9
59,150,DeSean Jackson,PHI,WR,26,11,11,0,0,0,0,3,-7,87,45,700,15.56,1,0,0,0,0,-7,0,3,700,2,126.3
42,151,Fred Jackson,BUF,RB,31,10,8,0,0,0,0,115,437,42,34,217,6.38,5,4,0,0,0,437,3,115,217,1,115.4
43,152,Bryce Brown,PHI,RB,21,16,4,0,0,0,0,115,564,19,13,56,4.31,4,3,0,0,0,564,4,115,56,0,93
60,153,Andrew Hawkins,CIN,WR,26,14,2,0,0,0,0,6,30,80,51,533,10.45,1,0,0,0,0,30,0,6,533,4,131.3
16,154,Aaron Hernandez,NWE,TE,23,10,10,0,0,0,0,1,5,83,51,483,9.47,0,0,0,0,0,5,0,1,483,5,129.8
35,155,Matt Cassel,KAN,QB,30,9,8,161,277,1796,12,27,145,0,0,0,0,8,7,1796,6,277,145,1,27,0,0,78.34
17,156,Lance Kendricks,STL,TE,24,16,14,0,0,0,0,0,0,64,42,519,12.36,1,0,0,0,0,0,0,0,519,4,117.9
18,157,Marcedes Lewis,JAX,TE,28,16,15,0,0,0,0,0,0,77,52,540,10.38,0,0,0,0,0,0,0,0,540,4,130
44,158,Michael Bush,CHI,RB,28,13,1,0,0,0,0,114,411,11,9,83,9.22,1,1,0,0,0,411,5,114,83,0,86.4
19,159,Jermichael Finley,GNB,TE,25,16,14,0,0,0,0,0,0,87,61,667,10.93,1,1,0,0,0,0,0,0,667,2,137.7
36,160,Matt Hasselbeck,TEN,QB,37,8,5,138,221,1367,5,13,38,0,0,0,0,3,1,1367,7,221,38,0,13,0,0,74.48
61,161,Rod Streater,OAK,WR,24,16,2,0,0,0,0,0,0,74,39,584,14.97,1,1,0,0,0,0,0,0,584,3,113.4
20,162,Jared Cook,TEN,TE,25,13,5,0,0,0,0,0,0,73,44,523,11.89,1,1,0,0,0,0,0,0,523,4,118.3
62,163,Leonard Hankerson,WAS,WR,24,16,5,0,0,0,0,2,5,57,38,543,14.29,0,0,0,0,0,5,0,2,543,3,110.8
21,164,Brent Celek,PHI,TE,27,15,14,0,0,0,0,0,0,88,57,684,12,1,1,0,0,0,0,0,0,684,1,129.4
22,165,Dwayne Allen,IND,TE,22,16,16,0,0,0,0,3,5,66,45,521,11.58,1,0,0,0,0,5,0,3,521,3,115.6
23,166,Brandon Pettigrew,DET,TE,27,14,11,0,0,0,0,0,0,102,59,567,9.61,4,2,0,0,0,0,0,0,567,3,129.7
45,167,Isaac Redman,PIT,RB,28,14,5,0,0,0,0,110,410,23,19,244,12.84,3,3,0,0,0,410,2,110,244,0,90.4
46,168,LaRod Stephens-Howling,ARI,RB,25,14,5,0,0,0,0,110,356,30,17,106,6.24,0,0,0,0,0,356,4,110,106,0,87.2
63,169,Domenik Hixon,NYG,WR,28,13,3,0,0,0,0,0,0,59,39,567,14.54,0,0,0,0,0,0,0,0,567,2,107.7
64,170,Kevin Ogletree,DAL,WR,25,15,1,0,0,0,0,2,9,55,32,436,13.63,0,0,0,0,0,9,0,2,436,4,100.5
24,171,Dallas Clark,TAM,TE,33,16,7,0,0,0,0,0,0,75,47,435,9.26,0,0,0,0,0,0,0,0,435,4,114.5
65,172,Donald Jones,BUF,WR,25,12,10,0,0,0,0,0,0,67,41,443,10.8,1,0,0,0,0,0,0,0,443,4,109.3
25,173,Jacob Tamme,DEN,TE,27,16,8,0,0,0,0,0,0,85,52,555,10.67,0,0,0,0,0,0,0,0,555,2,119.5
47,174,Daniel Thomas,MIA,RB,25,12,0,0,0,0,0,91,325,22,15,156,10.4,3,2,0,0,0,325,4,91,156,0,83.1
26,175,Ben Watson,CLE,TE,32,16,14,0,0,0,0,0,0,82,49,501,10.22,1,0,0,0,0,0,0,0,501,3,117.1
48,176,David Wilson,NYG,RB,21,16,2,0,0,0,0,71,358,9,4,34,8.5,1,1,0,0,0,358,4,71,34,1,71.2
49,177,Jackie Battle,SDG,RB,29,16,5,0,0,0,0,95,311,15,15,108,7.2,0,0,0,0,0,311,3,95,108,1,80.9
27,178,Joel Dreessen,DEN,TE,30,16,15,0,0,0,0,0,0,58,41,356,8.68,0,0,0,0,0,0,0,0,356,5,106.6
66,179,Michael Floyd,ARI,WR,23,16,3,0,0,0,0,0,0,86,45,562,12.49,1,1,0,0,0,0,0,0,562,2,111.2
67,180,Josh Morgan,WAS,WR,27,16,15,0,1,0,0,3,25,73,48,510,10.63,1,0,0,0,1,25,0,3,510,2,113.5
68,181,Jason Avant,PHI,WR,29,14,6,0,0,0,0,0,0,76,53,648,12.23,1,0,0,0,0,0,0,0,648,0,117.8
28,182,Anthony Fasano,MIA,TE,28,16,16,0,0,0,0,0,0,69,41,332,8.1,0,0,0,0,0,0,0,0,332,5,104.2
69,183,Emmanuel Sanders,PIT,WR,25,16,7,0,0,0,0,1,4,75,44,626,14.23,3,2,0,0,0,4,0,1,626,1,109
50,184,Bernard Pierce,BAL,RB,21,16,0,0,0,0,0,108,532,11,7,47,6.71,0,0,0,0,0,532,1,108,47,0,70.9
70,185,Kevin Walter,HOU,WR,31,16,14,0,0,0,0,0,0,68,41,518,12.63,0,0,0,0,0,0,0,0,518,2,104.8
71,186,Titus Young,DET,WR,23,10,8,0,0,0,0,2,16,56,33,383,11.61,0,0,0,0,0,16,0,2,383,4,96.9
51,187,Maurice Jones-Drew,JAX,RB,27,6,5,0,0,0,0,86,414,18,14,86,6.14,2,0,0,0,0,414,1,86,86,1,76
52,188,Daryl Richardson,STL,RB,22,16,0,0,0,0,0,98,475,36,24,163,6.79,3,2,0,0,0,475,0,98,163,0,83.8
53,189,Shane Vereen,NWE,RB,23,13,1,0,0,0,0,62,251,13,8,149,18.63,1,1,0,0,0,251,3,62,149,1,70
72,190,Greg Jennings,GNB,WR,29,8,5,0,0,0,0,0,0,62,36,366,10.17,0,0,0,0,0,0,0,0,366,4,96.6
