PosRank,Rank,Player,Tm,Pos,Age,G,GS,Cmp,Att,Yds,Int,Att,Yds,Tgt,Rec,Yds,Y/R,Fumbles,FumblesLost,PassingYds,PassingTD,PassingAtt,RushingYds,RushingTD,RushingAtt,ReceivingYds,ReceivingTD,FantasyPoints
20,56,Demaryius Thomas,DEN,WR,29,16,16,0,0,0,0,0,0,144,90,1083,12.03,2,2,0,0,0,0,0,0,1083,5,224.3
21,57,Kelvin Benjamin,CAR,WR,25,16,13,0,0,0,0,0,0,118,63,941,14.94,1,1,0,0,0,0,0,0,941,7,197.1
22,58,Dez Bryant,DAL,WR,28,13,13,1,1,10,0,0,0,96,50,796,15.92,1,1,10,1,1,0,0,0,796,8,180
23,59,Emmanuel Sanders,DEN,WR,29,16,16,0,0,0,0,1,4,137,79,1032,13.06,1,0,0,0,0,4,0,1,1032,5,212.6
22,60,Jonathan Stewart,CAR,RB,29,13,13,0,0,0,0,218,824,21,8,60,7.5,3,2,0,0,0,824,9,218,60,0,146.4
10,61,Hunter Henry,SDG,TE,22,15,10,0,0,0,0,0,0,53,36,478,13.28,1,1,0,0,0,0,0,0,478,8,129.8
24,62,Julian Edelman,NWE,WR,30,16,13,0,0,0,0,12,57,159,98,1106,11.29,3,2,0,0,0,57,0,12,1106,3,228.3
25,63,Golden Tate,DET,WR,28,16,16,0,0,0,0,10,4,135,91,1077,11.84,2,1,0,0,0,4,0,10,1077,4,221.1
11,64,Antonio Gates,SDG,TE,36,14,9,0,0,0,0,0,0,93,53,548,10.34,1,1,0,0,0,0,0,0,548,7,147.8
23,65,Terrance West,BAL,RB,25,16,13,0,0,0,0,193,774,45,34,236,6.94,2,0,0,0,0,774,5,193,236,1,171
26,66,Mike Wallace,BAL,WR,30,16,16,0,0,0,0,5,31,116,72,1017,14.13,1,0,0,0,0,31,0,5,1017,4,200.8
8,67,Tyrod Taylor,BUF,QB,27,15,15,269,436,3023,6,95,580,0,0,0,0,4,2,3023,17,436,580,6,95,0,0,266.92
9,68,Derek Carr,OAK,QB,25,15,15,357,560,3937,6,39,70,0,0,0,0,5,3,3937,28,560,70,0,39,0,0,258.48
10,69,Blake Bortles,JAX,QB,24,16,16,368,625,3905,16,58,359,1,1,20,20,8,6,3905,23,625,359,3,58,20,1,267.1
11,70,Russell Wilson,SEA,QB,28,16,16,353,546,4219,11,72,259,2,2,14,7,8,2,4219,21,546,259,1,72,14,1,268.06
27,71,Kenny Britt,LAR,WR,28,15,15,0,0,0,0,0,0,111,68,1002,14.74,2,1,0,0,0,0,0,0,1002,5,196.2
28,72,Kenny Stills,MIA,WR,24,16,16,0,0,0,0,0,0,81,42,726,17.29,0,0,0,0,0,0,0,0,726,9,168.6
29,73,Allen Robinson,JAX,WR,23,16,16,0,0,0,0,0,0,151,73,883,12.1,1,0,0,0,0,0,0,0,883,6,197.3
12,74,Coby Fleener,NOR,TE,28,16,8,0,0,0,0,1,2,81,50,631,12.62,2,0,0,0,0,2,1,1,631,3,137.3
30,75,Adam Thielen,MIN,WR,26,16,10,0,0,0,0,2,15,92,69,967,14.01,2,1,0,0,0,15,0,2,967,5,195.2
24,76,Ryan Mathews,PHI,RB,29,13,8,0,0,0,0,155,661,14,13,115,8.85,3,2,0,0,0,661,8,155,115,1,140.6
12,77,Marcus Mariota,TEN,QB,23,15,15,276,451,3426,9,60,349,1,0,0,0,9,5,3426,26,451,349,2,60,0,0,259.94
13,78,Ben Roethlisberger,PIT,QB,34,14,14,328,509,3819,13,16,14,0,0,0,0,8,2,3819,29,509,14,1,16,0,0,246.16
14,79,Philip Rivers,SDG,QB,35,16,16,349,578,4386,21,14,35,0,0,0,0,9,5,4386,33,578,35,0,14,0,0,258.94
15,80,Jameis Winston,TAM,QB,22,16,16,345,567,4090,18,53,165,0,0,0,0,10,6,4090,28,567,165,1,53,0,0,250.1
16,81,Tom Brady,NWE,QB,39,12,12,291,432,3554,2,28,64,0,0,0,0,5,0,3554,28,432,64,0,28,0,0,256.56
17,82,Andy Dalton,CIN,QB,29,16,16,364,563,4206,8,46,184,0,0,0,0,9,3,4206,18,563,184,4,46,0,0,260.64
18,83,Cam Newton,CAR,QB,27,15,14,270,510,3509,14,90,359,0,0,0,0,3,2,3509,19,510,359,5,90,0,0,250.26
19,84,Carson Palmer,ARI,QB,37,15,15,364,597,4233,14,14,38,0,0,0,0,14,4,4233,26,597,38,0,14,0,0,241.12
20,85,Joe Flacco,BAL,QB,31,16,16,436,672,4317,15,21,58,0,0,0,0,5,3,4317,20,672,58,2,21,0,0,234.48
21,86,Eli Manning,NYG,QB,35,16,16,377,598,4027,16,21,-9,0,0,0,0,7,4,4027,26,598,-9,0,21,0,0,224.18
22,87,Alex Smith,KAN,QB,32,15,15,328,489,3502,8,48,134,1,1,3,3,7,4,3502,15,489,134,5,48,3,0,220.78
23,88,Sam Bradford,MIN,QB,29,15,15,395,552,3877,5,20,53,1,1,5,5,10,5,3877,20,552,53,0,20,5,0,221.88
24,89,Carson Wentz,PHI,QB,24,16,16,379,607,3782,14,46,150,1,1,7,7,14,3,3782,16,607,150,2,46,7,0,209.98
25,90,Colin Kaepernick,SFO,QB,29,12,11,196,331,2241,4,69,468,0,0,0,0,9,3,2241,16,331,468,2,69,0,0,198.44
26,91,Trevor Siemian,DEN,QB,25,14,14,289,486,3401,10,28,57,0,0,0,0,4,2,3401,18,486,57,0,28,0,0,189.74
27,92,Ryan Tannehill,MIA,QB,28,13,13,261,389,2995,12,39,164,0,0,0,0,9,3,2995,19,389,164,1,39,0,0,188.2
28,93,Brock Osweiler,HOU,QB,26,15,14,301,510,2957,16,30,131,1,1,-14,-14,5,1,2957,15,510,131,2,30,-14,0,168.98
29,94,Ryan Fitzpatrick,NYJ,QB,34,14,11,228,403,2710,17,33,130,0,0,0,0,9,1,2710,12,403,130,0,33,0,0,133.4
31,95,Jamison Crowder,WAS,WR,23,16,9,0,0,0,0,2,-2,99,67,847,12.64,2,1,0,0,0,-2,0,2,847,7,191.5
32,96,DeSean Jackson,WAS,WR,30,15,15,0,0,0,0,0,0,100,56,1005,17.95,0,0,0,0,0,0,0,0,1005,4,180.5
33,97,Pierre Garcon,WAS,WR,30,16,16,0,0,0,0,0,0,114,79,1041,13.18,0,0,0,0,0,0,0,0,1041,3,201.1
34,98,Brandon LaFell,CIN,WR,30,16,14,0,0,0,0,1,-2,107,64,862,13.47,0,0,0,0,0,-2,0,1,862,6,186
25,99,Robert Kelley,WAS,RB,24,15,9,0,0,0,0,168,704,18,12,82,6.83,0,0,0,0,0,704,6,168,82,1,132.6
35,100,A.J. Green,CIN,WR,28,10,10,0,0,0,0,0,0,100,66,964,14.61,0,0,0,0,0,0,0,0,964,4,186.4
36,101,Willie Snead,NOR,WR,24,15,4,1,1,50,0,0,0,104,72,895,12.43,2,0,50,1,1,0,0,0,895,4,191.5
37,102,DeAndre Hopkins,HOU,WR,24,16,16,0,0,0,0,0,0,151,78,954,12.23,0,0,0,0,0,0,0,0,954,4,197.4
38,103,Sterling Shepard,NYG,WR,23,16,16,0,0,0,0,3,31,105,65,683,10.51,0,0,0,0,0,31,0,3,683,8,184.4
26,104,Mike Gillislee,BUF,RB,26,15,1,0,0,0,0,101,577,11,9,50,5.56,1,0,0,0,0,577,8,101,50,1,125.7
39,105,Marvin Jones,DET,WR,26,15,15,0,0,0,0,1,3,103,55,930,16.91,0,0,0,0,0,3,0,1,930,4,172.3
27,106,Christine Michael,2TM,RB,26,15,7,0,0,0,0,148,583,29,22,107,4.86,2,1,0,0,0,583,7,148,107,1,137
40,107,Steve Smith,BAL,WR,37,14,14,0,0,0,0,0,0,101,70,799,11.41,0,0,0,0,0,0,0,0,799,5,179.9
41,108,Cole Beasley,DAL,WR,27,16,6,0,1,0,0,1,7,98,75,833,11.11,0,0,0,0,1,7,0,1,833,5,189
30,109,Case Keenum,LAR,QB,28,10,9,196,322,2201,11,20,51,0,0,0,0,5,1,2201,9,322,51,1,20,0,0,111.14
42,110,Cameron Meredith,CHI,WR,24,14,10,1,1,2,0,1,6,97,66,888,13.45,3,2,2,1,1,6,0,1,888,4,179.48
28,111,Devontae Booker,DEN,RB,24,16,6,0,0,0,0,174,612,45,31,265,8.55,4,3,0,0,0,612,4,174,265,1,142.7
43,112,Quincy Enunwa,NYJ,WR,24,16,13,0,0,0,0,1,12,105,58,857,14.78,0,0,0,0,0,12,0,1,857,4,168.9
29,113,Darren Sproles,PHI,RB,33,15,5,0,0,0,0,94,438,71,52,427,8.21,1,0,0,0,0,438,2,94,427,2,162.5
44,114,Stefon Diggs,MIN,WR,23,13,11,0,0,0,0,3,10,112,84,903,10.75,0,0,0,0,0,10,0,3,903,3,193.3
45,115,Marqise Lee,JAX,WR,25,16,6,1,1,20,0,6,35,105,63,851,13.51,1,1,20,1,1,35,0,6,851,3,172.4
30,116,Theo Riddick,DET,RB,25,10,8,0,0,0,0,92,357,67,53,371,7,0,0,0,0,0,357,1,92,371,5,161.8
31,117,Tim Hightower,NOR,RB,30,16,1,0,0,0,0,133,548,26,22,200,9.09,0,0,0,0,0,548,4,133,200,1,126.8
32,118,Jerick McKinnon,MIN,RB,24,15,7,0,1,0,0,159,539,53,43,255,5.93,0,0,0,0,1,539,2,159,255,2,146.4
46,119,JJ Nelson,ARI,WR,24,15,6,0,0,0,0,4,83,74,34,568,16.71,1,1,0,0,0,83,1,4,568,6,139.1
47,120,Anquan Boldin,DET,WR,36,16,16,0,0,0,0,0,0,95,67,584,8.72,0,0,0,0,0,0,0,0,584,8,173.4
48,121,Taylor Gabriel,ATL,WR,25,13,3,0,0,0,0,4,51,50,35,579,16.54,0,0,0,0,0,51,1,4,579,6,140
49,122,Ted Ginn,CAR,WR,31,16,8,0,0,0,0,14,98,95,54,752,13.93,3,2,0,0,0,98,0,14,752,4,159
50,123,Dontrelle Inman,SDG,WR,27,16,16,0,0,0,0,0,0,97,58,810,13.97,0,0,0,0,0,0,0,0,810,4,163
33,124,James White,NWE,RB,24,16,4,0,0,0,0,39,166,86,60,551,9.18,0,0,0,0,0,166,0,39,551,5,161.7
34,125,Rashad Jennings,NYG,RB,31,13,12,0,0,0,0,181,593,42,35,201,5.74,1,0,0,0,0,593,3,181,201,1,138.4
51,126,Jordan Matthews,PHI,WR,24,14,13,0,0,0,0,0,0,117,73,804,11.01,1,0,0,0,0,0,0,0,804,3,171.4
52,127,DeVante Parker,MIA,WR,23,15,8,0,0,0,0,0,0,87,56,744,13.29,0,0,0,0,0,0,0,0,744,4,154.4
35,128,Matt Asiata,MIN,RB,29,16,6,0,0,0,0,121,402,38,32,263,8.22,1,1,0,0,0,402,6,121,263,0,132.5
36,129,Chris Thompson,WAS,RB,26,16,0,0,0,0,0,68,356,62,49,349,7.12,2,1,0,0,0,356,3,68,349,2,147.5
53,130,Brandon Marshall,NYJ,WR,32,15,15,0,0,0,0,0,0,128,59,788,13.36,0,0,0,0,0,0,0,0,788,3,155.8
37,131,Ty Montgomery,GNB,RB,23,15,6,0,0,0,0,77,457,56,44,348,7.91,2,1,0,0,0,457,3,77,348,0,140.5
54,132,Alshon Jeffery,CHI,WR,26,12,12,0,0,0,0,0,0,94,52,821,15.79,0,0,0,0,0,0,0,0,821,2,146.1
38,133,Derrick Henry,TEN,RB,22,15,2,0,0,0,0,110,490,15,13,137,10.54,0,0,0,0,0,490,5,110,137,0,105.7
55,134,Chris Hogan,NWE,WR,29,15,14,0,0,0,0,3,9,58,38,680,17.89,1,1,0,0,0,9,0,3,680,4,128.9
39,135,Duke Johnson,CLE,RB,23,16,1,0,1,0,0,73,358,74,53,514,9.7,2,1,0,0,1,358,1,73,514,0,144.2
56,136,Mohamed Sanu,ATL,WR,27,15,15,0,0,0,0,1,5,81,59,653,11.07,1,1,0,0,0,5,0,1,653,4,146.8
57,137,Tavon Austin,LAR,WR,26,15,15,0,0,0,0,28,159,106,58,509,8.78,5,1,0,0,0,159,1,28,509,3,146.8
58,138,Randall Cobb,GNB,WR,26,13,10,0,0,0,0,10,33,84,60,610,10.17,1,0,0,0,0,33,0,10,610,4,148.3
40,139,T.J. Yeldon,JAX,RB,23,15,13,0,0,0,0,130,465,68,50,312,6.24,2,1,0,0,0,465,1,130,312,1,137.7
41,140,C.J. Anderson,DEN,RB,25,7,7,0,0,0,0,110,437,24,16,128,8,0,0,0,0,0,437,4,110,128,1,102.5
42,141,Jalen Richard,OAK,RB,23,16,0,0,0,0,0,83,491,39,29,194,6.69,0,0,0,0,0,491,1,83,194,2,115.5
13,142,Jack Doyle,IND,TE,26,16,14,0,0,0,0,0,0,75,59,584,9.9,1,1,0,0,0,0,0,0,584,5,145.4
59,143,Travis Benjamin,SDG,WR,27,14,8,0,1,0,0,2,-3,75,47,677,14.4,5,3,0,0,1,-3,0,2,677,4,132.4
43,144,DeAngelo Williams,PIT,RB,33,9,4,0,0,0,0,98,343,27,18,118,6.56,0,0,0,0,0,343,4,98,118,2,100.1
44,145,Giovani Bernard,CIN,RB,25,10,2,0,0,0,0,91,337,51,39,336,8.62,1,1,0,0,0,337,2,91,336,1,122.3
14,146,Eric Ebron,DET,TE,23,13,13,0,0,0,0,1,1,85,61,711,11.66,0,0,0,0,0,1,1,1,711,1,144.2
60,147,Jeremy Kerley,SFO,WR,28,16,13,0,0,0,0,0,0,115,64,667,10.42,4,1,0,0,0,0,0,0,667,3,146.7
61,148,Tyler Lockett,SEA,WR,24,15,9,0,0,0,0,6,114,66,41,597,14.56,0,0,0,0,0,114,1,6,597,1,124.1
15,149,Dennis Pitta,BAL,TE,31,16,12,0,0,0,0,0,0,121,86,729,8.48,1,1,0,0,0,0,0,0,729,2,168.9
16,150,Jason Witten,DAL,TE,34,16,16,0,0,0,0,0,0,95,69,673,9.75,1,1,0,0,0,0,0,0,673,3,152.3
45,151,Robert Turbin,IND,RB,27,15,0,0,0,0,0,47,164,35,26,179,6.88,0,0,0,0,0,164,7,47,179,1,108.3
62,152,Michael Floyd,2TM,WR,27,15,8,0,0,0,0,0,0,76,37,488,13.19,0,0,0,0,0,0,0,0,488,5,115.8
63,153,Terrance Williams,DAL,WR,27,16,15,0,0,0,0,0,0,61,44,594,13.5,1,1,0,0,0,0,0,0,594,4,125.4
46,154,Shaun Draughn,SFO,RB,29,16,1,0,0,0,0,74,196,39,29,263,9.07,1,1,0,0,0,196,4,74,263,2,108.9
17,155,C.J. Fiedorowicz,HOU,TE,25,15,15,0,0,0,0,0,0,89,54,559,10.35,1,0,0,0,0,0,0,0,559,4,133.9
31,156,Brian Hoyer,CHI,QB,31,6,5,134,200,1445,0,7,-2,0,0,0,0,3,1,1445,6,200,-2,0,7,0,0,79.6
18,157,Dwayne Allen,IND,TE,26,14,14,0,0,0,0,0,0,52,35,406,11.6,1,0,0,0,0,0,0,0,406,6,111.6
19,158,Charles Clay,BUF,TE,27,15,15,0,0,0,0,0,0,87,57,552,9.68,0,0,0,0,0,0,0,0,552,4,136.2
32,159,Cody Kessler,CLE,QB,23,9,8,128,195,1380,2,11,18,0,0,0,0,4,1,1380,6,195,18,0,11,0,0,75
64,160,Adam Humphries,TAM,WR,23,15,4,0,0,0,0,5,18,83,55,622,11.31,3,0,0,0,0,18,0,5,622,2,131
47,161,Jacquizz Rodgers,TAM,RB,26,10,5,0,0,0,0,129,560,16,13,98,7.54,0,0,0,0,0,560,2,129,98,0,90.8
65,162,Eli Rogers,PIT,WR,24,13,8,0,0,0,0,1,6,66,48,594,12.38,2,0,0,0,0,6,0,1,594,3,126
20,163,Gary Barnidge,CLE,TE,31,16,16,0,0,0,0,0,0,82,55,612,11.13,0,0,0,0,0,0,0,0,612,2,128.2
66,164,Will Fuller,HOU,WR,22,14,13,0,0,0,0,1,-3,92,47,635,13.51,2,0,0,0,0,-3,0,1,635,2,122.2
48,165,Chris Ivory,JAX,RB,28,11,1,0,0,0,0,117,439,28,20,186,9.3,5,3,0,0,0,439,3,117,186,0,94.5
49,166,Zach Zenner,DET,RB,25,14,4,0,0,0,0,88,334,23,18,196,10.89,1,1,0,0,0,334,4,88,196,0,93
67,167,Brian Quick,LAR,WR,27,16,8,0,0,0,0,0,0,77,41,564,13.76,0,0,0,0,0,0,0,0,564,3,115.4
68,168,Seth Roberts,OAK,WR,25,16,6,0,0,0,0,0,0,77,38,397,10.45,0,0,0,0,0,0,0,0,397,5,107.7
69,169,Robby Anderson,NYJ,WR,23,16,8,0,0,0,0,3,42,78,42,587,13.98,1,1,0,0,0,42,0,3,587,2,114.9
33,170,Blaine Gabbert,SFO,QB,27,6,5,91,160,925,6,40,173,1,1,-16,-16,0,0,925,5,160,173,2,40,-16,0,73.7
21,171,Zach Miller,CHI,TE,32,10,8,0,0,0,0,0,0,64,47,486,10.34,0,0,0,0,0,0,0,0,486,4,119.6
70,172,Donte Moncrief,IND,WR,23,9,7,0,0,0,0,1,-1,56,30,307,10.23,0,0,0,0,0,-1,0,1,307,7,102.6
50,173,Kenneth Dixon,BAL,RB,22,12,0,0,0,0,0,88,382,41,30,162,5.4,1,0,0,0,0,382,2,88,162,1,102.4
22,174,Rob Gronkowski,NWE,TE,27,8,6,0,0,0,0,0,0,38,25,540,21.6,0,0,0,0,0,0,0,0,540,3,97
51,175,Doug Martin,TAM,RB,27,8,8,0,0,0,0,144,421,16,14,134,9.57,1,1,0,0,0,421,3,144,134,0,85.5
34,176,Matt Barkley,CHI,QB,26,7,6,129,216,1611,14,7,2,1,1,2,2,4,2,1611,8,216,2,0,7,2,1,71.84
71,177,Tyler Boyd,CIN,WR,22,16,2,0,0,0,0,4,58,81,54,603,11.17,1,1,0,0,0,58,0,4,603,1,124.1
72,178,Vernon Davis,WAS,WR,32,16,14,0,0,0,0,0,0,59,44,583,13.25,0,0,0,0,0,0,0,0,583,2,114.3
52,179,Damien Williams,MIA,RB,24,15,0,0,0,0,0,35,115,32,23,249,10.83,1,1,0,0,0,115,3,35,249,3,93.4
23,180,Tyler Eifert,CIN,TE,26,8,2,0,0,0,0,0,0,47,29,394,13.59,0,0,0,0,0,0,0,0,394,5,98.4
73,181,Jeremy Maclin,KAN,WR,28,12,12,0,1,0,0,1,-1,76,44,536,12.18,0,0,0,0,1,-1,0,1,536,2,109.5
74,182,Breshad Perriman,BAL,WR,23,16,1,0,0,0,0,1,2,66,33,499,15.12,0,0,0,0,0,2,0,1,499,3,101.1
53,183,DeAndre Washington,OAK,RB,23,14,2,0,0,0,0,87,467,23,17,115,6.76,1,1,0,0,0,467,2,87,115,0,85.2
75,184,Robert Woods,BUF,WR,24,13,10,0,0,0,0,1,6,76,51,613,12.02,0,0,0,0,0,6,0,1,613,1,118.9
54,185,Matt Jones,WAS,RB,23,7,7,0,0,0,0,99,460,8,8,73,9.13,3,2,0,0,0,460,3,99,73,0,75.3
76,186,Phillip Dorsett,IND,WR,23,15,7,0,0,0,0,2,10,59,33,528,16,1,0,0,0,0,10,0,2,528,2,98.8
35,187,Robert Griffin,CLE,QB,26,5,5,87,147,886,3,31,190,0,0,0,0,4,1,886,2,147,190,2,31,0,0,66.44
77,188,Allen Hurns,JAX,WR,25,11,11,0,0,0,0,0,0,76,35,477,13.63,1,0,0,0,0,0,0,0,477,3,100.7
55,189,Charcandrick West,KAN,RB,25,15,2,0,0,0,0,88,293,34,28,188,6.71,0,0,0,0,0,293,1,88,188,2,94.1
78,190,John Brown,ARI,WR,26,15,6,0,0,0,0,1,10,73,39,517,13.26,1,0,0,0,0,10,0,1,517,2,103.7
