PosRank,Rank,Player,Tm,Pos,Age,G,GS,Cmp,Att,Yds,Int,Att,Yds,Tgt,Rec,Yds,Y/R,Fumbles,FumblesLost,PassingYds,PassingTD,PassingAtt,RushingYds,RushingTD,RushingAtt,ReceivingYds,ReceivingTD,FantasyPoints
56,191,Malcolm Mitchell,NWE,RB,24,14,6,0,0,0,0,0,0,48,32,401,12.53,0,0,0,0,0,0,0,0,401,4,96.1
79,192,Tajae Sharpe,TEN,WR,22,16,10,0,0,0,0,1,1,83,41,522,12.73,0,0,0,0,0,1,0,1,522,2,105.3
80,193,Victor Cruz,NYG,WR,30,15,12,0,0,0,0,0,0,72,39,586,15.03,1,1,0,0,0,0,0,0,586,1,101.6
81,194,Devin Funchess,CAR,WR,22,15,7,0,0,0,0,0,0,58,23,371,16.13,0,0,0,0,0,0,0,0,371,4,84.1
24,195,Vance McDonald,SFO,TE,26,11,11,0,0,0,0,0,0,45,24,391,16.29,0,0,0,0,0,0,0,0,391,4,87.1
57,196,Thomas Rawls,SEA,RB,23,9,7,0,0,0,0,109,349,17,13,96,7.38,0,0,0,0,0,349,3,109,96,0,75.5
82,197,Cordarrelle Patterson,MIN,WR,25,16,8,0,0,0,0,7,43,70,52,453,8.71,2,0,0,0,0,43,0,7,453,2,113.6
58,198,Paul Perkins,NYG,RB,22,14,1,0,0,0,0,112,456,24,15,162,10.8,1,0,0,0,0,456,0,112,162,0,76.8
83,199,Marquise Goodwin,BUF,WR,26,15,9,0,0,0,0,0,0,68,29,431,14.86,0,0,0,0,0,0,0,0,431,3,90.1
84,200,Kendall Wright,TEN,WR,27,11,4,0,0,0,0,1,15,42,29,416,14.34,0,0,0,0,0,15,0,1,416,3,90.1
85,201,Corey Coleman,CLE,WR,22,10,10,0,0,0,0,2,10,73,33,413,12.52,0,0,0,0,0,10,0,2,413,3,93.3
25,202,Lance Kendricks,LAR,TE,28,16,16,0,0,0,0,0,0,87,50,499,9.98,1,1,0,0,0,0,0,0,499,2,109.9
59,203,Rex Burkhead,CIN,RB,26,16,1,0,0,0,0,74,344,20,17,145,8.53,1,1,0,0,0,344,2,74,145,0,75.9
86,204,Sammie Coates,PIT,WR,23,14,5,0,0,0,0,4,14,49,21,435,20.71,0,0,0,0,0,14,0,4,435,2,77.9
87,205,Jermaine Kearse,SEA,WR,26,16,15,0,0,0,0,0,0,89,41,510,12.44,0,0,0,0,0,0,0,0,510,1,98
36,206,Matt Moore,MIA,QB,32,4,3,55,87,721,3,1,-1,0,0,0,0,1,0,721,8,87,-1,0,1,0,0,54.74
26,207,Jesse James,PIT,TE,22,16,13,0,0,0,0,0,0,60,39,338,8.67,0,0,0,0,0,0,0,0,338,3,90.8
88,208,Sammy Watkins,BUF,WR,23,8,8,0,0,0,0,0,0,52,28,430,15.36,0,0,0,0,0,0,0,0,430,2,83
60,209,Travaris Cadet,NOR,RB,27,15,1,0,0,0,0,4,19,54,40,281,7.03,0,0,0,0,0,19,0,4,281,4,94
27,210,Ryan Griffin,HOU,TE,26,16,5,0,0,0,0,0,0,74,50,442,8.84,1,1,0,0,0,0,0,0,442,2,104.2
61,211,Jeremy Langford,CHI,RB,25,12,3,0,0,0,0,62,200,27,19,142,7.47,2,2,0,0,0,200,4,62,142,0,73.2
28,212,Clive Walford,OAK,TE,25,15,8,0,0,0,0,0,0,52,33,359,10.88,0,0,0,0,0,0,0,0,359,3,86.9
89,213,Chris Conley,KAN,WR,24,16,11,0,0,0,0,0,0,69,44,530,12.05,1,0,0,0,0,0,0,0,530,0,97
37,214,Jared Goff,LAR,QB,22,7,7,112,205,1089,7,8,16,0,0,0,0,5,2,1089,5,205,16,1,8,0,0,53.16
90,215,Nelson Agholor,PHI,WR,23,15,14,0,0,0,0,5,14,69,36,365,10.14,1,0,0,0,0,14,0,5,365,2,85.9
38,216,Josh McCown,CLE,QB,37,5,3,90,165,1100,6,7,21,0,0,0,0,7,4,1100,6,165,21,0,7,0,0,50.1
29,217,Julius Thomas,JAX,TE,28,9,6,0,0,0,0,0,0,51,30,281,9.37,0,0,0,0,0,0,0,0,281,4,82.1
30,218,Garrett Celek,SFO,TE,28,16,6,0,0,0,0,0,0,50,29,350,12.07,2,1,0,0,0,0,0,0,350,3,80
91,219,Dorial Green-Beckham,PHI,WR,23,15,7,0,0,0,0,0,0,74,36,392,10.89,0,0,0,0,0,0,0,0,392,2,87.2
31,220,Jermaine Gresham,ARI,TE,28,16,14,0,0,0,0,0,0,61,37,391,10.57,1,0,0,0,0,0,0,0,391,2,88.1
92,221,Albert Wilson,KAN,WR,24,16,5,0,0,0,0,2,50,51,31,279,9,0,0,0,0,0,50,1,2,279,2,81.9
62,222,Alfred Blue,HOU,RB,25,14,2,0,0,0,0,100,420,16,12,40,3.33,2,1,0,0,0,420,1,100,40,0,62
93,223,Andrew Hawkins,CLE,WR,30,16,5,0,0,0,0,2,0,54,33,324,9.82,0,0,0,0,0,0,0,2,324,3,83.4
32,224,Dion Sims,MIA,TE,25,14,11,0,0,0,0,0,0,35,26,256,9.85,0,0,0,0,0,0,0,0,256,4,75.6
94,225,Eddie Royal,CHI,WR,30,9,1,0,0,0,0,0,0,43,33,369,11.18,2,0,0,0,0,0,0,0,369,2,81.9
95,226,Danny Amendola,NWE,WR,31,12,4,0,0,0,0,0,0,29,23,243,10.57,3,1,0,0,0,0,0,0,243,4,69.3
39,227,Jay Cutler,CHI,QB,33,5,5,81,137,1059,5,5,24,0,0,0,0,6,2,1059,4,137,24,0,5,0,0,46.76
33,228,Austin Hooper,ATL,TE,22,14,3,0,0,0,0,0,0,27,19,271,14.26,0,0,0,0,0,0,0,0,271,3,64.1
96,229,Russell Shepard,TAM,WR,26,14,4,0,0,0,0,1,9,40,23,341,14.83,0,0,0,0,0,9,0,1,341,2,70
63,230,Fozzy Whittaker,CAR,RB,27,16,0,0,0,0,0,57,265,33,25,226,9.04,1,1,0,0,0,265,0,57,226,0,72.1
97,231,Brandon Coleman,NOR,WR,24,16,4,0,0,0,0,0,0,38,26,281,10.81,0,0,0,0,0,0,0,0,281,3,72.1
34,232,Will Tye,NYG,TE,25,16,10,0,0,0,0,0,0,70,48,395,8.23,0,0,0,0,0,0,0,0,395,1,93.5
64,233,Jamize Olawale,OAK,RB,27,16,7,0,0,0,0,17,47,14,12,227,18.92,0,0,0,0,0,47,2,17,227,1,57.4
98,234,Torrey Smith,SFO,WR,27,12,12,0,0,0,0,0,0,49,20,267,13.35,0,0,0,0,0,0,0,0,267,3,64.7
99,235,Justin Hardy,ATL,WR,25,16,3,0,0,0,0,0,0,31,21,203,9.67,0,0,0,0,0,0,0,0,203,4,65.3
65,236,C.J. Prosise,SEA,RB,22,6,2,0,0,0,0,30,172,19,17,208,12.24,0,0,0,0,0,172,1,30,208,0,61
100,237,Aldrick Robinson,ATL,WR,28,16,1,0,0,0,0,0,0,32,20,323,16.15,0,0,0,0,0,0,0,0,323,2,64.3
66,238,Charles Sims,TAM,RB,26,7,2,0,0,0,0,51,149,32,24,190,7.92,1,1,0,0,0,149,1,51,190,1,67.9
101,239,Justin Hunter,2TM,WR,25,13,5,0,0,0,0,0,0,23,10,189,18.9,0,0,0,0,0,0,0,0,189,4,52.9
35,240,Jared Cook,GNB,TE,29,10,5,0,0,0,0,0,0,51,30,377,12.57,1,1,0,0,0,0,0,0,377,1,71.7
67,241,Justin Forsett,3TM,RB,31,9,6,0,0,0,0,87,291,27,20,85,4.25,2,1,0,0,0,291,1,87,85,0,61.6
68,242,James Starks,GNB,RB,30,9,4,0,0,0,0,63,145,25,19,134,7.05,1,0,0,0,0,145,0,63,134,2,58.9
69,243,John Kuhn,NOR,RB,34,16,3,0,0,0,0,18,37,20,16,70,4.38,0,0,0,0,0,37,4,18,70,1,56.7
102,244,Quinton Patton,SFO,WR,26,14,14,0,0,0,0,0,0,63,37,408,11.03,1,0,0,0,0,0,0,0,408,0,77.8
70,245,Wendell Smallwood,PHI,RB,22,13,3,0,0,0,0,77,312,13,6,55,9.17,1,1,0,0,0,312,1,77,55,0,46.7
103,246,Brice Butler,DAL,WR,26,16,3,0,0,0,0,0,0,32,16,219,13.69,0,0,0,0,0,0,0,0,219,3,55.9
71,247,Aaron Ripkowski,GNB,RB,24,16,8,0,0,0,0,34,150,10,9,46,5.11,0,0,0,0,0,150,2,34,46,1,46.6
104,248,Kamar Aiken,BAL,WR,27,16,6,0,0,0,0,0,0,50,29,328,11.31,0,0,0,0,0,0,0,0,328,1,67.8
36,249,Trey Burton,PHI,TE,25,15,4,0,0,0,0,0,0,60,37,327,8.84,0,0,0,0,0,0,0,0,327,1,75.7
72,250,Eddie Lacy,GNB,RB,26,5,5,0,0,0,0,71,360,7,4,28,7,0,0,0,0,0,360,0,71,28,0,42.8
37,251,Richard Rodgers,GNB,TE,24,16,6,0,0,0,0,0,0,47,30,271,9.03,0,0,0,0,0,0,0,0,271,2,69.1
38,252,Jacob Tamme,ATL,TE,31,8,5,0,0,0,0,0,0,31,22,210,9.55,0,0,0,0,0,0,0,0,210,3,61
73,253,Dwayne Washington,DET,RB,22,12,2,0,0,0,0,90,265,15,10,62,6.2,0,0,0,0,0,265,1,90,62,0,48.7
105,254,Josh Bellamy,CHI,WR,27,16,2,0,0,0,0,4,37,38,19,282,14.84,0,0,0,0,0,37,0,4,282,1,56.9
39,255,Ladarius Green,PIT,TE,26,6,2,0,0,0,0,0,0,34,18,304,16.89,0,0,0,0,0,0,0,0,304,1,54.4
74,256,Dion Lewis,NWE,RB,26,7,5,0,0,0,0,64,283,24,17,94,5.53,1,0,0,0,0,283,0,64,94,0,54.7
40,257,Levine Toilolo,ATL,TE,25,16,11,0,0,0,0,0,0,19,13,264,20.31,0,0,0,0,0,0,0,0,264,2,51.4
75,258,Kyle Juszczyk,BAL,RB,25,16,7,0,0,0,0,5,22,49,37,266,7.19,0,0,0,0,0,22,1,5,266,0,71.8
76,259,Alfred Morris,DAL,RB,28,14,0,0,0,0,0,69,243,6,3,11,3.67,0,0,0,0,0,243,2,69,11,0,40.4
41,260,Erik Swoope,IND,TE,24,16,4,0,0,0,0,0,0,22,15,297,19.8,0,0,0,0,0,0,0,0,297,1,50.7
77,261,Kenyan Drake,MIA,RB,22,16,1,0,0,0,0,33,179,10,9,46,5.11,1,0,0,0,0,179,2,33,46,0,43.5
40,262,Jimmy Garoppolo,NWE,QB,25,6,2,43,63,502,0,10,6,1,1,3,3,2,1,502,4,63,6,0,10,3,0,35.98
106,263,Cobi Hamilton,PIT,WR,26,11,8,0,0,0,0,0,0,28,17,234,13.76,0,0,0,0,0,0,0,0,234,2,52.4
107,264,Darrius Heyward-Bey,PIT,WR,29,10,0,0,0,0,0,1,60,19,6,114,19,0,0,0,0,0,60,1,1,114,2,41.4
108,265,Paul Richardson,SEA,WR,24,15,0,0,0,0,0,1,5,36,21,288,13.71,0,0,0,0,0,5,0,1,288,1,56.3
109,266,Deonte Thompson,CHI,WR,27,16,6,0,0,0,0,0,0,36,22,249,11.32,1,1,0,0,0,0,0,0,249,2,56.9
41,267,Landry Jones,PIT,QB,27,8,2,53,86,558,2,6,-4,0,0,0,0,0,0,558,4,86,-4,0,6,0,0,33.92
110,268,Bryan Walters,JAX,WR,29,10,3,0,0,0,0,1,4,34,24,231,9.63,1,1,0,0,0,4,0,1,231,2,57.5
111,269,Geronimo Allison,GNB,WR,22,10,2,0,0,0,0,0,0,22,12,202,16.83,0,0,0,0,0,0,0,0,202,2,44.2
112,270,Corey Brown,CAR,WR,25,16,8,0,0,0,0,2,6,53,27,276,10.22,1,1,0,0,0,6,0,2,276,1,59.2
78,271,Corey Grant,JAX,RB,25,11,1,0,0,0,0,32,164,7,4,35,8.75,0,0,0,0,0,164,1,32,35,1,35.9
42,272,Bryce Petty,NYJ,QB,25,6,4,75,133,809,7,5,19,0,0,0,0,1,1,809,3,133,19,0,5,0,0,30.26
79,273,Peyton Barber,TAM,RB,22,15,1,0,0,0,0,55,223,6,5,28,5.6,0,0,0,0,0,223,1,55,28,0,36.1
113,274,Eric Decker,NYJ,WR,29,3,3,0,0,0,0,0,0,21,9,194,21.56,0,0,0,0,0,0,0,0,194,2,40.4
114,275,Andre Holmes,OAK,WR,28,16,2,0,0,0,0,0,0,25,14,126,9,0,0,0,0,0,0,0,0,126,3,44.6
115,276,Rod Streater,SFO,WR,28,16,2,0,0,0,0,0,0,27,18,191,10.61,0,0,0,0,0,0,0,0,191,2,49.1
116,277,Jordan Taylor,DEN,WR,24,16,0,0,0,0,0,0,0,25,16,209,13.06,1,1,0,0,0,0,0,0,209,2,46.9
42,278,Virgil Green,DEN,TE,28,12,11,0,0,0,0,0,0,37,22,237,10.77,0,0,0,0,0,0,0,0,237,1,51.7
80,279,Kenjon Barner,PHI,RB,26,13,0,0,0,0,0,27,129,11,5,42,8.4,0,0,0,0,0,129,2,27,42,0,34.1
43,280,C.J. Uzomah,CIN,TE,23,10,8,0,0,0,0,0,0,38,25,234,9.36,0,0,0,0,0,0,0,0,234,1,54.4
81,281,Cameron Artis-Payne,CAR,RB,26,3,3,0,0,0,0,36,144,1,1,11,11,0,0,0,0,0,144,2,36,11,0,28.5
43,282,Jacoby Brissett,NWE,QB,24,3,2,34,55,400,0,16,83,0,0,0,0,3,1,400,0,55,83,1,16,0,0,28.3
44,283,Nick Foles,KAN,QB,27,3,1,36,55,410,0,4,-4,0,0,0,0,0,0,410,3,55,-4,0,4,0,0,28
45,284,Paxton Lynch,DEN,QB,22,3,2,49,83,497,1,11,25,0,0,0,0,2,0,497,2,83,25,0,11,0,0,28.38
117,285,Tanner McEvoy,SEA,WR,23,14,0,1,1,43,0,0,0,11,9,140,15.56,0,0,43,0,1,0,0,0,140,2,36.72
82,286,Kerwynn Williams,ARI,RB,25,10,0,0,0,0,0,18,157,2,1,6,6,0,0,0,0,0,157,2,18,6,0,29.3
118,287,Jaron Brown,ARI,WR,26,7,2,0,0,0,0,0,0,22,11,187,17,0,0,0,0,0,0,0,0,187,1,35.7
119,288,Bennie Fowler,DEN,WR,25,13,0,0,0,0,0,0,0,24,11,145,13.18,0,0,0,0,0,0,0,0,145,2,37.5
83,289,DuJuan Harris,SFO,RB,28,10,1,0,0,0,0,38,138,9,8,115,14.38,2,2,0,0,0,138,0,38,115,1,35.3
120,290,Chester Rogers,IND,WR,22,14,2,0,0,0,0,0,0,34,19,273,14.37,2,0,0,0,0,0,0,0,273,0,46.3
84,291,Shane Vereen,NYG,RB,27,5,1,0,0,0,0,33,158,19,11,94,8.55,2,2,0,0,0,158,1,33,94,0,38.2
85,292,Kapri Bibbs,DEN,RB,23,12,0,0,0,0,0,29,129,4,2,75,37.5,0,0,0,0,0,129,0,29,75,1,28.4
86,293,Alex Collins,SEA,RB,22,11,0,0,0,0,0,31,125,11,11,84,7.64,2,1,0,0,0,125,1,31,84,0,35.9
44,294,Seth Devalve,CLE,TE,23,12,2,0,0,0,0,0,0,12,10,127,12.7,0,0,0,0,0,0,0,0,127,2,34.7
121,295,Jeff Janis,GNB,WR,25,16,1,0,0,0,0,2,38,19,11,93,8.45,0,0,0,0,0,38,1,2,93,1,36.1
45,296,Mychal Rivera,OAK,TE,26,13,2,0,0,0,0,0,0,25,18,192,10.67,0,0,0,0,0,0,0,0,192,1,43.2
87,297,Mike Tolbert,CAR,RB,31,16,2,0,0,0,0,35,114,15,10,72,7.2,0,0,0,0,0,114,0,35,72,1,34.6
46,298,Luke Willson,SEA,TE,26,11,6,0,0,0,0,0,0,21,15,129,8.6,0,0,0,0,0,0,0,0,129,2,39.9
88,299,Orleans Darkwa,NYG,RB,24,10,2,0,0,0,0,30,111,4,2,12,6,0,0,0,0,0,111,2,30,12,0,26.3
89,300,Kenneth Farrow,SDG,RB,23,13,2,0,0,0,0,60,192,16,13,70,5.38,2,1,0,0,0,192,0,60,70,0,37.2
47,301,Xavier Grimble,PIT,TE,24,13,2,0,0,0,0,0,0,21,11,118,10.73,0,0,0,0,0,0,0,0,118,2,34.8
122,302,Jalin Marshall,NYJ,WR,21,10,1,0,0,0,0,0,0,23,14,162,11.57,4,2,0,0,0,0,0,0,162,2,38.2
123,303,Charles Johnson,MIN,WR,27,16,7,0,0,0,0,0,0,37,20,232,11.6,0,0,0,0,0,0,0,0,232,0,43.2
48,304,Marcedes Lewis,JAX,TE,32,10,10,0,0,0,0,0,0,30,20,169,8.45,0,0,0,0,0,0,0,0,169,1,42.9
124,305,Ricardo Louis,CLE,WR,22,16,3,0,0,0,0,0,0,35,18,205,11.39,1,0,0,0,0,0,0,0,205,0,38.5
125,306,Jordan Norwood,DEN,WR,30,14,6,0,0,0,0,1,0,35,21,232,11.05,5,3,0,0,0,0,0,1,232,1,44.2
126,307,Andre Roberts,DET,WR,28,16,1,0,0,0,0,0,0,25,14,188,13.43,2,1,0,0,0,0,0,0,188,1,36.8
90,308,Ameer Abdullah,DET,RB,23,2,2,0,0,0,0,18,101,5,5,57,11.4,0,0,0,0,0,101,0,18,57,1,26.8
91,309,Ronnie Hillman,2TM,RB,25,8,1,0,0,0,0,41,131,15,7,93,13.29,0,0,0,0,0,131,0,41,93,0,29.4
49,310,Ben Koyack,JAX,TE,23,14,7,0,0,0,0,0,0,24,19,161,8.47,0,0,0,0,0,0,0,0,161,1,41.1
127,311,Roger Lewis,NYG,WR,23,13,1,0,0,0,0,0,0,19,7,97,13.86,0,0,0,0,0,0,0,0,97,2,28.7
128,312,Marquess Wilson,CHI,WR,24,3,1,0,0,0,0,0,0,16,9,160,17.78,0,0,0,0,0,0,0,0,160,1,31
129,313,Harry Douglas,TEN,WR,32,11,2,0,0,0,0,0,0,22,15,210,14,0,0,0,0,0,0,0,0,210,0,36
92,314,Lance Dunbar,DAL,RB,26,13,0,0,0,0,0,9,31,24,16,122,7.63,1,0,0,0,0,31,1,9,122,0,37.3
50,315,Darren Fells,ARI,TE,30,14,7,0,0,0,0,0,0,18,14,154,11,0,0,0,0,0,0,0,0,154,1,35.4
51,316,Josh Hill,NOR,TE,26,9,8,0,0,0,0,0,0,22,15,149,9.93,0,0,0,0,0,0,0,0,149,1,35.9
130,317,Vincent Jackson,TAM,WR,33,5,5,0,0,0,0,0,0,32,15,173,11.53,0,0,0,0,0,0,0,0,173,0,32.3
131,318,Andre Johnson,TEN,WR,35,8,4,0,0,0,0,0,0,22,9,85,9.44,0,0,0,0,0,0,0,0,85,2,29.5
52,319,Austin Seferian-Jenkins,2TM,TE,24,9,2,0,0,0,0,0,0,20,13,154,11.85,0,0,0,0,0,0,0,0,154,1,34.4
53,320,Darren Waller,BAL,TE,24,12,3,0,0,0,0,0,0,17,10,85,8.5,0,0,0,0,0,0,0,0,85,2,30.5
93,321,Danny Woodhead,SDG,RB,31,2,1,0,0,0,0,19,116,8,6,35,5.83,0,0,0,0,0,116,0,19,35,1,27.1
132,322,Cody Core,CIN,WR,22,8,4,0,0,0,0,0,0,27,17,200,11.76,0,0,0,0,0,0,0,0,200,0,37
54,323,Anthony Fasano,TEN,TE,32,16,10,0,0,0,0,0,0,13,8,83,10.38,0,0,0,0,0,0,0,0,83,2,28.3
94,324,Jonathan Grimes,HOU,RB,27,10,0,0,0,0,0,23,105,18,13,94,7.23,0,0,0,0,0,105,0,23,94,0,32.9
55,325,Demetrius Harris,KAN,TE,25,16,11,0,0,0,0,0,0,31,17,123,7.24,1,0,0,0,0,0,0,0,123,1,35.3
133,326,Freddie Martino,TAM,WR,25,13,0,0,0,0,0,0,0,11,8,142,17.75,0,0,0,0,0,0,0,0,142,1,28.2
95,327,Bobby Rainey,NYG,RB,29,15,0,0,0,0,0,17,63,25,20,153,7.65,1,1,0,0,0,63,0,17,153,0,39.6
134,328,Kevin White,CHI,WR,24,4,4,0,0,0,0,1,9,36,19,187,9.84,0,0,0,0,0,9,0,1,187,0,38.6
96,329,Benny Cunningham,LAR,RB,26,11,0,0,0,0,0,21,101,21,16,91,5.69,1,0,0,0,0,101,0,21,91,0,35.2
56,330,Ed Dickson,CAR,TE,29,16,8,0,0,0,0,0,0,19,10,134,13.4,0,0,0,0,0,0,0,0,134,1,29.4
135,331,Josh Huff,2TM,WR,25,10,2,0,1,0,0,4,15,23,16,113,7.06,0,0,0,0,1,15,0,4,113,1,34.8
136,332,Charone Peake,NYJ,WR,24,15,1,0,0,0,0,0,0,35,19,186,9.79,0,0,0,0,0,0,0,0,186,0,37.6
57,333,Jerell Adams,NYG,TE,24,13,2,0,0,0,0,0,0,21,16,122,7.63,1,0,0,0,0,0,0,0,122,1,34.2
137,334,Arrelious Benn,JAX,WR,28,15,0,0,0,0,0,0,0,10,5,116,23.2,0,0,0,0,0,0,0,0,116,1,22.6
138,335,Daniel Brown,2TM,WR,24,8,3,0,0,0,0,0,0,20,16,124,7.75,0,0,0,0,0,0,0,0,124,1,34.4
97,336,Ka'Deem Carey,CHI,RB,24,12,0,0,0,0,0,32,126,7,5,55,11,0,0,0,0,0,126,0,32,55,0,23.1
98,337,Andre Ellington,ARI,RB,27,16,0,0,0,0,0,34,96,19,12,85,7.08,0,0,0,0,0,96,0,34,85,0,30.1
46,338,Tom Savage,HOU,QB,26,3,2,46,73,461,0,6,12,0,0,0,0,1,1,461,0,73,12,0,6,0,0,17.64
47,339,Derek Anderson,CAR,QB,33,5,2,36,53,453,5,1,4,0,0,0,0,1,1,453,2,53,4,0,1,0,0,14.52
99,340,Reggie Bush,BUF,RB,31,13,0,0,0,0,0,12,-3,10,7,90,12.86,1,0,0,0,0,-3,1,12,90,0,21.7
58,341,MarQueis Gray,MIA,TE,27,16,7,0,0,0,0,0,0,17,14,174,12.43,0,0,0,0,0,0,0,0,174,0,31.4
48,342,Kevin Hogan,CLE,QB,24,4,0,14,26,104,2,8,105,0,0,0,0,0,0,104,0,26,105,1,8,0,0,16.66
100,343,Denard Robinson,JAX,RB,26,13,1,0,0,0,0,41,144,5,3,22,7.33,0,0,0,0,0,144,0,41,22,0,19.6
139,344,Brandon Tate,BUF,WR,29,15,1,0,0,0,0,3,48,12,8,117,14.63,0,0,0,0,0,48,0,3,117,0,24.5
49,345,Matt Cassel,TEN,QB,34,4,1,30,51,284,2,4,3,0,0,0,0,1,0,284,2,51,3,0,4,0,0,15.66
59,346,Brent Celek,PHI,TE,31,16,8,0,0,0,0,0,0,19,14,155,11.07,1,0,0,0,0,0,0,0,155,0,29.5
101,347,Josh Ferguson,IND,RB,23,16,0,0,0,0,0,15,20,26,20,136,6.8,1,0,0,0,0,20,0,15,136,0,35.6
102,348,Chris Johnson,ARI,RB,31,4,0,0,0,0,0,25,95,1,0,0,0,0,0,0,0,0,95,1,25,0,0,15.5
140,349,Braxton Miller,HOU,WR,24,10,6,0,0,0,0,3,0,28,15,99,6.6,0,0,0,0,0,0,0,3,99,1,30.9
103,350,Terron Ward,ATL,RB,24,5,0,0,0,0,0,31,151,2,1,11,11,0,0,0,0,0,151,0,31,11,0,17.2
60,351,Stephen Anderson,HOU,TE,23,13,0,0,0,0,0,0,0,16,11,93,8.45,0,0,0,0,0,0,0,0,93,1,26.3
141,352,Tyler Higbee,LAR,WR,23,16,7,0,0,0,0,0,0,29,11,85,7.73,0,0,0,0,0,0,0,0,85,1,25.5
142,353,Greg Salas,BUF,WR,28,2,1,0,0,0,0,0,0,6,4,89,22.25,0,0,0,0,0,0,0,0,89,1,18.9
143,354,Cecil Shorts,TAM,WR,29,9,5,0,0,0,0,0,0,27,11,152,13.82,0,0,0,0,0,0,0,0,152,0,26.2
104,355,Mack Brown,WAS,RB,25,9,0,0,0,0,0,8,82,1,1,-2,-2,0,0,0,0,0,82,1,8,-2,0,15
61,356,A.J. Derby,2TM,TE,25,10,3,0,0,0,0,0,0,20,16,160,10,1,1,0,0,0,0,0,0,160,0,30
62,357,Jeff Heuerman,DEN,TE,24,12,2,0,0,0,0,0,0,17,9,141,15.67,0,0,0,0,0,0,0,0,141,0,23.1
105,358,Akeem Hunt,HOU,RB,23,8,0,0,0,0,0,20,109,4,3,29,9.67,2,0,0,0,0,109,0,20,29,0,16.8
106,359,Andy Janovich,DEN,RB,23,11,5,0,0,0,0,4,33,7,5,44,8.8,0,0,0,0,0,33,1,4,44,0,18.7
63,360,Brandon Myers,TAM,TE,31,16,9,0,0,0,0,0,0,14,7,59,8.43,0,0,0,0,0,0,0,0,59,1,18.9
107,361,Walt Powell,BUF,RB,25,9,2,0,0,0,0,0,0,25,14,142,10.14,0,0,0,0,0,0,0,0,142,0,28.2
64,362,Larry Donnell,NYG,TE,28,14,6,0,0,0,0,0,0,22,15,92,6.13,1,1,0,0,0,0,0,0,92,1,28.2
108,363,Arian Foster,MIA,RB,30,4,2,0,0,0,0,22,55,10,6,78,13,1,0,0,0,0,55,0,22,78,0,19.3
65,364,Crockett Gillmore,BAL,TE,25,7,5,0,0,0,0,0,0,14,8,71,8.88,0,0,0,0,0,0,0,0,71,1,21.1
144,365,Chris Harper,SFO,WR,23,9,2,0,0,0,0,0,0,21,13,133,10.23,0,0,0,0,0,0,0,0,133,0,26.3
66,366,Nick O'Leary,BUF,TE,24,16,7,0,0,0,0,0,0,14,9,114,12.67,0,0,0,0,0,0,0,0,114,0,20.4
67,367,John Phillips,2TM,TE,29,16,7,0,0,0,0,0,0,15,10,72,7.2,0,0,0,0,0,0,0,0,72,1,23.2
109,368,C.J. Spiller,2TM,RB,29,6,0,0,0,0,0,6,18,13,6,50,8.33,1,0,0,0,0,18,0,6,50,1,18.8
145,369,Jaelen Strong,HOU,WR,22,8,2,0,0,0,0,0,0,24,14,131,9.36,0,0,0,0,0,0,0,0,131,0,27.1
146,370,Paul Turner,PHI,WR,23,4,2,0,0,0,0,0,0,14,9,126,14,0,0,0,0,0,0,0,0,126,0,21.6
147,371,Markus Wheaton,PIT,WR,25,3,2,0,0,0,0,0,0,9,4,51,12.75,0,0,0,0,0,0,0,0,51,1,15.1
148,372,Jarius Wright,MIN,WR,27,8,1,0,0,0,0,0,0,14,11,67,6.09,0,0,0,0,0,0,0,0,67,1,23.7
68,373,Jordan Cameron,MIA,TE,28,3,3,0,0,0,0,0,0,11,8,60,7.5,0,0,0,0,0,0,0,0,60,1,20
110,374,Mike Davis,SFO,RB,23,8,1,0,0,0,0,19,50,5,3,25,8.33,1,1,0,0,0,50,1,19,25,0,14.5
69,375,Rhett Ellison,MIN,TE,28,15,6,0,0,0,0,1,1,14,9,57,6.33,0,0,0,0,0,1,1,1,57,0,20.8
149,376,Brittan Golden,ARI,WR,28,12,1,0,0,0,0,0,0,14,8,82,10.25,1,1,0,0,0,0,0,0,82,1,20.2
70,377,Dominique Jones,MIA,TE,29,9,2,0,0,0,0,0,0,10,7,61,8.71,0,0,0,0,0,0,0,0,61,1,19.1
111,378,Jamaal Charles,KAN,RB,30,3,0,0,0,0,0,12,40,3,2,14,7,0,0,0,0,0,40,1,12,14,0,13.4
112,379,Patrick DiMarco,ATL,RB,27,16,8,0,0,0,0,0,0,10,7,52,7.43,0,0,0,0,0,0,0,0,52,1,18.2
150,380,T.J. Jones,DET,WR,24,3,0,0,0,0,0,0,0,14,5,93,18.6,0,0,0,0,0,0,0,0,93,0,14.3
71,381,Neal Sterling,JAX,TE,24,10,1,0,0,0,0,0,0,16,12,110,9.17,0,0,0,0,0,0,0,0,110,0,23
50,382,Charlie Whitehurst,CLE,QB,34,1,0,14,24,182,1,2,1,0,0,0,0,0,0,182,1,24,1,0,2,0,0,9.38
151,383,Lucky Whitehead,DAL,WR,24,15,1,0,0,0,0,10,82,3,3,48,16,3,1,0,0,0,82,0,10,48,0,14
113,384,Jonathan Williams,BUF,RB,22,11,0,0,1,0,0,27,94,2,1,0,0,2,2,0,0,1,94,1,27,0,0,12.4
152,385,Demarcus Ayers,PIT,WR,22,2,1,0,0,0,0,2,-12,13,6,53,8.83,0,0,0,0,0,-12,0,2,53,1,16.1
