Name,PPG,top12,top12b,College,Position,DraftSpot,Age,Birthdate,HT,WT,40,VERT,Bench,Broad,3Cone,Shuttle,SpeedScore,BMI,Season1,Season2,Season3,Season4,Season5,YPC1,YPC2,YPC3,YPC4,YPC5,BestYPC,CAR1,CAR2,CAR3,CAR4,CAR5,BestCAR,RCMS1,RCMS2,RCMS3,RCMS4,RCMS5,BestRCMS,RTDMS1,RTDMS2,RTDMS3,RTDMS4,RTDMS5,BestRTDMS,RY1,RY2,RY3,RY4,RY5,RYMS1,RYMS2,RYMS3,RYMS4,RYMS5,BestRYMS,Breakout Age,YPrec1,YPrec2,YPrec3,YPrec4,YPrec5,BestYPrec,RecYDMS1,RecYDMS2,RecYDMS3,RecYDMS4,RecYDMS5,BestRecYDMS,RecTDMS1,RecTDMS2,RecTDMS3,RecTDMS4,RecTDMS5,BestRecTDMS,DOM1,DOM2,DOM3,DOM4,DOM5,BestDOM,BKRY,BKRN,BPRY,BPRN,BKMS,"BPMS
"
Eric Ebron,North Carolina,8.2675,0,0,TE,10,0,0,76.0,250.0,4.6,32.0,24.0,120.0,0,0,111.67055577988933,30.42763157894737,0,2007,2008,2009,2010,3.0,0,0,0,0,3.0,2.0,0,0,0,0,2.0,0.004098360655737705,0,0,0,0,0.004098360655737705,0.0,0,0,0,0,0,7.0,0,0,0,0,0.003494757863205192,0,0,0,0,0.003494757863205192,19.394520424657685,20.0,15.0,15.0,0,0,20.0,0.06662375281622143,0.2172401807438304,0.3695404481579947,0,0,0.3695404481579947,0.04,0.16,0.12,0,0,0.16,0,0,0.06662375281622143,0.2172401807438304,0.3695404481579947,0.3695404481579947,0,0,0,0,0,"
"
Austin Seferian-Jenkins,Washington,6.652,0,0,TE,38,0,0,77.0,262.0,4.75,0,20.0,0,0,0,102.93352567890057,31.065272389947715,0,2007,2008,2009,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0,12.0,12.0,0,0,13.0,0.08089009171553149,0.14489795918367346,0.05830526043016326,0,0,0.14489795918367346,0.1,0.2,0.1509433962264151,0,0,0.2,0,0,0.08089009171553149,0.14489795918367346,0.05830526043016326,0.14489795918367346,0,0,0,0,0,"
"
Jace Amaro,Texas Tech,5.4941176470588236,0,0,TE,49,0,0,77.0,265.0,4.74,33.0,28.0,118.0,7.42,4.3,104.99352165248399,31.420981615786808,0,2007,2008,2009,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.183561424657682,8.0,16.0,12.0,0,0,16.0,0.013943248532289627,0.09696538643907066,0.36005326231691076,0,0,0.36005326231691076,0.06896551724137931,0.1,0.25,0,0,0.25,0,0,0.013943248532289627,0.09696538643907066,0.36005326231691076,0.36005326231691076,0,0,0,0,0,"
"
Troy Niklas,Notre Dame,1.0423076923076924,0,0,TE,52,0,0,78.0,270.0,4.84,32.0,27.0,114.0,7.57,4.55,98.40390051299065,31.198224852071004,0,2007,2008,2009,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0,15.0,0,0,0,15.0,0.02653927813163482,0.1769094138543517,0,0,0,0.1769094138543517,0.07692307692307693,0.22727272727272727,0,0,0,0.22727272727272727,0,0,0,0.02653927813163482,0.1769094138543517,0.1769094138543517,0,0,0,0,0,"
"
C.J. Fiedorowicz,Iowa,4.008695652173913,0,0,TE,65,0,0,77.0,265.0,4.76,31.5,25.0,116.0,7.1,4.26,103.24001493991634,31.420981615786808,0,2007,2008,2009,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,9.0,10.0,0,0,10.0,0.0295837023914969,0.09410997609215388,0.06085894565438632,0,0,0.09410997609215388,0.07692307692307693,0.029411764705882353,0.1875,0,0,0.1875,0,0,0.0295837023914969,0.09410997609215388,0.06085894565438632,0.09410997609215388,4.0,1.0,0,0.011764705882352941,0,"
"
Richard Rodgers,California,5.8687499999999995,1,1,TE,98,0,0,76.0,257.0,4.87,31.5,16.0,116.0,7.23,4.47,91.37918369972198,31.279605263157894,0,2007,2008,2009,2010,1.0,0,0,0,0,1.0,7.0,0,0,0,0,7.0,0.016666666666666666,0,0,0,0,0.016666666666666666,0.0,0,0,0,0,0,9.0,0,0,0,0,0.005791505791505791,0,0,0,0,0.005791505791505791,0,14.0,15.0,0,0,0,15.0,0.13025780189959293,0.1804154302670623,0,0,0,0.1804154302670623,0.08333333333333333,0.047619047619047616,0,0,0,0.08333333333333333,0,0,0,0.13025780189959293,0.1804154302670623,0.1804154302670623,5.0,1.0,0,0.02,0,"
"
Crockett Gillmore,Colorado State,4.60625,0,0,TE,99,0,0,78.0,260.0,4.89,33.5,0,120.0,7.42,4.44,90.94271325534348,30.042735042735043,0,2007,2008,2009,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.791780424657645,10.0,13.0,12.0,0,0,13.0,0.2672758423757853,0.11642319610447101,0.18253717178108195,0,0,0.2672758423757853,0.5,0.13333333333333333,0.09090909090909091,0,0,0.5,0,0,0.2672758423757853,0.11642319610447101,0.18253717178108195,0.2672758423757853,0,0,0,0,0,"
"
Arthur Lynch,Georgia,0,0,0,TE,155,0,0,77.0,258.0,4.82,29.5,28.0,116.0,7.38,4.35,95.60080487530047,30.590993422162253,0,2007,2008,2009,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0,18.0,15.0,0,0,18.0,0.003888380603842635,0.08014131647452584,0.0549240157951418,0,0,0.08014131647452584,0.0,0.06521739130434782,0.08928571428571429,0,0,0.08928571428571429,0,0,0.003888380603842635,0.08014131647452584,0.0549240157951418,0.08014131647452584,0,0,0,0,0,"
"
Ted Bolser,Indiana,0,0,0,TE,217,0,0,0.0,0,0,0,0,0,0,0,NA,0,0,2007,2008,2009,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0,11.0,10.0,9.0,0,15.0,0.13392563343205002,0.07375949932945909,0.13529948312557008,0.09523809523809523,0,0.13529948312557008,0.25,0.1111111111111111,0.14285714285714285,0.2,0,0.25,0,0.13392563343205002,0.07375949932945909,0.13529948312557008,0.09523809523809523,0.13529948312557008,0,0,0,0,0,"
"
Maxx Williams,Minnesota,3.206896551724138,0,0,TE,55,0,0,76.0,249.0,4.78,34.5,17.0,117.0,7.3,4.37,95.39327439828241,30.30592105263158,0,2007,2008,2009,2010,7.0,0,0,0,0,7.0,1.0,0,0,0,0,1.0,0.0017391304347826088,0,0,0,0,0.0017391304347826088,0.0,0,0,0,0,0,7.0,0,0,0,0,0.002733307301835221,0,0,0,0,0.002733307301835221,19.389041424657535,16.0,15.0,0,0,0,16.0,0.276525198938992,0.4462745098039216,0,0,0,0.4462745098039216,0.7142857142857143,2.0,0,0,0,2.0,0,0,0,0.276525198938992,0.4462745098039216,0.4462745098039216,29.0,2.0,0,0.05263157894736842,0,"
"
Tyler Kroft,Rutgers,3.7717391304347827,1,1,TE,85,0,0,77.0,246.0,4.75,0,17.0,0,0,0,96.64750884354785,29.16815651880587,0,2007,2008,2009,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.87945242465753,19.0,13.0,11.0,0,0,19.0,0.0222473604826546,0.23012048192771084,0.10003718854592786,0,0,0.23012048192771084,0.045454545454545456,0.2222222222222222,0.0,0,0,0.2222222222222222,0,0,0.0222473604826546,0.23012048192771084,0.10003718854592786,0.23012048192771084,0,0,0,0,0,"
"
Jeff Heuerman,Ohio State,2.2423076923076923,0,0,TE,92,0,0,77.0,254.0,4.81,0,26.0,0,0,0,94.9037573058313,30.116714454376794,0,2007,2008,2009,2010,6.0,0,0,0,0,6.0,1.0,0,0,0,0,1.0,0.0016051364365971107,0,0,0,0,0.0016051364365971107,0.0,0,0,0,0,0,6.0,0,0,0,0,0.001379310344827586,0,0,0,0,0.001379310344827586,0,25.0,11.0,17.0,12.0,0,25.0,0.015375153751537515,0.045105566218809984,0.1957983193277311,0.05914285714285714,0,0.1957983193277311,0.0,0.0625,0.11764705882352941,0.05,0,0.11764705882352941,0,0.015375153751537515,0.045105566218809984,0.1957983193277311,0.05914285714285714,0.1957983193277311,13.0,1.0,0,0.03571428571428571,0,"
"
Blake Bell,Oklahoma,1.275,0,0,TE,117,0,0,78.0,252.0,4.8,33.0,14.0,116.0,6.85,4.32,94.9435763888889,29.118343195266274,0,2007,2008,2009,2010,3.0,3.0,3.0,2.0,0,3.0,44.0,60.0,75.0,2.0,0,75.0,0.052318668252080855,0.06430868167202572,0.07225433526011561,0.0019011406844106464,0,0.07225433526011561,0.19696969696969696,0.16923076923076924,0.0,0.0,0,0.19696969696969696,171.0,201.0,255.0,4.0,0,0.03853086976115367,0.03955914190120055,0.0487851540080352,0.0007611798287345385,0,0.0487851540080352,0,13.0,0,0,0,0,13.0,0.03831006086645184,0,0,0,0,0.03831006086645184,0.125,0,0,0,0,0.125,0,0,0,0,0.03831006086645184,0.03831006086645184,0,0,0,0,0,"
"
C.J. Uzomah,Auburn,2.793103448275862,0,0,TE,157,0,0,0.0,0,0,0,0,0,0,0,NA,0,0,2007,2008,2009,2010,1.0,0,0,0,0,1.0,1.0,0,0,0,0,1.0,0.0016611295681063123,0,0,0,0,0.0016611295681063123,0.0,0,0,0,0,0,1.0,0,0,0,0,0.0002998500749625187,0,0,0,0,0.0002998500749625187,0,19.0,14.0,13.0,0,0,19.0,0.07802639127940333,0.06790123456790123,0.0510743219443466,0,0,0.07802639127940333,0.14285714285714285,0.17647058823529413,0.15,0,0,0.17647058823529413,0,0,0.07802639127940333,0.06790123456790123,0.0510743219443466,0.07802639127940333,38.0,1.0,0,0.02857142857142857,0,"
"
Jesse James,Penn State,5.215000000000001,0,0,TE,160,0,0,79.0,261.0,4.83,37.5,26.0,121.0,7.53,4.5,95.91399487596581,29.39961544624259,0,2007,2008,2009,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.0,13.0,10.0,0,0,18.0,0.09178583305620219,0.11991357580122435,0.15011372251705837,0,0,0.15011372251705837,0.2631578947368421,0.16666666666666666,0.3,0,0,0.3,0,0,0.09178583305620219,0.11991357580122435,0.15011372251705837,0.15011372251705837,0,0,0,0,0,"
"
Nick O'Leary,Florida State,2.551428571428571,0,0,TE,194,0,0,75.0,252.0,4.93,30.5,21.0,110.0,7.4,4.5,85.3184308292889,31.4944,0,2007,2008,2009,2010,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.037037037037037035,0,0,0,0,0.037037037037037035,0.0,0,0,0,0,0.0,0,0,0,0,0,0,13.0,12.0,16.0,12.0,0,16.0,0.051621026125275415,0.07289557419728088,0.14407656492498708,0.17743324720068906,0,0.17743324720068906,0.041666666666666664,0.14285714285714285,0.2,0.3,0,0.3,0,0.051621026125275415,0.07289557419728088,0.14407656492498708,0.17743324720068906,0.17743324720068906,0,0,0,0,0,"
"
Malcolm Johnson,Mississippi State,0.6894736842105263,0,0,TE,195,0,0,0.0,0,0,0,0,0,0,0,NA,0,0,2007,2008,2009,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.0,17.0,13.0,13.0,0,18.0,0.09545875810936053,0.05856164383561644,0.14029422317904558,0.11624349954114407,0,0.14029422317904558,0.1875,0.07692307692307693,0.125,0.10714285714285714,0,0.1875,0,0.09545875810936053,0.05856164383561644,0.14029422317904558,0.11624349954114407,0.14029422317904558,7.0,1.0,0,0.023809523809523808,0,"
"
Randall Telfer,USC,0.3,0,0,TE,198,0,0,76.0,250.0,4.83,0,20.0,0,0,0,91.87164260149981,30.42763157894737,0,2007,2008,2009,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,8.0,13.0,9.0,0,13.0,0.08381946576604236,0.028011204481792718,0.025145067698259187,0.053839846952719324,0,0.08381946576604236,0.14705882352941177,0.11428571428571428,0.05263157894736842,0.05405405405405406,0,0.14705882352941177,0,0.08381946576604236,0.028011204481792718,0.025145067698259187,0.053839846952719324,0.08381946576604236,2.0,1.0,0,0.024390243902439025,0,"
"
A.J. Derby,Arkansas,4.066666666666667,0,0,TE,202,0,0,0.0,0,0,0,0,0,0,0,NA,0,0,2007,2008,2009,2010,0.0,0,0,0,0,0,6.0,1.0,0,0,0,6.0,0.005836575875486381,0.0008865248226950354,0,0,0,0.005836575875486381,0.0,0.0,0,0,0,0,2.0,0,0,0,0,0.0003811701924909472,0.0,0,0,0,0.0003811701924909472,0,13.0,0,0,0,0,13.0,0.054841628959276016,0,0,0,0,0.054841628959276016,0.06976744186046512,0,0,0,0,0.06976744186046512,0,0,0,0,0.054841628959276016,0.054841628959276016,0,0,0,0,0,"
"
Ben Koyack,Notre Dame,1.6633333333333336,0,0,TE,229,0,0,77.0,255.0,4.79,0,0,0,0,0,96.87865984597897,30.235284196323157,0,2007,2008,2009,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,13.0,17.0,10.0,0,17.0,0.0015248551387618177,0.013626834381551363,0.054423933800127305,0.09340011785503831,0,0.09340011785503831,0.0,0.0,0.125,0.07142857142857142,0,0.125,0,0.0015248551387618177,0.013626834381551363,0.054423933800127305,0.09340011785503831,0.09340011785503831,0,1.0,0,0.022222222222222223,0,"
"
Geoff Swaim,Texas,0.6571428571428571,0,0,TE,246,0,0,0.0,0,0,0,0,0,0,0,NA,0,0,2007,2008,2009,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,7.0,0,0,0,7.0,0.0008094357076780758,0.004510309278350515,0,0,0,0.004510309278350515,0.0,0.007874015748031496,0,0,0,0.007874015748031496,0,0,0,0.0008094357076780758,0.004510309278350515,0.004510309278350515,0,0,0,0,0,"
"
Gerald Christian,Louisville,0.7999999999999999,0,0,TE,256,0,0,75.0,244.0,4.87,0,28.0,0,7.62,4.7,86.75689036082554,30.494577777777778,0,2007,2008,2009,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.0,12.0,0,0,0,15.0,0.11652078774617068,0.13092396863279918,0,0,0,0.13092396863279918,0.13793103448275862,0.3125,0,0,0,0.3125,0,0,0,0.11652078774617068,0.13092396863279918,0.13092396863279918,0,0,0,0,0,"
"
Hunter Henry,Arkansas,8.851724137931036,2,1,TE,35,0,0,77.0,250.0,4.79,0,13.0,0,0,0,94.97907828037154,29.642435486591328,0,2007,2008,2009,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0,13.0,14.0,0,0,14.0,0.10214785214785214,0.09651928504233302,0.1358455882352941,0,0,0.1358455882352941,0.16,0.045454545454545456,0.058823529411764705,0,0,0.16,0,0,0.10214785214785214,0.09651928504233302,0.1358455882352941,0.1358455882352941,0,0,0,0,0,"
"
Austin Hooper,Stanford,7.493478260869565,1,1,TE,81,0,0,76.0,254.0,4.72,33.0,19.0,117.0,7.0,4.32,102.35185491296333,30.914473684210527,0,2007,2008,2009,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.841095424657624,12.0,12.0,0,0,0,12.0,0.20048212133386903,0.1733280569845667,0,0,0,0.20048212133386903,0.1111111111111111,0.25,0,0,0,0.25,0,0,0,0.20048212133386903,0.1733280569845667,0.20048212133386903,0,0,0,0,0,"
"
Nick Vannett,Ohio State,2.8333333333333335,0,0,TE,94,0,0,78.0,257.0,4.76,30.5,17.0,111.0,7.05,4.2,100.12333524361698,29.696088099934254,0,2007,2008,2009,2010,0,0,0,0,0,0,1.0,0,0,0,0,1.0,0.001841620626151013,0,0,0,0,0.001841620626151013,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,13.0,10.0,11.0,8.0,0,13.0,0.059854014598540145,0.028922631959508314,0.06309148264984227,0.07064980375054514,0,0.07064980375054514,0.0,0.02702702702702703,0.13513513513513514,0.0,0,0.13513513513513514,0,0.059854014598540145,0.028922631959508314,0.06309148264984227,0.07064980375054514,0.07064980375054514,0,0,0,0,0,"
"
Tyler Higbee,Western Kentucky,3.15,0,0,TE,110,0,0,78.0,249.0,4.77,0,0,0,0,0,96.19573706265128,28.771696252465485,0,2007,2008,2009,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.0,13.0,15.0,14.0,0,46.0,0.04801670146137787,0.05680672268907563,0.04961173425366695,0.12112736660929432,0,0.12112736660929432,0.1,0.07142857142857142,0.08888888888888889,0.19047619047619047,0,0.19047619047619047,0,0.04801670146137787,0.05680672268907563,0.04961173425366695,0.12112736660929432,0.12112736660929432,0,0,16.0,0,0.05263157894736842,"
"
Jerell Adams,South Carolina,1.7724137931034485,0,0,TE,184,0,0,77.0,247.0,4.64,32.5,0,117.0,7.05,4.31,106.57492279412287,29.286726260752236,0,2007,2008,2009,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.668493424657527,22.0,14.0,13.0,15.0,0,22.0,0.029950083194675542,0.060051380860629416,0.08249556475458308,0.20347994200096664,0,0.20347994200096664,0.03571428571428571,0.07142857142857142,0.037037037037037035,0.21428571428571427,0,0.21428571428571427,0,0.029950083194675542,0.060051380860629416,0.08249556475458308,0.20347994200096664,0.20347994200096664,0,0,0,0,0,"
"
Thomas Duarte,UCLA,0,0,0,TE,231,0,0,74.0,231.0,4.72,33.5,12.0,118.0,6.97,4.24,93.0837735625769,29.655405405405407,0,2007,2008,2009,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.424657424657653,13.0,19.0,16.0,0,0,19.0,0.06993464052287582,0.1913536498936924,0.30235783633841884,0,0,0.30235783633841884,0.13636363636363635,0.2,0.7692307692307693,0,0,0.7692307692307693,0,0,0.06993464052287582,0.1913536498936924,0.30235783633841884,0.30235783633841884,0,0,0,0,0,"
"
O.J. Howard,Alabama,8.042105263157895,1,1,TE,19,0,0,78.0,251.0,4.51,30.0,22.0,121.0,6.85,4.16,121.33820043282697,29.002794214332678,0,2007,2008,2009,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.0,15.0,15.0,13.0,0,19.0,0.04487821154487821,0.04198966408268734,0.11572472126105345,0.10382132263130343,0,0.11572472126105345,0.045454545454545456,0.0,0.05714285714285714,0.07894736842105263,0,0.07894736842105263,0,0.04487821154487821,0.04198966408268734,0.11572472126105345,0.10382132263130343,0.11572472126105345,10.0,2.0,0,0.023809523809523808,0,"
"
Gerald Everett,South Alabama,5.024444444444445,0,0,TE,44,0,0,75.0,239.0,4.62,37.5,22.0,126.0,6.99,4.33,104.92041371152702,29.869688888888888,0,2007,2008,2009,2010,0.0,0,0,0,0,0,8.0,0,0,0,0,8.0,0.01702127659574468,0,0,0,0,0.01702127659574468,0.2222222222222222,0,0,0,0,0.2222222222222222,7.0,0,0,0,0,0.003510531594784353,0,0,0,0,0.003510531594784353,21.186301424657586,14.0,14.0,0,0,0,14.0,0.3161077515118197,0.2920570264765784,0,0,0,0.3161077515118197,1.1428571428571428,0.36363636363636365,0,0,0,1.1428571428571428,0,0,0,0.3161077515118197,0.2920570264765784,0.3161077515118197,0,0,0,0,0,"
"
Jonnu Smith,Florida International,4.76,0,0,TE,100,0,0,75.0,248.0,4.62,38.0,22.0,127.0,0,4.18,108.87139163371842,30.99448888888889,0,2007,2008,2009,2010,5.0,0,0,0,0,5.0,1.0,0,0,0,0,1.0,0.002364066193853428,0,0,0,0,0.002364066193853428,0.0,0,0,0,0,0,5.0,0,0,0,0,0.002733734281027884,0,0,0,0,0.002733734281027884,18.027397424657693,9.0,11.0,11.0,12.0,0,12.0,0.29283018867924526,0.5436447166921899,0.16157916157916158,0.22854561878952123,0,0.5436447166921899,0.3333333333333333,1.1428571428571428,0.2222222222222222,0.26666666666666666,0,1.1428571428571428,0,0.29283018867924526,0.5436447166921899,0.16157916157916158,0.22854561878952123,0.5436447166921899,0.0,1.0,0,0.022727272727272728,0,"
"
Michael Roberts,Toledo,1.982608695652174,0,0,TE,127,0,0,76.0,270.0,4.86,30.0,0,110.0,7.05,4.51,96.79405468924487,32.86184210526316,0,2007,2008,2009,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.0,11.0,11.0,0,0,16.0,0.02175368139223561,0.0835117773019272,0.1455091455091455,0,0,0.1455091455091455,0.09090909090909091,0.2,0.5333333333333333,0,0,0.5333333333333333,0,0,0.02175368139223561,0.0835117773019272,0.1455091455091455,0.1455091455091455,0,0,0,0,0,"
"
Jake Butt,Michigan,5.5,0,0,TE,145,0,0,77.0,246.0,0,0,0,0,0,0,NA,29.16815651880587,0,2007,2008,2009,2010,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,2.0,0,0,0,0,0.0001958672020370189,0,0,0,0,0.0001958672020370189,0,11.0,10.0,12.0,11.0,0,12.0,0.0178979436405179,0.015463539758153169,0.040717220769518114,0.0344501230361537,0,0.040717220769518114,0.024096385542168676,0.02,0.02564102564102564,0.034482758620689655,0,0.034482758620689655,0,0.0178979436405179,0.015463539758153169,0.040717220769518114,0.0344501230361537,0.040717220769518114,0,0,0,0,0,"
"
George Kittle,Iowa,13.015555555555556,2,1,TE,146,0,0,76.0,247.0,4.52,35.0,18.0,132.0,0,0,118.35134823187973,30.0625,0,2007,2008,2009,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.0,25.0,14.0,14.0,0,25.0,0.02115987460815047,0.00411793773678142,0.054841149773071106,0.06559431794443284,0,0.06559431794443284,0.0,0.0,0.20689655172413793,0.11764705882352941,0,0.20689655172413793,0,0.02115987460815047,0.00411793773678142,0.054841149773071106,0.06559431794443284,0.06559431794443284,2.0,1.0,0,0.013888888888888888,0,"
"
Jordan Leggett,Clemson,2.0933333333333333,0,0,TE,150,0,0,77.0,258.0,0,33.0,18.0,114.0,7.12,4.33,NA,30.590993422162253,0,2007,2008,2009,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0,11.0,13.0,16.0,0,16.0,0.04236880115551276,0.049630086313193586,0.1363990646921278,0.17212347988774557,0,0.17212347988774557,0.05405405405405406,0.045454545454545456,0.2962962962962963,0.18421052631578946,0,0.2962962962962963,0,0.04236880115551276,0.049630086313193586,0.1363990646921278,0.17212347988774557,0.17212347988774557,12.0,2.0,0,0.07407407407407407,0,"
"
Jeremy Sprinkle,Arkansas,1.872093023255814,0,0,TE,154,0,0,77.0,252.0,4.69,29.0,0,116.0,0,0,104.16916083385566,29.879574970484065,0,2007,2008,2009,2010,1.0,4.0,0,0,0,4.0,1.0,1.0,0,0,0,1.0,0.0009727626459143969,0.0009099181073703367,0,0,0,0.0009727626459143969,0.0,0.0,0,0,0,0,1.0,4.0,0,0,0,0.0001905850962454736,0.0006974716652136007,0,0,0,0.0006974716652136007,0,17.0,12.0,14.0,11.0,0,17.0,0.015650172612197928,0.014623955431754874,0.06718480138169257,0.06104417670682731,0,0.06718480138169257,0.0,0.022222222222222223,0.125,0.09302325581395349,0,0.125,0,0.015650172612197928,0.014623955431754874,0.06718480138169257,0.06104417670682731,0.06718480138169257,0,0,0,0,0,"
"
Bucky Hodges,Virginia Tech,0,0,0,TE,201,0,0,78.0,257.0,4.57,39.0,18.0,134.0,0,4.45,117.8415153925999,29.696088099934254,0,2007,2008,2009,2010,2.0,5.0,4.0,0,0,5.0,7.0,5.0,9.0,0,0,9.0,0.013779527559055118,0.009380863039399626,0.014106583072100314,0,0,0.014106583072100314,0.0,0.05263157894736842,0.0,0,0,0.05263157894736842,20.0,27.0,42.0,0,0,0.010293360782295419,0.012471131639722863,0.0157244477723699,0,0,0.0157244477723699,19.065753424657714,11.0,13.0,14.0,0,0,14.0,0.22721382289416847,0.2202826267664173,0.2322689075630252,0,0,0.2322689075630252,0.5833333333333334,0.3333333333333333,0.2916666666666667,0,0,0.5833333333333334,0,0,0.22721382289416847,0.2202826267664173,0.2322689075630252,0.2322689075630252,0,0,0.0,0,0.021739130434782608,"
"
Mason Schreck,Buffalo,0.0,0,0,TE,251,0,0,0.0,0,0,0,0,0,0,0,NA,0,0,2007,2008,2009,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.824657424657516,8.0,10.0,10.0,11.0,0,11.0,0.05231316725978648,0.03843364757070341,0.07499102978112666,0.37094017094017095,0,0.37094017094017095,0.08695652173913043,0.0,0.0,0.5714285714285714,0,0.5714285714285714,0,0.05231316725978648,0.03843364757070341,0.07499102978112666,0.37094017094017095,0.37094017094017095,0,0,0,0,0,"
"
Hayden Hurst,South Carolina,4.007142857142857,0,0,TE,25,0,0,76.0,250.0,4.67,31.5,0,120.0,7.19,4.37,105.12414632475489,30.42763157894737,0,2007,2008,2009,2010,4.0,3.0,0,0,0,4.0,2.0,9.0,0,0,0,9.0,0.004210526315789474,0.022222222222222223,0,0,0,0.022222222222222223,0.0,0.0625,0,0,0,0.0625,9.0,30.0,0,0,0,0.004907306434023991,0.018495684340320593,0,0,0,0.018495684340320593,23.02191742465766,13.0,12.0,12.0,0,0,13.0,0.044463087248322146,0.28584686774942,0.2501118568232662,0,0,0.28584686774942,0.0,0.09090909090909091,0.125,0,0,0.125,0,0,0.044463087248322146,0.28584686774942,0.2501118568232662,0.28584686774942,0,0,0,0,0,"
"
Mike Gesicki,Penn State,5.50625,1,1,TE,42,0,0,77.0,247.0,4.54,41.5,22.0,129.0,6.76,4.1,116.27960223846479,29.286726260752236,0,2007,2008,2009,2010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.912328424657517,10.0,9.0,14.0,9.0,0,14.0,0.03904109589041096,0.04693954187007135,0.2285425782564793,0.17544406357120598,0,0.2285425782564793,0.0,0.05263157894736842,0.20833333333333334,0.391304347826087,0,0.391304347826087,0,0.03904109589041096,0.04693954187007135,0.2285425782564793,0.17544406357120598,0.2285425782564793,0,0,0,0,0,"
"
