Name,College,PPRPPG,logPPRPPG,Position,DraftSpot,top20,Age,Birthdate,HT,WT,40,VERT,Bench,Broad,3Cone,Shuttle,SpeedScore,BMI,Season1,Season2,Season3,Season4,Season5,YPC1,YPC2,YPC3,YPC4,YPC5,BestYPC,CAR1,CAR2,CAR3,CAR4,CAR5,BestCAR,RCMS1,RCMS2,RCMS3,RCMS4,RCMS5,BestRCMS,RTDMS1,RTDMS2,RTDMS3,RTDMS4,RTDMS5,BestRTDMS,RY1,RY2,RY3,RY4,RY5,RYMS1,RYMS2,RYMS3,RYMS4,RYMS5,BestRYMS,Breakout Age,YPrec1,YPrec2,YPrec3,YPrec4,YPrec5,BestYPrec,RecYDMS1,RecYDMS2,RecYDMS3,RecYDMS4,RecYDMS5,BestRecYDMS,RecTDMS1,RecTDMS2,RecTDMS3,RecTDMS4,RecTDMS5,BestRecTDMS,DOM1,DOM2,DOM3,DOM4,DOM5,BestDOM,BKRY,BKRN,BPRY,BPRN,BKMS,"BPMS
",,,,,,,,
Jay Ajayi,Boise State,10.29210526,1.012504219,RB,149,1,22.21369842,1993.452055,73,221,4.57,39,19,121,7.1,4.1,101.3345327,29.15425033,0,2006,2006,2006,2006,6,5,5,0,0,6,82,249,347,0,0,347,0.175213675,0.458563536,0.58714044,0,0,0.58714044,0.16,0.545454545,0.717948718,0,0,0.717948718,548,1425,1823,0,0,0.248300861,0.542031191,0.598293403,0,0,0.598293403,20.21369842,14,10,10,0,0,14,0.004849325,0.065486726,0.157770569,0,0,0.157770569,0,0.037037037,0.173913043,0,0,0.173913043,0.127322157,0.313236972,0.386937972,0,0,0.386937972,16,1,0,0.038461538,0,,,,,,,,,
Carlos Hyde,Ohio State,10.16176471,1.006969135,RB,57,1,23.94521342,1990.72054,73,230,4.62,34.5,19,114,NA,NA,100.9694358,30.34152749,0,2006,2006,2006,2006,5,5,5,7,0,7,24,106,185,208,0,208,0.044859813,0.190990991,0.340699816,0.333868379,0,0.340699816,0,0.3,0.432432432,0.333333333,0,0.432432432,141,566,970,1521,0,0.048839626,0.22513922,0.32594086,0.349655172,0,0.349655172,0,7,6,9,0,0,9,0.04626109,0.023977433,0.054464617,0,0,0.054464617,0,0.0625,0.085714286,0,0,0.085714286,0.127088305,0.171538978,0.191724138,0,0,0.191724138,47,2,0,0.05,0,,,,,,,,,
Sony Michel,Georgia,10.05862069,1.002538431,RB,31,0,23.53698642,1995.128767,71,214,4.54,NA,22,NA,NA,4.21,100.7442708,29.84368181,0,2006,2006,2006,2006,6,5,5,7,0,7,64,219,152,156,0,219,0.027027027,0.1095,0.075810474,0.065408805,0,0.1095,0.032679739,0.074074074,0.051282051,0.155339806,0,0.155339806,410,1161,840,1227,0,0.029323416,0.105660721,0.088244564,0.106844305,0,0.106844305,0,15,10,6,10,0,15,0.011752966,0.030765725,0.016843771,0.011922504,0,0.030765725,0.013888889,0.052631579,0.018518519,0.017857143,0,0.052631579,0.018452296,0.065116491,0.051948734,0.057601881,0,0.065116491,37,3,0,0.021276596,0,,,,,,,,,
Tevin Coleman,Indiana,10.035,1.001517377,RB,73,1,22.37808242,1993.287671,71,206,4.4,NA,22,NA,NA,NA,109.922478,28.72803015,0,2006,2006,2006,2006,4,7,7,0,0,7,51,131,270,0,0,270,0.129113924,0.293721973,0.500927644,0,0,0.500927644,0.047619048,0.48,0.517241379,0,0,0.517241379,225,958,2036,0,0,0.140889167,0.383506805,0.6380445,0,0,0.6380445,20.37808242,4,10,5,0,0,10,0.013297151,0.055348437,0.089923469,0,0,0.089923469,0,0,0,0,0,0,0.085785848,0.230384307,0.341115638,0,0,0.341115638,566,24,0,1.2,0,,,,,,,,,
Charles Sims,West Virginia,9.948387097,0.997752676,RB,69,1,23.95068542,1990.715068,73,214,4.48,37.5,17,126,7.16,4.3,106.2506787,28.23081254,0,2006,2006,2006,2006,5,0,0,0,0,5,208,0,0,0,0,208,0.495238095,0,0,0,0,0.495238095,0.611111111,0,0,0,0,0.611111111,1095,0,0,0,0,0.570015617,0,0,0,0,0.570015617,22.95068542,8,0,0,0,0,8,0.146137026,0,0,0,0,0.146137026,0.230769231,0,0,0,0,0.230769231,0.389380531,0,0,0,0,0.389380531,53,4,0,0.08,0,,,,,,,,,
Derrick Henry,Alabama,9.405531915,0.973383361,RB,45,1,22.65753442,1994.008219,75,247,4.54,37,22,130,7.2,4.38,116.2796022,30.86951111,0,2006,2006,2006,2006,10,5,5,0,0,10,36,172,395,0,0,395,0.038834951,0.157221207,0.358114234,0,0,0.358114234,0.056603774,0.215686275,0.549019608,0,0,0.549019608,382,990,2219,0,0,0.079170984,0.187962787,0.443002595,0,0,0.443002595,21.65753442,61,26,8,0,0,61,0.009835537,0.021047634,0.015928584,0,0,0.021047634,0.022222222,0.042553191,0,0,0,0.042553191,0.045906736,0.106607177,0.230584947,0,0,0.230584947,0,0,0,0,0,,,,,,,,,
James White,Wisconsin,8.951515152,0.951896551,RB,130,1,22.57534242,1992.090411,69,204,4.57,32,23,114,7.05,4.2,93.53956864,30.12224323,0,2006,2006,2006,2006,6,5,6,6,0,6,156,141,125,221,0,221,0.273204904,0.235785953,0.201288245,0.403284672,0,0.403284672,0.291666667,0.125,0.315789474,0.371428571,0,0.371428571,1052,713,806,1444,0,0.323493235,0.213729017,0.231742381,0.38424694,0,0.38424694,21.57534242,8,10,16,7,0,16,0.035129741,0.047923323,0.063922518,0.132625995,0,0.132625995,0,0,0.071428571,0.1,0,0.1,0.175276753,0.129346523,0.134847614,0.232038318,0,0.232038318,329,17,0,0.459459459,0,,,,,,,,,
Alex Collins,Arkansas,8.763888889,0.942696863,RB,171,0,22.01643842,1994.649315,70,217,4.59,28.5,18,113,NA,NA,97.77751316,31.13285714,0,2006,2006,2006,2006,5,5,5,0,0,5,190,204,271,0,0,271,0.184824903,0.180851064,0.246587807,0,0,0.246587807,0.088888889,0.179104478,0.303030303,0,0,0.303030303,1026,1100,1577,0,0,0.195540309,0.189622479,0.274978204,0,0,0.274978204,0,5,3,7,0,0,7,0.014482759,0.001546658,0.015614727,0,0,0.015614727,0,0,0,0,0,0,0.103773585,0.095586968,0.145771578,0,0,0.145771578,113,4,0,0.058823529,0,,,,,,,,,
Jamaal Williams,BYU,8.72826087,0.940927718,RB,134,0,22.5,1995.3,73,212,4.59,30,NA,123,7.25,4.53,95.52457507,27.9669732,2007,2007,2008,2008,2009,4,5,4,5,0,5,166,217,109,234,0,234,0.336714,0.33384615,0.19926874,0.43093923,0,0.43093923,0.54545455,0.29166667,0.14285714,0.42857143,0,0.54545455,775,1233,518,1375,0,0.38139764,0.34968803,0.2115149,0.52004539,0,0.52004539,0,11,6,5,11,0,11,0.10865816,0.04437345,0.01314318,0.03208985,0,0.10865816,0.04166667,0,0,0,0,0.04166667,0.07750984,0.01772547,0.00959575,0.01512859,0,0.07750984,11,1,0,0.02083333,0,,,,,,,,,
Kenneth Dixon,Louisiana Tech,8.711111111,0.940073553,RB,134,0,22.61095842,1994.054795,70,215,4.56,37.5,18,121,6.97,4.28,99.45098409,30.84591837,0,2006,2006,2006,2006,6,6,5,5,0,6,200,151,253,197,0,253,0.393700787,0.371007371,0.527083333,0.462441315,0,0.527083333,0.574468085,0.285714286,0.6875,0.703703704,0,0.703703704,1194,917,1299,1070,0,0.429187635,0.476363636,0.615931721,0.510983763,0,0.615931721,18.61095842,3,6,12,13,0,13,0.008385242,0.035609552,0.122338735,0.125066952,0,0.125066952,0.03125,0.111111111,0.25,0.333333333,0,0.333333333,0.220884256,0.26025974,0.399241347,0.367000955,0,0.399241347,0,0,0,0,0,,,,,,,,,
Stevan Ridley,LSU,8.41956522,0.925289665,RB,73,1,22.3,1989.07,71,225,4.65,36,18,118,6.78,4.21,96.24999203,31.3777028,2007,2007,2008,2008,2009,7,4,4,0,0,7,12,45,249,0,0,249,0.0244898,0.1056338,0.46804511,0,0,0.46804511,0.03703704,0.2,0.51724138,0,0,0.51724138,92,180,1147,0,0,0.04022737,0.10669828,0.45515873,0,0,0.45515873,0,5,5,0,0,0,5,0.01416309,0.03109072,0,0,0,0.03109072,0,0,0,0,0,0,0.00978068,0.01210317,0,0,0,0.01210317,0,0,0,0,0,,,,,,,,,
Ameer Abdullah,Nebraska,8.38125,0.923308795,RB,54,0,22.21917842,1993.446575,69,205,4.6,42.5,24,130,6.79,3.95,91.56985574,30.26990128,0,2006,2006,2006,2006,3,5,6,6,0,6,42,226,281,264,0,281,0.070707071,0.346625767,0.487001733,0.455958549,0,0.487001733,0.096774194,0.242424242,0.375,0.542857143,0,0.542857143,150,1137,1690,1611,0,0.052155772,0.318755257,0.595070423,0.511590981,0,0.595070423,20.21917842,11,7,8,12,0,12,0.005228137,0.065297139,0.099784946,0.108118971,0,0.108118971,0,0.090909091,0.086956522,0.142857143,0,0.142857143,0.027990264,0.184328567,0.338380282,0.298507463,0,0.338380282,763,26,209,1.368421053,2.5,,,,,,,,,
Roy Helu,Nebraska,8.355882353,0.921992317,RB,105,0,22.73424642,1988.931507,71,219,4.4,36.5,11,119,6.67,4.01,116.8593334,30.54096409,0,2007,2008,2008,2008,4,6,5,6,0,6,45,125,220,188,0,220,0.109223301,0.262054507,0.438247012,0.302250804,0,0.438247012,0,0.259259259,0.5,0.34375,0,0.5,209,803,1147,1245,0,0.114145276,0.359284116,0.538497653,0.355917667,0,0.538497653,19.73424642,8,10,7,9,0,10,0.010400416,0.078535577,0.064474254,0.022308438,0,0.078535577,0,0,0,0,0,0,0.067995631,0.239149888,0.304225352,0.184534019,0,0.304225352,0,0,0,0,0,,,,,,,,,
Nyheim Hines,NC State,8.3375,0.921035847,RB,104,0,21.85,1996.9,68.38,198,4.38,35.5,NA,121,6.9,4.27,107.5966485,30.49,2007,2007,2008,2008,2009,5,3,5,0,0,5,48,13,197,0,0,197,0.09022556,0.02579365,0.39637827,0,0,0.39637827,0.02777778,0,0.34285714,0,0,0.34285714,243,44,1112,0,0,0.09176737,0.02135922,0.47541684,0,0,0.47541684,0,12,12,5,0,0,12,0.10293526,0.18369489,0.04439252,0,0,0.18369489,0.05263158,0,0,0,0,0.05263158,0.04833837,0.12742718,0.03249252,0,0,0.12742718,920,35,135,5,2,,,,,,,,,
Shane Vereen,California,8.315384615,0.919882342,RB,56,1,22.33424642,1989.331507,70,210,4.49,34,31,115,6.95,4.28,103.3389219,30.12857143,0,2008,2008,2008,2009,5,5,5,0,0,5,142,183,231,0,0,231,0.33490566,0.396103896,0.551312649,0,0,0.551312649,0.181818182,0.444444444,0.684210526,0,0,0.684210526,715,952,1167,0,0,0.278210117,0.427672956,0.593289273,0,0,0.593289273,20.33424642,8,9,9,0,0,9,0.09839715,0.092040739,0.110465116,0,0,0.110465116,0.041666667,0.125,0.230769231,0,0,0.230769231,0.182101167,0.268643306,0.349771225,0,0,0.349771225,551,24,10,0.727272727,0.065217391,,,,,,,,,
Vick Ballard,Mississippi State,8.141176471,0.910687169,RB,170,0,22.12876742,1990.536986,70,219,4.59,33,23,115,7.03,4.19,98.67868839,31.41979592,0,2006,2006,2006,2006,5,6,0,0,0,6,186,193,0,0,0,193,0.305921053,0.381422925,0,0,0,0.381422925,0.678571429,0.526315789,0,0,0,0.678571429,968,1189,0,0,0,0.34204947,0.5116179,0,0,0,0.5116179,21.12876742,10,9,0,0,0,10,0.045729077,0.085898025,0,0,0,0.085898025,0.058823529,0.055555556,0,0,0,0.058823529,0.18975265,0.296041308,0,0,0,0.296041308,0,0,0,0,0,,,,,,,,,
Kenyan Drake,Alabama,8.125,0.90982337,RB,73,1,22.59726042,1994.068493,73,210,4.45,34.5,10,123,7.04,4.21,107.1048769,27.7031338,0,2006,2006,2006,2006,6,7,5,5,0,7,42,92,22,77,0,92,0.04,0.099244876,0.020109689,0.06980961,0,0.099244876,0.106382979,0.150943396,0.078431373,0.019607843,0,0.150943396,281,694,112,408,0,0.058371417,0.143834197,0.021264477,0.081453384,0,0.143834197,0,11,31,9,0,0,31,0.022030026,0.025266169,0.049927641,0,0,0.049927641,0.022222222,0.042553191,0.027777778,0,0,0.042553191,0.085906736,0.02572622,0.068277101,0,0,0.085906736,505,20,19,0.338983051,0.021276596,,,,,,,,,
Royce Freeman,Oregon,8.116666667,0.909377711,RB,71,0,22.51780842,1996.147945,71,229,4.54,34,17,118,6.9,4.16,107.8057851,31.93552866,0,2006,2006,2006,2006,5,6,5,6,0,6,252,283,168,244,0,283,0.252,0.255415162,0.179679144,0.234841193,0,0.255415162,0.295081967,0.34,0.169811321,0.275862069,0,0.34,1365,1836,945,1475,0,0.258229285,0.293572114,0.186464088,0.296900161,0,0.296900161,0,9,13,6,11,0,13,0.020168496,0.068693249,0.028097561,0.035193133,0,0.068693249,0.017241379,0.048780488,0.025,0,0,0.048780488,0.144059781,0.174608251,0.107438832,0.164955717,0,0.174608251,0,0,0,0,0,,,,,,,,,
Javorius Allen,USC,7.9925,0.902682645,RB,125,0,24.01369842,1991.652055,73,221,4.53,35.5,11,121,6.96,4.28,104.9613629,29.15425033,0,2006,2006,2006,2006,5,5,5,0,0,5,6,135,276,0,0,276,0.015424165,0.257142857,0.536964981,0,0,0.536964981,0,0.482758621,0.611111111,0,0,0.611111111,32,785,1489,0,0,0.015451473,0.302621434,0.656525573,0,0,0.656525573,23.01369842,11,11,0,0,0,11,0.086065574,0.134785168,0,0,0,0.134785168,0.052631579,0.026315789,0,0,0,0.052631579,0.199884348,0.429232804,0,0,0,0.429232804,0,0,0,0,0,,,,,,,,,
Zac Stacy,Vanderbilt,7.951428571,0.900445162,RB,160,0,22.39726042,1991.268493,68,216,4.55,33,27,122,6.7,4.17,100.7948076,32.83910035,0,2006,2006,2006,2006,4,5,5,5,0,5,107,66,201,207,0,207,0.240990991,0.162162162,0.411885246,0.407480315,0,0.411885246,0.25,0.230769231,0.538461538,0.4,0,0.538461538,478,331,1193,1141,0,0.243256997,0.19255381,0.549010584,0.519581056,0,0.549010584,20.39726042,10,3,5,20,0,20,0.042755344,0.017012228,0.048983364,0.079797587,0,0.079797587,0,0,0,0,0,0,0.139949109,0.105584642,0.298895536,0.306466302,0,0.306466302,9,1,37,0.018867925,0.15,,,,,,,,,
Jeremy Langford,Michigan State,7.814285714,0.892889286,RB,106,0,23.73698642,1991.928767,73,208,4.42,34.5,NA,118,7.22,4.32,108.9944171,27.43929443,0,2006,2006,2006,2006,2,4,5,0,0,5,9,292,276,0,0,292,0.018518519,0.537753223,0.477508651,0,0,0.537753223,0,0.782608696,0.5,0,0,0.782608696,23,1422,1522,0,0,0.011170471,0.571084337,0.4912847,0,0,0.571084337,21.73698642,5,5,0,0,0,5,0.0559316,0.018278302,0,0,0,0.0559316,0.045454545,0,0,0,0,0.045454545,0.317068273,0.255648806,0,0,0,0.317068273,0,0,0,0,0,,,,,,,,,
Matt Jones,Florida,7.644,0.883320678,RB,95,0,22.48767142,1993.178082,74,231,4.61,31.5,20,112,NA,4.2,102.2912001,29.65540541,0,2006,2006,2006,2006,5,4,4,0,0,5,52,79,166,0,0,166,0.022298456,0.034986714,0.074472858,0,0,0.074472858,0.027777778,0.023255814,0.070588235,0,0,0.070588235,275,339,817,0,0,0.026220442,0.037073491,0.087342313,0,0,0.087342313,0,3,5,5,0,0,5,0.000719062,0.001993303,0.005005776,0,0,0.005005776,0,0,0.011494253,0,0,0.011494253,0.013586957,0.019903762,0.047145606,0,0,0.047145606,0,0,0,0,0,,,,,,,,,
Bilal Powell,Louisville,7.58125,0.879740818,RB,126,0,22.84657542,1988.819178,70,207,4.51,NA,18,NA,NA,NA,100.0677589,29.69816327,0,2006,2006,2007,2007,7,4,3,6,0,7,24,75,108,229,0,229,0.05811138,0.167037862,0.258992806,0.495670996,0,0.495670996,0.090909091,0.111111111,0.266666667,0.647058824,0,0.647058824,187,354,392,1405,0,0.103429204,0.168091168,0.254876463,0.605603448,0,0.605603448,21.84657542,8,4,8,8,0,8,0.006130456,0.023311897,0.042845258,0.066835871,0,0.066835871,0,0,0,0.157894737,0,0.157894737,0.058628319,0.097815764,0.160923277,0.336853448,0,0.336853448,0,0,0,0,0,,,,,,,,,
Jacquizz Rodgers,Oregon State,7.510638298,0.875676847,RB,145,0,21.56712342,1990.09863,66,196,4.59,33,NA,113,7.31,4.26,88.31517318,31.63177227,0,2006,2006,2007,2007,4,5,4,0,0,5,259,273,256,0,0,273,0.539583333,0.630484988,0.677248677,0,0,0.677248677,0.523809524,0.807692308,0.777777778,0,0,0.807692308,1253,1440,1184,0,0,0.563906391,0.722891566,0.801082544,0,0,0.801082544,18.56712342,8,6,6,0,0,8,0.082608696,0.174116077,0.130632681,0,0,0.174116077,0.041666667,0.045454545,0.1875,0,0,0.1875,0.337533753,0.49246988,0.497631935,0,0,0.497631935,0,0,0,0,0,,,,,,,,,
Ronald Jones,USC,7.48,0.873901598,RB,38,1,21.07945242,1997.586301,71,205,4.65,36.5,NA,NA,NA,NA,87.69443718,28.5885737,0,2006,2006,2006,2006,6,6,5,0,0,6,153,177,261,0,0,261,0.297087379,0.349802372,0.480662983,0,0,0.480662983,0.307692308,0.666666667,0.655172414,0,0,0.666666667,987,1082,1550,0,0,0.389349112,0.40494012,0.588905775,0,0,0.588905775,18.07945242,5,6,13,0,0,13,0.010436179,0.021609326,0.04676169,0,0,0.04676169,0.034482759,0.03125,0.04,0,0,0.04,0.202366864,0.216691617,0.329977204,0,0,0.329977204,0,0,0,0,0,,,,,,,,,
Tre Mason,Auburn,7.472,0.873436863,RB,75,0,21.07123242,1993.594521,68,207,4.5,38.5,NA,126,NA,4.15,100.9602195,31.4708045,0,2006,2006,2006,2006,5,5,5,0,0,5,28,171,317,0,0,317,0.052631579,0.394919169,0.442119944,0,0,0.442119944,0.05,0.5,0.479166667,0,0,0.5,161,1002,1816,0,0,0.065155807,0.514902364,0.391716997,0,0,0.514902364,19.07123242,12,13,0,0,0,13,0.047964306,0.072155821,0,0,0,0.072155821,0,0.052631579,0,0,0,0.052631579,0.27954779,0.213438309,0,0,0,0.27954779,633,24,0,0.75,0,,,,,,,,,
Boston Scott,Louisiana Tech,7.453846154,0.872380425,RB,201,0,23.34794542,1995.317808,66,203,4.4,38.5,20,NA,NA,NA,108.3216652,32.8,0,2006,2006,2006,2006,3,8,7,5,0,8,1,34,70,182,0,182,0.002083333,0.079812207,0.167865707,0.367676768,0,0.367676768,0,0,0.2,0.363636364,0,0.363636364,3,275,515,1040,0,0.001422475,0.131327603,0.241784038,0.446160446,0,0.446160446,22.34794542,1,11,9,0,0,11,0.000238095,0.025191455,0.064275568,0,0,0.064275568,0,0,0.0625,0,0,0.0625,0.065902579,0.150234742,0.261904762,0,0,0.261904762,251,10,0,0.5,0,,,,,,,,,
Bo Scarbrough,Alabama,7.2,0.857332496,RB,236,0,23.92328742,1994.742466,73,228,4.52,40,14,129,NA,4.34,109.2473984,30.07768812,0,2006,2006,2006,2006,5,6,4,0,0,6,18,125,124,0,0,125,0.01631913,0.112815884,0.125633232,0,0,0.125633232,0.019607843,0.189655172,0.173913043,0,0,0.189655172,104,812,596,0,0,0.020762627,0.143920596,0.12458194,0,0,0.143920596,0,5,6,0,0,0,6,0.003489848,0.019967027,0,0,0,0.019967027,0,0,0,0,0,0,0.073909961,0.07368311,0,0,0,0.073909961,0,0,0,0,0,,,,,,,,,
Edwin Baker,Michigan State,7.166666667,0.855317205,RB,250,0,21.25205442,1991.413699,68,204,4.44,35,20,111,7.27,4.31,104.985249,31.01470588,0,2006,2006,2006,2006,5,5,3,0,0,5,85,207,170,0,0,207,0.208845209,0.481395349,0.354166667,0,0,0.481395349,0.0625,0.52,0.238095238,0,0,0.52,427,1201,665,0,0,0.235781336,0.549656751,0.333166333,0,0,0.549656751,19.25205442,6,7,12,0,0,12,0.012431339,0.007210751,0.017266187,0,0,0.017266187,0,0,0.04,0,0,0.04,0.129762562,0.2798627,0.181613226,0,0,0.2798627,38,2,0,0.037735849,0,,,,,,,,,
Devontae Booker,Utah,7.153333333,0.854508463,RB,136,0,24.26575342,1992.4,71,219,4.56,NA,22,NA,NA,NA,101.301235,30.54096409,0,2006,2006,2006,2006,5,4,0,0,0,5,292,268,0,0,0,292,0.275731822,0.258937198,0,0,0,0.275731822,0.23255814,0.239130435,0,0,0,0.239130435,1512,1261,0,0,0,0.296936371,0.276050788,0,0,0,0.296936371,0,7,8,0,0,0,8,0.060630077,0.067645182,0,0,0,0.067645182,0.052631579,0,0,0,0,0.052631579,0.178515318,0.17283275,0,0,0,0.178515318,57,3,0,0.049180328,0,,,,,,,,,
Montee Ball,Wisconsin,6.895238095,0.838549267,RB,58,0,22.73972642,1990.926027,70,214,4.66,32,15,118,6.88,4.4,90.76117345,30.70244898,0,2006,2006,2006,2006,4,6,6,5,0,6,98,163,307,356,0,356,0.171328671,0.285464098,0.513377926,0.573268921,0,0.573268921,0.121212121,0.375,0.6875,0.578947368,0,0.6875,391,996,1923,1830,0,0.146771772,0.306273063,0.576438849,0.526164462,0,0.576438849,20.73972642,10,8,12,7,0,12,0.034353996,0.051926978,0.102891728,0.033882353,0,0.102891728,0,0,0.214285714,0,0,0.214285714,0.090653153,0.172816728,0.334082734,0.273433007,0,0.334082734,15,1,0,0.020833333,0,,,,,,,,,
Mark Ingram,Alabama,6.716216216,0.827124669,RB,28,1,21.69589042,1989.969863,69,215,4.62,31.5,21,118,7.13,4.62,94.38447259,31.74648183,2008,2009,2010,2011,0,5,6,5,0,0,6,143,271,158,0,0,271,0.256272401,0.461669506,0.341991342,0,0,0.461669506,0.375,0.548387097,0.433333333,0,0,0.548387097,728,1658,875,0,0,0.279569892,0.535529716,0.363221254,0,0,0.535529716,19.69589042,7,10,13,0,0,13,0.023057216,0.145407053,0.090587857,0,0,0.145407053,0,0.214285714,0.043478261,0,0,0.214285714,0.15015361,0.321705426,0.240141137,0,0,0.321705426,19,1,0,0.025,0,,,,,,,,,
Mike Gillislee,Florida,6.7125,0.826884299,RB,164,0,22.83075342,1990.835,71,208,4.55,30.5,15,119,7.12,4.4,97.06166658,29.00694307,0,2006,2006,2006,2006,8,5,5,4,0,8,31,58,56,244,0,244,0.013449024,0.024493243,0.026192703,0.104631218,0,0.104631218,0.008695652,0.063063063,0.023529412,0.092592593,0,0.092592593,267,325,328,1152,0,0.025474668,0.030692228,0.036746583,0.109839817,0,0.109839817,0,6,2,9,0,0,9,0.000391645,0.001342918,0.011556912,0,0,0.011556912,0.009708738,0,0.011764706,0,0,0.011764706,0.013023566,0.016148834,0.0625,0,0,0.0625,148,6,0,0.022140221,0,,,,,,,,,
Elijah McGuire,Louisiana,6.67083333,0.82418009,RB,188,0,22.583562,1994.41644,70,214,4.53,36,15,120,7.26,4.56,101.6367948,30.702449,2007,2007,2008,2008,2009,8,7,5,4,0,8,103,166,210,232,0,232,0.07703815,0.12099125,0.16304348,0.1530343,0,0.16304348,0.14035088,0.19444444,0.22033898,0.09722222,0,0.22033898,863,1264,1058,1127,0,0.13975709,0.21236559,0.18845743,0.16899085,0,0.21236559,0,17,10,8,8,0,17,0.04986365,0.05236657,0.03219073,0.0250184,0,0.05236657,0.06,0.03448276,0.04761905,0.02941176,0,0.06,0.03109312,0.03931452,0.02609548,0.01784375,0,0.03931452,46,3,116,0.02702703,0.34090909,,,,,,,,,
Theo Riddick,Notre Dame,6.563636364,0.817144512,RB,199,0,22.32876742,1991.336986,70,201,4.68,32,NA,118,NA,NA,83.79973414,28.83734694,0,2006,2006,2006,2006,5,2,4,4,0,5,29,11,14,190,0,190,0.073791349,0.0275,0.033175355,0.386965377,0,0.386965377,0,0,0,0.217391304,0,0.217391304,160,29,63,917,0,0.097146327,0.017323775,0.028885832,0.362880886,0,0.362880886,21.32876742,7,10,11,10,0,11,0.011200834,0.14394993,0.153089888,0.146187278,0,0.153089888,0,0.12,0.166666667,0.166666667,0,0.166666667,0.061627201,0.132317802,0.114397066,0.254649782,0,0.254649782,849,37,0,2.846153846,0.15,,,,,,,,,
Daniel Thomas,Kansas State,6.5575,0.816738299,RB,62,0,23.84109542,1987.824658,73,230,4.62,34,21,123,7.06,4.29,100.9694358,30.34152749,0,2008,2008,2008,2008,5,5,0,0,0,5,247,298,0,0,0,298,0.50305499,0.545787546,0,0,0,0.545787546,0.5,0.475,0,0,0,0.5,1265,1585,0,0,0,0.57709854,0.606350421,0,0,0,0.606350421,21.84109542,10,6,0,0,0,10,0.144707207,0.079166667,0,0,0,0.144707207,0,0,0,0,0,0,0.347171533,0.335883703,0,0,0,0.347171533,25,1,0,0.020408163,0,,,,,,,,,
Ronnie Hillman,San Diego State,6.4125,0.807027378,RB,67,0,20.96438342,1991.70137,69,200,4.42,37,17,NA,NA,NA,104.8023242,29.53161101,0,2006,2006,2006,2006,5,5,0,0,0,5,262,311,0,0,0,311,0.613583138,0.651991614,0,0,0,0.651991614,0.586206897,0.678571429,0,0,0,0.678571429,1532,1711,0,0,0,0.708603145,0.693554925,0,0,0,0.708603145,18.96438342,7,11,0,0,0,11,0.018027572,0.093490305,0,0,0,0.093490305,0.037037037,0.045454545,0,0,0,0.045454545,0.370027752,0.401499797,0,0,0,0.401499797,0,0,0,0,0,,,,,,,,,
Ito Smith,Southern Mississippi,6.380952381,0.804885504,RB,126,0,22.97260242,1995.693151,68.63,200,4.5,36.5,NA,119,7.22,4.56,97.54610578,30.57,0,2006,2006,2006,2006,3,6,5,5,0,6,136,171,265,248,0,265,0.370572207,0.347560976,0.487132353,0.497991968,0,0.497991968,0.222222222,0.322580645,0.653846154,0.684210526,0,0.684210526,536,1128,1459,1413,0,0.429143315,0.427110943,0.605394191,0.578150573,0,0.605394191,18.97260242,9,10,10,9,0,10,0.024088748,0.125579127,0.134289058,0.145321101,0,0.145321101,0,0.081081081,0.083333333,0.090909091,0,0.090909091,0.244995997,0.311056418,0.397925311,0.370090016,0,0.397925311,233,11,0,0.35483871,0,,,,,,,,,
D'Onta Foreman,Texas,6.154545455,0.789195984,RB,89,0,21.35616442,1996.309589,73,233,4.5,33,18,120,7.21,4.29,113.6412132,30.73728655,0,2006,2006,2006,2006,4,7,6,0,0,7,16,95,323,0,0,323,0.007181329,0.039966344,0.13910422,0,0,0.13910422,0,0.047619048,0.131578947,0,0,0.131578947,74,681,2028,0,0,0.007082695,0.058130602,0.20520085,0,0,0.20520085,0,7,12,10,0,0,12,0.000449207,0.004345464,0.00436605,0,0,0.00436605,0,0,0,0,0,0,0.00387634,0.031796842,0.106394819,0,0,0.106394819,25,1,0,0.004975124,0,,,,,,,,,
Rashaad Penny,San Diego State,6.070833333,0.78324831,RB,27,0,22.57808242,1996.087671,71,220,4.46,32.5,13,120,NA,NA,111.2021647,30.68042055,0,2006,2006,2006,2006,11,6,7,7,0,11,2,61,135,289,0,289,0.003944773,0.092145015,0.212264151,0.502608696,0,0.502608696,0,0.125,0.323529412,0.696969697,0,0.696969697,22,368,1005,2248,0,0.007516228,0.110543707,0.268429487,0.674265147,0,0.674265147,21.57808242,15,14,7,0,0,15,0.064239829,0.124513619,0.075292805,0,0,0.124513619,0.0625,0.176470588,0.181818182,0,0,0.181818182,0.073295284,0.164129274,0.357378524,0,0,0.357378524,804,24,70,2.4,0.08,,,,,,,,,
